Complexity metrics,Sex, 17 nov 2017 11:09:50 BRST
Method,ev(G),iv(G),v(G)
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.execute()",3,5,7
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveAddFiles()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveEntries(Path)",3,1,3
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.haveMergeFiles()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setAddfiles(Path)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setCompress(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setMergefiles(Path)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.setOutfile(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addAddFile(String)",2,1,2
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addAddFiles(String[])",2,2,3
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addDirContents(ZipOutputStream,File,String,boolean)",1,3,3
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addFile(ZipOutputStream,File,String,boolean)",2,2,3
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addMergeFile(String)",2,1,2
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addMergeFiles(String[])",2,2,3
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.addToOutputStream(ZipOutputStream,InputStream,ZipEntry)",1,3,3
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.calcChecksum(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.calcChecksum(InputStream)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.getEntryName(File,String)",3,4,6
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.link()",1,7,7
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.main(String[])",1,4,4
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.mergeZipJarContents(ZipOutputStream,File)",5,5,7
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.processEntry(ZipFile,ZipEntry)",1,5,6
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.setCompression(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jlink.jlink.setOutfile(String)",2,1,2
"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mangleChar(char)",1,2,3
"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mapJspToJavaName(File)",1,6,6
"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mapPath(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter.getDirectory()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter.setBaseDir(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.addWebApp(WebAppParameter)",2,1,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.createClasspath()",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.createCompilerclasspath()",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.deleteEmptyJavaFiles()",1,5,5
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.doCompilation(JspCompilerAdapter)",3,3,3
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.execute()",9,12,13
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getActualDestDir()",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getClasspath()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getCompileList()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getCompilerclasspath()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getDestdir()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getFailonerror()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getIeplugin()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getPackage()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getSrcDir()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getUribase()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getUriroot()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getVerbose()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getWebApp()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getWebinc()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getWebxml()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.isCompileNeeded(File,File)",1,4,4
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.isMapped()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.mapToJavaFile(JspMangler,File,File,File)",2,1,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.resetFileLists()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.scanDir(File,File,JspMangler,String[])",3,4,5
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setClasspath(Path)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setClasspathRef(Reference)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setCompiler(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setCompilerclasspath(Path)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setDestdir(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setFailonerror(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setIeplugin(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setMapped(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setPackage(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setSrcDir(Path)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setUribase(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setUriroot(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setVerbose(int)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setWebinc(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setWebxml(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mangleChar(char)",1,2,4
"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mapJspToBaseName(File)",3,5,6
"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mapJspToJavaName(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mapPath(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.stripExtension(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.createClasspath()",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute()",4,10,10
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.replaceString(String,String,String)",1,2,3
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.scanDir(String[])",3,8,8
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setClasspath(Path)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setDest(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setPackage(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setSrc(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.addArg(CommandlineJava,String)",1,3,3
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.addArg(CommandlineJava,String,File)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.addArg(CommandlineJava,String,String)",1,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.getJspc()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.getProject()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.implementsOwnDependencyChecking()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.logAndAddFilesToCompile(JspC,Vector,CommandlineJava)",1,3,3
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.setJspc(JspC)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.JasperC(JspMangler)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.createMangler()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.execute()",2,5,5
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.getClasspath()",2,2,2
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.isTomcat5x()",1,2,3
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.setupJasperCommand()",1,4,4
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory.JspCompilerAdapterFactory()",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory.getCompiler(String,Task)",1,1,1
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory.getCompiler(String,Task,AntClassLoader)",3,1,3
"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory.resolveClassName(String,AntClassLoader)",1,1,4
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.AggregateTransformer(Task)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.Format.getValues()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.checkOptions()",1,3,3
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.createClasspath()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.createFactory()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.createParam()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.getDocumentBuilderFactory()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.getStylesheet()",2,2,3
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.getStylesheetSystemId()",4,2,5
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setExtension(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setFormat(Format)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setStyledir(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setTodir(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setXmlDocument(Document)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setXmlfile(File)",1,1,2
"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.transform()",1,4,4
"org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration.ArrayEnumeration(Object[])",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration.hasMoreElements()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration.nextElement()",2,1,2
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.addFormatter(FormatterElement)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getErrorProperty()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getFailureProperty()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getFiltertrace()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getFork()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getHaltonerror()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getHaltonfailure()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getIfCondition()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getTodir()",2,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.getUnlessCondition()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.isSkipNonTests()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setErrorProperty(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setFailureProperty(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setFiltertrace(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setFork(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setHaltonerror(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setHaltonfailure(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setIf(Object)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setIf(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setSkipNonTests(boolean)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setTodir(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setUnless(Object)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BaseTest.setUnless(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.BatchTest(Project)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.add(ResourceCollection)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.addFileSet(FileSet)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.addTestsTo(Vector)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.createAllJUnitTest()",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.createJUnitTest(String)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.elements()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.getFilenames()",1,5,5
"org.apache.tools.ant.taskdefs.optional.junit.BatchTest.javaToClass(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.BriefJUnitResultFormatter()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.addError(Test,Throwable)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.addFailure(Test,AssertionFailedError)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.addFailure(Test,Throwable)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.endTest(Test)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.endTestSuite(JUnitTest)",2,7,10
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.formatError(String,Test,Throwable)",1,2,3
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.formatSkip(Test,String)",1,3,4
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.formatTest(Test)",2,2,2
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.setOutput(OutputStream)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.setSystemError(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.setSystemOutput(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.startTest(Test)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.startTestSuite(JUnitTest)",2,1,3
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.testAssumptionFailure(Test,Throwable)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter.testIgnored(Test)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration.CompoundEnumeration(Enumeration[])",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration.hasMoreElements()",3,3,4
"org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration.nextElement()",2,2,2
"org.apache.tools.ant.taskdefs.optional.junit.Constants.Constants()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.CustomJUnit4TestAdapterCache.CustomJUnit4TestAdapterCache()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.CustomJUnit4TestAdapterCache.getInstance()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.CustomJUnit4TestAdapterCache.getNotifier(TestResult)",1,3,3
"org.apache.tools.ant.taskdefs.optional.junit.CustomJUnit4TestAdapterCache.getNotifier(TestResult,JUnit4TestAdapter)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.DOMUtil()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.NodeListImpl.getLength()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.NodeListImpl.item(int)",1,1,2
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.getChildByTagName(Node,String)",4,4,6
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.getNodeAttribute(Node,String)",2,2,2
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.importNode(Node,Node)",2,7,15
"org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.listChildNodes(Node,NodeFilter,boolean)",1,6,6
"org.apache.tools.ant.taskdefs.optional.junit.Enumerations.Enumerations()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.Enumerations.fromArray(Object[])",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.Enumerations.fromCompound(Enumeration[])",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.TestInfos.TestInfos(Test)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.TestInfos.compareTo(Object)",2,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.TestInfos.equals(Object)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.TestInfos.hashCode()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.TestInfos.toString()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.addError(Test,Throwable)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.addFailure(Test,AssertionFailedError)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.buildFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.buildStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.createClassFooter()",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.createClassHeader()",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.createSuiteMethod()",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.endTest(Test)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.endTestSuite(JUnitTest)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.getLocationName()",1,5,5
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.log(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.messageLogged(BuildEvent)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.setOutput(OutputStream)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.setProject(Project)",3,3,4
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.setSystemError(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.setSystemOutput(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.startTest(Test)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.startTestSuite(JUnitTest)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.targetFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.taskFinished(BuildEvent)",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.taskStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.verbose(String)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder.writeJavaClass()",2,3,4
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.DelayedFileOutputStream.DelayedFileOutputStream(File)",1,1,1
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.DelayedFileOutputStream.close()",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.DelayedFileOutputStream.flush()",1,2,2
"org.apache.tools.ant.taskdefs.optional.junit.FormatterElement.DelayedFileOutputStream.write(int)",1,1,2
