Complexity metrics,Sex, 17 nov 2017 11:09:50 BRST
Method,ev(G),iv(G),v(G)
"org.apache.tools.ant.helper.AntXMLContext.getImplicitTarget()",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.getLocator()",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.getPrefixMapping(String)",2,2,3
"org.apache.tools.ant.helper.AntXMLContext.getProject()",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.getTargets()",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.getWrapperStack()",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.isIgnoringProjectTag()",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.parentWrapper()",2,1,2
"org.apache.tools.ant.helper.AntXMLContext.popWrapper()",1,2,2
"org.apache.tools.ant.helper.AntXMLContext.pushWrapper(RuntimeConfigurable)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.setBuildFile(File)",2,2,3
"org.apache.tools.ant.helper.AntXMLContext.setBuildFile(URL)",1,2,2
"org.apache.tools.ant.helper.AntXMLContext.setCurrentProjectName(String)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.setCurrentTarget(Target)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.setCurrentTargets(Map<String, Target>)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.setIgnoreProjectTag(boolean)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.setImplicitTarget(Target)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.setLocator(Locator)",1,1,1
"org.apache.tools.ant.helper.AntXMLContext.startPrefixMapping(String,String)",1,2,2
"org.apache.tools.ant.helper.DefaultExecutor.executeTargets(Project,String[])",4,3,5
"org.apache.tools.ant.helper.DefaultExecutor.getSubProjectExecutor()",1,1,1
"org.apache.tools.ant.helper.IgnoreDependenciesExecutor.executeTargets(Project,String[])",5,3,6
"org.apache.tools.ant.helper.IgnoreDependenciesExecutor.getSubProjectExecutor()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.AntHandler.characters(char[],int,int,AntXMLContext)",2,2,2
"org.apache.tools.ant.helper.ProjectHelper2.AntHandler.checkNamespace(String)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.AntHandler.onEndChild(String,String,String,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.AntHandler.onEndElement(String,String,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.AntHandler.onStartChild(String,String,String,Attributes,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.AntHandler.onStartElement(String,String,String,Attributes,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.ElementHandler.ElementHandler()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.ElementHandler.characters(char[],int,int,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.ElementHandler.onEndElement(String,String,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.ElementHandler.onStartChild(String,String,String,Attributes,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.ElementHandler.onStartElement(String,String,String,Attributes,AntXMLContext)",5,12,13
"org.apache.tools.ant.helper.ProjectHelper2.MainHandler.onStartChild(String,String,String,Attributes,AntXMLContext)",3,4,5
"org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler.onStartChild(String,String,String,Attributes,AntXMLContext)",1,4,5
"org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler.onStartElement(String,String,String,Attributes,AntXMLContext)",10,29,34
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.RootHandler(AntXMLContext,AntHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.characters(char[],int,int)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.endElement(String,String,String)",1,2,2
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.endPrefixMapping(String)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.getCurrentAntHandler()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.resolveEntity(String,String)",2,4,4
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.setDocumentLocator(Locator)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.startElement(String,String,String,Attributes)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.RootHandler.startPrefixMapping(String,String)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.TargetHandler.getTargetPrefix(AntXMLContext)",2,2,5
"org.apache.tools.ant.helper.ProjectHelper2.TargetHandler.onEndElement(String,String,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.TargetHandler.onStartChild(String,String,String,Attributes,AntXMLContext)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.TargetHandler.onStartElement(String,String,String,Attributes,AntXMLContext)",17,31,38
"org.apache.tools.ant.helper.ProjectHelper2.canParseAntlibDescriptor(Resource)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.getElementHandler()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.getMainHandler()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.getProjectHandler()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.getTargetHandler()",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.parse(Project,Object)",1,3,3
"org.apache.tools.ant.helper.ProjectHelper2.parse(Project,Object,RootHandler)",5,17,24
"org.apache.tools.ant.helper.ProjectHelper2.parseAntlibDescriptor(Project,Resource)",2,1,2
"org.apache.tools.ant.helper.ProjectHelper2.parseUnknownElement(Project,URL)",2,1,2
"org.apache.tools.ant.helper.ProjectHelper2.setElementHandler(AntHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.setMainHandler(AntHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.setProjectHandler(AntHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelper2.setTargetHandler(AntHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler.AbstractHandler(ProjectHelperImpl,DocumentHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler.characters(char[],int,int)",2,1,2
"org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler.endElement(String)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler.startElement(String,AttributeList)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler.DataTypeHandler(ProjectHelperImpl,DocumentHandler,Target)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler.characters(char[],int,int)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler.init(String,AttributeList)",2,2,3
"org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler.startElement(String,AttributeList)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler.DescriptionHandler(ProjectHelperImpl,DocumentHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler.characters(char[],int,int)",1,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler.NestedElementHandler(ProjectHelperImpl,DocumentHandler,Object,RuntimeConfigurable,Target)",1,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler.characters(char[],int,int)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler.init(String,AttributeList)",1,3,3
"org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler.startElement(String,AttributeList)",1,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler.ProjectHandler(ProjectHelperImpl,DocumentHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler.handleTarget(String,AttributeList)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler.init(String,AttributeList)",7,13,13
"org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHandler.startElement(String,AttributeList)",1,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.ProjectHelperImpl()",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler.RootHandler(ProjectHelperImpl)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler.resolveEntity(String,String)",2,4,4
"org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler.setDocumentLocator(Locator)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler.startElement(String,AttributeList)",2,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler.TargetHandler(ProjectHelperImpl,DocumentHandler)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler.init(String,AttributeList)",10,10,13
"org.apache.tools.ant.helper.ProjectHelperImpl.TargetHandler.startElement(String,AttributeList)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler.TaskHandler(ProjectHelperImpl,DocumentHandler,TaskContainer,RuntimeConfigurable,Target)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler.characters(char[],int,int)",1,1,1
"org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler.init(String,AttributeList)",1,3,4
"org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler.startElement(String,AttributeList)",1,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.configureId(Object,AttributeList)",1,2,2
"org.apache.tools.ant.helper.ProjectHelperImpl.handleElement(ProjectHelperImpl,DocumentHandler,Target,String,AttributeList)",1,3,3
"org.apache.tools.ant.helper.ProjectHelperImpl.parse(Project,Object)",4,7,11
"org.apache.tools.ant.helper.SingleCheckExecutor.executeTargets(Project,String[])",1,1,1
"org.apache.tools.ant.helper.SingleCheckExecutor.getSubProjectExecutor()",1,1,1
"org.apache.tools.ant.input.DefaultInputHandler.DefaultInputHandler()",1,1,1
"org.apache.tools.ant.input.DefaultInputHandler.getInputStream()",1,1,1
"org.apache.tools.ant.input.DefaultInputHandler.getPrompt(InputRequest)",3,6,7
"org.apache.tools.ant.input.DefaultInputHandler.handleInput(InputRequest)",3,3,5
"org.apache.tools.ant.input.GreedyInputHandler.GreedyInputHandler()",1,1,1
"org.apache.tools.ant.input.GreedyInputHandler.handleInput(InputRequest)",3,3,5
"org.apache.tools.ant.input.InputRequest.InputRequest(String)",2,1,2
"org.apache.tools.ant.input.InputRequest.getDefaultValue()",1,1,1
"org.apache.tools.ant.input.InputRequest.getInput()",1,1,1
"org.apache.tools.ant.input.InputRequest.getPrompt()",1,1,1
"org.apache.tools.ant.input.InputRequest.isInputValid()",1,1,1
"org.apache.tools.ant.input.InputRequest.setDefaultValue(String)",1,1,1
"org.apache.tools.ant.input.InputRequest.setInput(String)",1,1,1
"org.apache.tools.ant.input.MultipleChoiceInputRequest.MultipleChoiceInputRequest(String,Vector<String>)",2,1,2
"org.apache.tools.ant.input.MultipleChoiceInputRequest.getChoices()",1,1,1
"org.apache.tools.ant.input.MultipleChoiceInputRequest.isInputValid()",1,3,3
"org.apache.tools.ant.input.PropertyFileInputHandler.PropertyFileInputHandler()",1,1,1
"org.apache.tools.ant.input.PropertyFileInputHandler.handleInput(InputRequest)",3,3,3
"org.apache.tools.ant.input.PropertyFileInputHandler.readProps()",3,2,4
"org.apache.tools.ant.input.SecureInputHandler.SecureInputHandler()",1,1,1
"org.apache.tools.ant.input.SecureInputHandler.handleInput(InputRequest)",1,3,3
"org.apache.tools.ant.launch.LaunchException.LaunchException(String)",1,1,1
"org.apache.tools.ant.launch.Launcher.Launcher()",1,1,1
"org.apache.tools.ant.launch.Launcher.addPath(String,boolean,List<URL>)",3,8,9
"org.apache.tools.ant.launch.Launcher.getJarArray(URL[],URL[],URL[],File)",1,2,3
"org.apache.tools.ant.launch.Launcher.getLibPathURLs(String,List<String>)",1,3,3
"org.apache.tools.ant.launch.Launcher.getSystemURLs(File)",1,3,4
"org.apache.tools.ant.launch.Launcher.getUserURLs()",1,1,1
"org.apache.tools.ant.launch.Launcher.logPath(String,File)",1,2,2
"org.apache.tools.ant.launch.Launcher.main(String[])",1,5,5
"org.apache.tools.ant.launch.Launcher.run(String[])",13,21,27
"org.apache.tools.ant.launch.Launcher.setProperty(String,String)",1,2,2
"org.apache.tools.ant.launch.Locator.Locator()",1,1,1
"org.apache.tools.ant.launch.Locator.decodeUri(String)",2,6,8
"org.apache.tools.ant.launch.Locator.encodeURI(String)",3,11,12
"org.apache.tools.ant.launch.Locator.fileToURL(File)",1,1,1
"org.apache.tools.ant.launch.Locator.fromJarURI(String)",1,1,1
"org.apache.tools.ant.launch.Locator.fromURI(String)",1,1,1
"org.apache.tools.ant.launch.Locator.fromURIJava13(String)",2,11,15
"org.apache.tools.ant.launch.Locator.getClassSource(Class<?>)",1,1,1
"org.apache.tools.ant.launch.Locator.getLocationURLs(File)",1,1,1
"org.apache.tools.ant.launch.Locator.getLocationURLs(File,String[])",7,6,8
"org.apache.tools.ant.launch.Locator.getResourceSource(ClassLoader,String)",4,6,7
"org.apache.tools.ant.launch.Locator.getToolsJar()",4,4,7
"org.apache.tools.ant.listener.AnsiColorLogger.printMessage(String,PrintStream,int)",2,4,9
"org.apache.tools.ant.listener.AnsiColorLogger.setColors()",1,4,11
"org.apache.tools.ant.listener.BigProjectLogger.buildFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.extractNameOrDefault(BuildEvent)",1,1,2
"org.apache.tools.ant.listener.BigProjectLogger.getBuildFailedMessage()",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.getBuildSuccessfulMessage()",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.getFooter()",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.getHeader()",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.maybeRaiseSubBuildStarted(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.BigProjectLogger.messageLogged(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.subBuildFinished(BuildEvent)",1,1,2
"org.apache.tools.ant.listener.BigProjectLogger.subBuildStarted(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.BigProjectLogger.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.BigProjectLogger.taskStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.CommonsLoggingListener.CommonsLoggingListener()",1,1,1
"org.apache.tools.ant.listener.CommonsLoggingListener.buildFinished(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.CommonsLoggingListener.buildStarted(BuildEvent)",1,2,2
"org.apache.tools.ant.listener.CommonsLoggingListener.getLog(String,String)",2,4,4
"org.apache.tools.ant.listener.CommonsLoggingListener.messageLogged(BuildEvent)",1,5,5
"org.apache.tools.ant.listener.CommonsLoggingListener.realLog(Log,String,int,Throwable)",2,5,10
"org.apache.tools.ant.listener.CommonsLoggingListener.setEmacsMode(boolean)",1,1,1
"org.apache.tools.ant.listener.CommonsLoggingListener.setErrorPrintStream(PrintStream)",1,1,1
"org.apache.tools.ant.listener.CommonsLoggingListener.setMessageOutputLevel(int)",1,1,1
"org.apache.tools.ant.listener.CommonsLoggingListener.setOutputPrintStream(PrintStream)",1,1,1
"org.apache.tools.ant.listener.CommonsLoggingListener.targetFinished(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.CommonsLoggingListener.targetStarted(BuildEvent)",1,2,2
"org.apache.tools.ant.listener.CommonsLoggingListener.taskFinished(BuildEvent)",1,5,6
"org.apache.tools.ant.listener.CommonsLoggingListener.taskStarted(BuildEvent)",1,4,5
"org.apache.tools.ant.listener.Log4jListener.Log4jListener()",1,2,2
"org.apache.tools.ant.listener.Log4jListener.buildFinished(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.Log4jListener.buildStarted(BuildEvent)",1,2,2
"org.apache.tools.ant.listener.Log4jListener.messageLogged(BuildEvent)",2,5,10
"org.apache.tools.ant.listener.Log4jListener.targetFinished(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.Log4jListener.targetStarted(BuildEvent)",1,2,2
"org.apache.tools.ant.listener.Log4jListener.taskFinished(BuildEvent)",1,3,3
"org.apache.tools.ant.listener.Log4jListener.taskStarted(BuildEvent)",1,2,2
"org.apache.tools.ant.listener.MailLogger.Values.body()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.body(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.charset()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.charset(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.from()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.from(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.mailhost()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.mailhost(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.mimeType()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.mimeType(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.password()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.password(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.port()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.port(int)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.replytoList()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.replytoList(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.ssl()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.ssl(boolean)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.starttls()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.starttls(boolean)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.subject()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.subject(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.toBccList()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.toBccList(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.toCcList()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.toCcList(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.toList()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.toList(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.user()",1,1,1
"org.apache.tools.ant.listener.MailLogger.Values.user(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.buildFinished(BuildEvent)",2,8,12
"org.apache.tools.ant.listener.MailLogger.getValue(Hashtable<String, Object>,String,String)",2,1,3
"org.apache.tools.ant.listener.MailLogger.log(String)",1,1,1
"org.apache.tools.ant.listener.MailLogger.sendMail(Values,String)",1,6,6
"org.apache.tools.ant.listener.MailLogger.sendMimeMail(Project,Values,String)",1,5,5
"org.apache.tools.ant.listener.MailLogger.vectorizeEmailAddresses(String)",1,2,2
"org.apache.tools.ant.listener.ProfileLogger.logFinish(BuildEvent,Date,String)",1,2,2
"org.apache.tools.ant.listener.ProfileLogger.logStart(BuildEvent,Date,String)",1,1,1
"org.apache.tools.ant.listener.ProfileLogger.targetFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.ProfileLogger.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.ProfileLogger.taskFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.ProfileLogger.taskStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.SilentLogger.buildFinished(BuildEvent)",1,2,2
"org.apache.tools.ant.listener.SilentLogger.buildStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.SilentLogger.targetFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.SilentLogger.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.SilentLogger.taskFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.SilentLogger.taskStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.listener.SimpleBigProjectLogger.extractTargetName(BuildEvent)",2,1,3
"org.apache.tools.ant.listener.TimestampedLogger.getBuildFailedMessage()",1,1,1
"org.apache.tools.ant.listener.TimestampedLogger.getBuildSuccessfulMessage()",1,1,1
"org.apache.tools.ant.loader.AntClassLoader2.AntClassLoader2()",1,1,1
"org.apache.tools.ant.loader.AntClassLoader5.AntClassLoader5(ClassLoader,Project,Path,boolean)",1,1,1
"org.apache.tools.ant.loader.AntClassLoader5.close()",1,1,1
"org.apache.tools.ant.loader.AntClassLoader5.getResources(String)",1,1,1
"org.apache.tools.ant.property.LocalProperties.LocalProperties()",1,1,1
"org.apache.tools.ant.property.LocalProperties.addLocal(String)",1,1,1
"org.apache.tools.ant.property.LocalProperties.copy()",1,1,1
"org.apache.tools.ant.property.LocalProperties.current()",1,1,1
"org.apache.tools.ant.property.LocalProperties.enterScope()",1,1,1
"org.apache.tools.ant.property.LocalProperties.evaluate(String,PropertyHelper)",1,1,1
