smells_analysis,Sex, 18 mai 2018 16:12:20 BRT
Method,CALL,CALLED,CALLEDp,CDENS,CONTROL,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),LOC,LOOP,LOOP_NEST,NBD,NCLOC,NP,NTP,RLOC,STAT,v(G)
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.setKeyfile(String)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"4,09%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.setName(String)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"4,09%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.setPassphrase(String)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"4,09%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.setPassword(String)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"4,09%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.setTrust(boolean)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"4,09%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.showMessage(String)",0,0,0,"0,00%",0,1,0,0,0,n/a,1,7,0,0,0,2,1,0,"4,09%",0,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.addFileset(FileSet)",2,1,0,"33,33%",1,1,2,10,1,n/a,1,12,0,0,1,6,1,0,"2,91%",3,2
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.createDirectory(FileSet)",15,1,1,"22,73%",5,1,17,75,2,n/a,6,26,2,2,4,25,1,0,"6,30%",22,6
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.download(String,String)",16,1,1,"23,08%",3,1,10,63,1,n/a,3,29,0,0,2,29,2,0,"7,02%",13,3
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.exactlyOne(String[])",1,3,3,"0,00%",0,1,1,4,0,n/a,1,3,0,0,0,3,1,0,"0,73%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.exactlyOne(String[],String)",11,2,2,"22,22%",2,1,7,47,1,n/a,3,12,1,1,1,12,2,0,"2,91%",9,3
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.execute()",14,9,5,"45,45%",10,8,12,78,3,n/a,10,45,0,0,4,41,0,0,"10,90%",22,15
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.init()",1,20,20,"0,00%",0,1,4,15,0,n/a,1,11,0,0,0,7,0,0,"2,66%",4,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.isRemoteUri(String)",1,3,3,"20,00%",1,1,4,12,1,n/a,1,8,0,0,1,8,1,0,"1,94%",5,2
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.parseUri(String)",24,3,3,"26,09%",6,5,17,126,1,n/a,6,39,1,1,2,35,1,0,"9,44%",23,10
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setDirMode(String)",1,0,0,"0,00%",0,1,1,8,0,n/a,1,7,0,0,0,3,1,0,"1,69%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setFile(String)",2,5,2,"0,00%",0,1,2,10,0,n/a,1,13,0,0,0,4,1,0,"3,15%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setFileMode(String)",1,0,0,"0,00%",0,1,1,8,0,n/a,1,7,0,0,0,3,1,0,"1,69%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setFromUri(String)",1,3,3,"33,33%",1,2,2,11,1,n/a,2,6,0,0,1,6,1,0,"1,45%",3,2
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setLocalFile(String)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,11,0,0,0,4,1,0,"2,66%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setLocalTodir(String)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,11,0,0,0,4,1,0,"2,66%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setLocalTofile(String)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,10,0,0,0,4,1,0,"2,42%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setPreservelastmodified(boolean)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,94%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setRemoteFile(String)",2,0,0,"0,00%",0,1,3,11,0,n/a,1,11,0,0,0,5,1,0,"2,66%",3,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setRemoteTodir(String)",2,2,0,"0,00%",0,1,3,11,0,n/a,1,11,0,0,0,5,1,0,"2,66%",3,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setRemoteTofile(String)",2,0,0,"0,00%",0,1,3,11,0,n/a,1,11,0,0,0,5,1,0,"2,66%",3,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setSftp(boolean)",0,0,0,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,1,0,"1,94%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setToUri(String)",1,5,5,"33,33%",1,2,2,11,1,n/a,2,6,0,0,1,6,1,0,"1,45%",3,2
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.setTodir(String)",2,6,2,"0,00%",0,1,2,10,0,n/a,1,12,0,0,0,4,1,0,"2,91%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.upload(List,String)",21,1,1,"33,33%",8,1,16,86,2,n/a,8,38,1,1,3,38,2,0,"9,20%",24,8
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.upload(String,String)",17,1,1,"31,25%",5,1,11,66,1,n/a,5,31,0,0,2,31,2,0,"7,51%",16,5
"org.apache.tools.ant.taskdefs.optional.ssh.Scp.validateRemoteUri(String,String)",2,3,3,"50,00%",1,2,1,14,1,n/a,1,9,0,0,1,9,2,0,"2,18%",2,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.ScpFromMessage(Session)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,1,0,"2,78%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.ScpFromMessage(Session,String,File,boolean)",1,0,0,"0,00%",0,1,1,7,0,n/a,1,13,0,0,0,6,4,0,"5,16%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.ScpFromMessage(boolean,Session)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,2,0,"3,57%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.ScpFromMessage(boolean,Session,String,File,boolean)",1,1,1,"0,00%",0,1,1,8,0,n/a,1,16,0,0,0,7,5,0,"6,35%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.ScpFromMessage(boolean,Session,String,File,boolean,boolean)",1,3,3,"0,00%",0,1,5,20,0,n/a,1,23,0,0,0,12,6,0,"9,13%",5,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.execute()",8,1,1,"21,43%",3,1,11,37,1,n/a,2,26,0,0,2,20,0,0,"10,32%",14,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.fetchFile(File,long,OutputStream,InputStream)",14,1,1,"25,93%",7,4,20,82,1,n/a,5,48,1,1,3,44,4,0,"19,05%",27,8
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.getPreserveLastModified()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,3,0,0,0,3,0,0,"1,19%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.parseAndCreateDirectory(String,File)",7,1,1,"11,11%",1,2,8,35,1,n/a,2,14,0,0,1,13,2,0,"5,56%",9,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.parseAndFetchFile(String,File,OutputStream,InputStream)",11,1,1,"0,00%",0,1,11,64,0,n/a,1,19,0,0,0,19,4,0,"7,54%",11,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.remoteDir(String)",3,1,1,"25,00%",1,1,3,25,1,n/a,3,10,0,0,1,7,1,0,"3,97%",4,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.setLastModified(File)",9,1,1,"14,29%",1,1,6,34,0,n/a,1,15,0,0,1,15,1,0,"5,95%",7,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.startRemoteCpProtocol(InputStream,OutputStream,File)",16,1,1,"42,86%",9,9,12,81,1,n/a,8,37,2,2,3,33,3,0,"14,68%",21,10
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp.ScpFromMessageBySftp(Session,String,File,boolean)",1,0,0,"0,00%",0,1,1,7,0,n/a,1,13,0,0,0,6,4,0,"8,02%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp.ScpFromMessageBySftp(boolean,Session,String,File,boolean)",1,1,1,"0,00%",0,1,1,8,0,n/a,1,16,0,0,0,7,5,0,"9,88%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp.ScpFromMessageBySftp(boolean,Session,String,File,boolean,boolean)",1,2,2,"0,00%",0,1,5,24,0,n/a,1,24,0,0,0,13,6,0,"14,81%",5,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp.execute()",11,1,1,"28,57%",4,1,10,52,1,n/a,4,31,0,0,3,25,0,0,"19,14%",14,6
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp.getDir(ChannelSftp,String,File)",21,2,2,"35,00%",7,4,13,92,2,n/a,7,31,1,1,3,31,3,0,"19,14%",20,8
"org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp.getFile(ChannelSftp,LsEntry,File)",28,1,1,"31,82%",7,1,15,107,3,n/a,7,37,0,0,3,37,3,0,"22,84%",22,8
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(Session)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,1,0,"2,67%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(Session,File,String)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,11,0,0,0,5,3,0,"4,20%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(Session,List,String)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,11,0,0,0,5,3,0,"4,20%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(boolean,Session)",1,1,1,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,2,0,"3,44%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(boolean,Session,File,String)",1,2,2,"0,00%",0,1,2,9,0,n/a,1,15,0,0,0,7,4,0,"5,73%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(boolean,Session,List,String)",1,2,2,"0,00%",0,1,2,9,0,n/a,1,15,0,0,0,7,4,0,"5,73%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage(boolean,Session,String)",1,2,2,"0,00%",0,1,2,8,0,n/a,1,13,0,0,0,6,3,0,"4,96%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.doMultipleTransfer()",10,1,1,"25,00%",3,1,9,38,1,n/a,3,17,1,1,2,17,0,0,"6,49%",12,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.doSingleTransfer()",7,1,1,"20,00%",2,1,8,29,1,n/a,2,15,0,0,2,15,0,0,"5,73%",10,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.execute()",3,2,2,"40,00%",2,1,3,13,1,n/a,3,15,0,0,1,10,0,0,"5,73%",5,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.getDirMode()",1,3,3,"0,00%",0,1,1,8,0,n/a,2,7,0,0,0,3,0,0,"2,67%",1,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.getFileMode()",1,2,2,"0,00%",0,1,1,8,0,n/a,2,7,0,0,0,3,0,0,"2,67%",1,2
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.getLocalFile()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"2,67%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.getRemotePath()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"2,67%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.sendDirectory(Directory,InputStream,OutputStream)",8,2,2,"28,57%",2,1,5,29,0,n/a,3,11,2,1,1,11,3,0,"4,20%",7,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.sendDirectoryToRemote(Directory,InputStream,OutputStream)",13,1,1,"0,00%",0,1,12,50,0,n/a,1,16,0,0,0,16,3,0,"6,11%",12,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.sendFileToRemote(File,InputStream,OutputStream)",25,2,2,"20,59%",7,3,27,118,1,n/a,6,52,1,1,3,47,3,0,"19,85%",34,7
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.setDirMode(int)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"2,67%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.setFileMode(int)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"2,67%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.ScpToMessageBySftp(Session,File,String)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,11,0,0,0,5,3,0,"4,93%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.ScpToMessageBySftp(Session,List,String)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,11,0,0,0,5,3,0,"4,93%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.ScpToMessageBySftp(boolean,Session,File,String)",1,2,2,"0,00%",0,1,2,9,0,n/a,1,15,0,0,0,7,4,0,"6,73%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.ScpToMessageBySftp(boolean,Session,List,String)",1,2,2,"0,00%",0,1,2,9,0,n/a,1,15,0,0,0,7,4,0,"6,73%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.ScpToMessageBySftp(boolean,Session,String)",1,2,2,"0,00%",0,1,2,8,0,n/a,1,13,0,0,0,6,3,0,"5,83%",2,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.doMultipleTransfer()",21,1,1,"34,62%",9,2,17,96,1,n/a,10,44,1,1,4,43,0,0,"19,73%",26,10
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.doSingleTransfer()",7,1,1,"30,00%",3,1,7,31,1,n/a,3,19,0,0,2,19,0,0,"8,52%",10,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.execute()",3,2,2,"40,00%",2,1,3,13,1,n/a,3,15,0,0,1,10,0,0,"6,73%",5,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.getLocalFile()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"3,14%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.getRemotePath()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"3,14%",1,1
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.sendDirectory(ChannelSftp,Directory)",8,2,2,"28,57%",2,1,5,28,0,n/a,3,11,2,1,1,11,2,0,"4,93%",7,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.sendDirectoryToRemote(ChannelSftp,Directory)",9,1,1,"22,22%",2,1,7,36,1,n/a,3,17,0,0,2,16,2,0,"7,62%",9,3
"org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp.sendFileToRemote(ChannelSftp,File,String)",15,2,2,"29,41%",5,1,12,65,1,n/a,6,29,0,0,2,28,3,0,"13,00%",17,6
"org.apache.tools.ant.taskdefs.optional.testing.BlockFor.BlockFor()",2,0,0,"0,00%",0,1,2,9,0,n/a,1,8,0,0,0,4,0,0,"19,05%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.BlockFor.BlockFor(String)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,1,0,"19,05%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BlockFor.addText(String)",2,0,0,"0,00%",0,1,1,7,0,n/a,1,8,0,0,0,3,1,0,"19,05%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BlockFor.processTimeout()",3,2,2,"0,00%",0,1,2,7,0,n/a,1,9,0,0,0,4,0,0,"21,43%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,5,0,0,0,2,0,0,"6,10%",0,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException(String)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,9,0,0,0,3,1,0,"10,98%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException(String,Location)",1,1,1,"0,00%",0,1,1,4,0,n/a,1,12,0,0,0,3,2,0,"14,63%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException(String,Throwable)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,12,0,0,0,3,2,0,"14,63%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException(String,Throwable,Location)",1,0,0,"0,00%",0,1,1,5,0,n/a,1,14,0,0,0,3,3,0,"17,07%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException(Throwable)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,9,0,0,0,3,1,0,"10,98%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.BuildTimeoutException.BuildTimeoutException(Throwable,Location)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,12,0,0,0,3,2,0,"14,63%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.NestedCondition.eval()",5,11,11,"33,33%",1,2,2,15,1,n/a,1,7,0,0,1,7,0,0,"77,78%",3,2
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.addApplication(Sequential)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.addBlock(BlockFor)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.addReporting(Sequential)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.addSetup(Sequential)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.addTeardown(Sequential)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.addTests(Sequential)",1,0,0,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.bind(Task)",2,2,2,"0,00%",0,1,2,7,0,n/a,1,8,0,0,0,4,1,0,"1,67%",2,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.createCondition()",2,0,0,"0,00%",0,1,3,8,0,n/a,1,10,0,0,0,5,0,0,"2,09%",3,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.execute()",34,5,5,"21,57%",11,2,40,167,1,n/a,11,102,0,0,3,68,0,0,"21,34%",51,13
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.getApplicationException()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.getTaskException()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.getTeardownException()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.getTestException()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.ignoringThrowable(String,Throwable)",2,2,2,"0,00%",0,1,1,11,0,n/a,1,10,0,0,0,5,2,0,"2,09%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.logOverride(String,Object)",1,7,7,"50,00%",1,1,1,12,1,n/a,2,11,0,0,1,5,2,0,"2,30%",2,2
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.newParallel(long)",4,2,2,"0,00%",0,1,5,13,0,n/a,1,12,0,0,0,7,1,0,"2,51%",5,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.newParallel(long,Task)",2,3,3,"0,00%",0,1,3,8,0,n/a,1,11,0,0,0,5,2,0,"2,30%",3,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.processExceptions()",6,1,1,"46,67%",7,2,8,59,2,n/a,7,50,0,0,2,27,0,0,"10,46%",15,11
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setFailOnTeardownErrors(boolean)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setFailureMessage(String)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setFailureProperty(String)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setShutdownTime(long)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setShutdownUnit(Unit)",1,0,0,"0,00%",0,1,1,5,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setTimeout(long)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.setTimeoutUnit(Unit)",1,0,0,"0,00%",0,1,1,5,0,n/a,1,7,0,0,0,3,1,0,"1,46%",1,1
"org.apache.tools.ant.taskdefs.optional.testing.Funtest.validateTask(Task,String)",2,6,6,"50,00%",1,2,1,14,1,n/a,2,10,0,0,1,5,2,0,"2,09%",2,3
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.AbstractAccessTask()",2,2,2,"0,00%",0,1,2,8,0,n/a,1,7,0,0,0,4,0,0,"10,77%",2,1
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.isValidOs()",4,4,4,"0,00%",0,1,1,18,0,n/a,3,9,0,0,0,4,0,0,"13,85%",1,3
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.setAddsourcefile(boolean)",3,0,0,"0,00%",0,1,1,7,0,n/a,1,10,0,0,0,4,1,0,"15,38%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.setCommand(Commandline)",3,0,0,"0,00%",0,1,1,7,0,n/a,1,11,0,0,0,5,1,0,"16,92%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.setFile(File)",3,0,0,"0,00%",0,1,3,8,0,n/a,1,9,0,0,0,5,1,0,"13,85%",3,1
"org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.setSkipEmptyFilesets(boolean)",3,2,2,"0,00%",0,1,1,8,0,n/a,1,11,0,0,0,5,1,0,"16,92%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Chgrp.Chgrp()",1,0,0,"0,00%",0,1,1,4,0,n/a,1,6,0,0,0,3,0,0,"13,04%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Chgrp.checkConfiguration()",3,6,6,"33,33%",1,2,2,9,1,n/a,2,11,0,0,1,7,0,0,"23,91%",3,2
"org.apache.tools.ant.taskdefs.optional.unix.Chgrp.setExecutable(String)",3,12,12,"0,00%",0,1,1,8,0,n/a,1,10,0,0,0,5,1,0,"21,74%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Chgrp.setGroup(String)",2,0,0,"0,00%",0,1,2,8,0,n/a,1,9,0,0,0,4,1,0,"19,57%",2,1
"org.apache.tools.ant.taskdefs.optional.unix.Chown.Chown()",1,0,0,"0,00%",0,1,1,4,0,n/a,1,6,0,0,0,3,0,0,"13,04%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Chown.checkConfiguration()",3,6,6,"33,33%",1,2,2,9,1,n/a,2,11,0,0,1,7,0,0,"23,91%",3,2
"org.apache.tools.ant.taskdefs.optional.unix.Chown.setExecutable(String)",3,12,12,"0,00%",0,1,1,8,0,n/a,1,10,0,0,0,5,1,0,"21,74%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Chown.setOwner(String)",2,0,0,"0,00%",0,1,2,8,0,n/a,1,9,0,0,0,4,1,0,"19,57%",2,1
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.addFileset(FileSet)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,55%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.delete()",10,0,0,"22,22%",2,2,7,33,1,n/a,4,23,0,0,2,18,0,0,"4,45%",9,4
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.deleteSymlink(File)",1,0,0,"0,00%",0,1,1,5,0,n/a,1,33,0,0,0,5,1,0,"6,38%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.deleteSymlink(String)",2,0,0,"0,00%",0,1,1,6,0,n/a,1,21,0,0,0,5,1,0,"4,06%",1,1
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.doLink(String,String)",8,3,3,"33,33%",5,2,10,49,2,n/a,7,37,0,0,3,27,2,0,"7,16%",15,7
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.execute()",2,5,5,"33,33%",2,2,4,13,1,n/a,1,17,0,0,1,13,0,0,"3,29%",6,2
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.findLinks(Vector)",17,1,1,"21,74%",5,1,18,86,1,n/a,6,37,3,3,5,26,1,0,"7,16%",23,6
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.handleError(String)",2,13,13,"33,33%",1,2,2,6,1,n/a,1,13,0,0,1,6,1,0,"2,51%",3,2
"org.apache.tools.ant.taskdefs.optional.unix.Symlink.init()",2,19,19,"0,00%",0,1,2,5,0,n/a,1,9,0,0,0,5,0,0,"1,74%",2,1
