Martin packaging metrics,Seg, 11 dez 2017 18:37:05 BRST
Package,A,Ca,Ce,D,I
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.position","0,00",1,3,"0,25","0,75"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.pt","0,08",11,29,"0,20","0,77"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.query","0,00",1,5,"0,17","1,00"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.reverse","0,00",2,3,"0,40","0,60"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.ro","0,00",2,8,"0,20","0,86"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.ru","0,00",5,22,"0,19","0,82"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.shingle","0,07",17,32,"0,28","0,72"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.sinks","0,00",0,8,"0,00","1,00"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.snowball","0,00",20,11,"0,65","0,34"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.sv","0,00",3,14,"0,18","0,83"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.synonym","0,00",11,20,"0,35","0,63"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.th","0,00",4,10,"0,29","0,73"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.tr","0,00",4,11,"0,27","0,75"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.util","0,33",20,0,"0,67","0,00"
"contrib.analyzers.common.src.java.org.apache.lucene.analysis.wikipedia","0,00",3,4,"0,43","0,57"
"contrib.analyzers.common.src.java.org.tartarus.snowball","0,33",6,1,"0,52","0,14"
"contrib.analyzers.common.src.java.org.tartarus.snowball.ext","0,00",31,23,"0,57","0,43"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ar","0,00",0,11,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.bg","0,00",0,8,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.br","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ca","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.charfilter","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.cjk","0,00",2,17,"0,11","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.cn","0,00",2,8,"0,20","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.compound","0,25",2,13,"0,12","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.cz","0,00",1,8,"0,11","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.da","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.de","0,00",0,19,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.el","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.en","0,00",0,10,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.es","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.eu","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.fa","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.fi","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.fr","0,00",0,18,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ga","0,00",0,5,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.gl","0,00",0,11,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hi","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hu","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hunspell","0,00",0,5,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.hy","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.id","0,00",0,5,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.in","0,00",0,2,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.it","0,00",0,8,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.lv","0,00",0,5,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.miscellaneous","0,00",0,16,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ngram","0,00",0,12,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.nl","0,00",0,4,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.no","0,00",0,11,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.path","0,00",0,6,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.payloads","0,00",2,23,"0,08","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.position","0,00",1,6,"0,14","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.pt","0,00",0,18,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.query","0,00",1,12,"0,08","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.reverse","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ro","0,00",0,3,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.ru","0,00",0,14,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.shingle","0,00",3,35,"0,08","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.sinks","0,00",1,12,"0,08","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.snowball","0,00",1,15,"0,06","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.sv","0,00",0,7,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.synonym","0,00",1,16,"0,06","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.th","0,00",0,5,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.tr","0,00",0,5,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.util","0,00",0,1,"0,00","1,00"
"contrib.analyzers.common.src.test.org.apache.lucene.analysis.wikipedia","0,00",0,5,"0,00","1,00"
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja","0,00",14,36,"0,28","0,81"
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.dict","0,15",24,21,"0,38","0,47"
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.tokenattributes","0,50",3,19,"0,36","0,86"
"contrib.analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.util","0,00",5,0,"1,00","0,00"
"contrib.analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja","0,00",1,31,"0,03","0,97"
"contrib.analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja.dict","0,00",0,6,"0,00","1,00"
"contrib.analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja.util","0,00",0,1,"0,00","1,00"
"contrib.analyzers.kuromoji.src.tools.java.org.apache.lucene.analysis.ja.util","0,10",2,17,"0,01","0,94"
"contrib.analyzers.kuromoji.src.tools.test.org.apache.lucene.analysis.ja.dict","0,00",0,3,"0,00","1,00"
"contrib.analyzers.phonetic.src.java.org.apache.lucene.analysis.phonetic","0,00",1,9,"0,10","0,90"
"contrib.analyzers.phonetic.src.test.org.apache.lucene.analysis.phonetic","0,00",0,9,"0,00","1,00"
"contrib.analyzers.smartcn.src.java.org.apache.lucene.analysis.cn.smart","0,00",11,15,"0,42","0,55"
"contrib.analyzers.smartcn.src.java.org.apache.lucene.analysis.cn.smart.hhmm","0,10",4,6,"0,30","0,60"
"contrib.analyzers.smartcn.src.test.org.apache.lucene.analysis.cn.smart","0,00",0,4,"0,00","1,00"
"contrib.analyzers.stempel.src.java.org.apache.lucene.analysis.pl","0,00",2,11,"0,15","0,86"
"contrib.analyzers.stempel.src.java.org.apache.lucene.analysis.stempel","0,00",4,4,"0,50","0,50"
"contrib.analyzers.stempel.src.java.org.egothor.stemmer","0,00",6,2,"0,75","0,33"
"contrib.analyzers.stempel.src.test.org.apache.lucene.analysis.pl","0,00",0,3,"0,00","1,00"
"contrib.analyzers.stempel.src.test.org.egothor.stemmer","0,00",0,2,"0,00","1,00"
"contrib.benchmark.src.java.org.apache.lucene.benchmark","0,00",0,0,"0,00","1,00"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask","0,00",8,11,"0,42","0,58"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.feeds","0,17",36,72,"0,16","0,77"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.feeds.demohtml","0,08",3,1,"0,67","1,00"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.programmatic","0,00",0,3,"0,00","1,00"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.stats","0,00",5,3,"0,62","0,38"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.tasks","0,06",29,164,"0,09","0,87"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.byTask.utils","0,00",20,3,"0,87","0,14"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.quality","0,33",8,5,"0,28","0,42"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.quality.trec","0,00",3,9,"0,25","0,82"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.quality.utils","0,00",8,15,"0,35","0,68"
"contrib.benchmark.src.java.org.apache.lucene.benchmark.utils","0,00",0,3,"0,00","1,00"
"contrib.benchmark.src.test.conf","0,00",1,0,"1,00","0,00"
"contrib.benchmark.src.test.org.apache.lucene.benchmark","1,00",6,2,"0,25","0,25"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask","0,00",4,28,"0,12","1,00"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.feeds","0,00",2,27,"0,07","1,00"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.feeds.demohtml","0,00",0,1,"0,00","1,00"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.tasks","0,00",11,44,"0,20","0,93"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.tasks.alt","0,00",0,4,"0,00","1,00"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.byTask.utils","0,00",0,4,"0,00","1,00"
"contrib.benchmark.src.test.org.apache.lucene.benchmark.quality","0,00",0,7,"0,00","1,00"
"contrib.clustering.src.java.org.apache.solr.handler.clustering","0,60",2,20,"0,51","0,91"
"contrib.clustering.src.java.org.apache.solr.handler.clustering.carrot2","0,08",12,30,"0,21","0,81"
"contrib.clustering.src.test.org.apache.solr.handler.clustering","0,25",1,14,"0,18","0,93"
"contrib.clustering.src.test.org.apache.solr.handler.clustering.carrot2","0,00",0,14,"0,00","1,00"
"contrib.dataimporthandler-extras.src.java.org.apache.solr.handler.dataimport","0,17",5,5,"0,33","0,67"
"contrib.dataimporthandler-extras.src.test.org.apache.solr.handler.dataimport","0,00",1,2,"0,33","1,00"
"contrib.dataimporthandler.src.java.org.apache.solr.handler.dataimport","0,16",37,83,"0,15","0,80"
"contrib.dataimporthandler.src.test.org.apache.solr.handler.dataimport","0,01",25,48,"0,33","0,92"
"contrib.demo.src.java.org.apache.lucene.demo","0,00",0,14,"0,00","1,00"
"contrib.demo.src.test.org.apache.lucene.demo","0,00",0,1,"0,00","1,00"
"contrib.extraction.src.java.org.apache.solr.handler.extraction","0,33",3,22,"0,21","0,88"
"contrib.extraction.src.test.org.apache.solr.handler.extraction","0,00",0,11,"0,00","1,00"
"contrib.facet.src.examples.org.apache.lucene.facet.example","0,00",11,2,"0,85","0,15"
"contrib.facet.src.examples.org.apache.lucene.facet.example.adaptive","0,00",1,14,"0,07","0,93"
"contrib.facet.src.examples.org.apache.lucene.facet.example.association","0,00",3,24,"0,11","0,89"
"contrib.facet.src.examples.org.apache.lucene.facet.example.merge","0,00",1,6,"0,14","0,86"
"contrib.facet.src.examples.org.apache.lucene.facet.example.multiCL","0,00",3,23,"0,12","0,88"
"contrib.facet.src.examples.org.apache.lucene.facet.example.simple","0,00",6,25,"0,19","0,81"
"contrib.facet.src.java.org.apache.lucene.facet","0,00",5,0,"1,00","0,00"
"contrib.facet.src.java.org.apache.lucene.facet.enhancements","0,25",9,18,"0,08","0,67"
"contrib.facet.src.java.org.apache.lucene.facet.enhancements.association","0,17",14,22,"0,22","0,61"
"contrib.facet.src.java.org.apache.lucene.facet.enhancements.params","0,50",10,6,"0,12","0,38"
"contrib.facet.src.java.org.apache.lucene.facet.index","0,00",24,19,"0,56","0,37"
"contrib.facet.src.java.org.apache.lucene.facet.index.attributes","0,33",28,7,"0,47","0,18"
"contrib.facet.src.java.org.apache.lucene.facet.index.categorypolicy","0,33",20,6,"0,44","0,23"
"contrib.facet.src.java.org.apache.lucene.facet.index.params","0,20",42,10,"0,61","0,19"
"contrib.facet.src.java.org.apache.lucene.facet.index.streaming","0,33",16,27,"0,04","0,63"
"contrib.facet.src.java.org.apache.lucene.facet.search","0,24",77,89,"0,22","0,52"
"contrib.facet.src.java.org.apache.lucene.facet.search.aggregator","0,25",9,0,"0,75","0,00"
"contrib.facet.src.java.org.apache.lucene.facet.search.aggregator.association","0,00",2,8,"0,20","0,80"
"contrib.facet.src.java.org.apache.lucene.facet.search.cache","0,00",8,10,"0,44","0,56"
"contrib.facet.src.java.org.apache.lucene.facet.search.params","0,14",34,17,"0,52","0,39"
"contrib.facet.src.java.org.apache.lucene.facet.search.params.association","0,00",4,12,"0,25","0,75"
"contrib.facet.src.java.org.apache.lucene.facet.search.results","0,50",27,4,"0,37","0,13"
"contrib.facet.src.java.org.apache.lucene.facet.search.sampling","0,15",11,32,"0,10","0,86"
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy","0,60",81,2,"0,38","0,03"
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.directory","0,22",37,24,"0,38","0,38"
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.writercache","1,00",4,1,"0,20","0,20"
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.writercache.cl2o","0,11",8,9,"0,36","0,67"
"contrib.facet.src.java.org.apache.lucene.facet.taxonomy.writercache.lru","0,00",1,5,"0,17","1,00"
"contrib.facet.src.java.org.apache.lucene.facet.util","0,00",17,34,"0,33","0,58"
"contrib.facet.src.java.org.apache.lucene.util","0,00",11,1,"0,92","0,12"
"contrib.facet.src.java.org.apache.lucene.util.collections","0,08",50,31,"0,53","0,23"
"contrib.facet.src.java.org.apache.lucene.util.encoding","0,22",33,0,"0,78","0,00"
"contrib.facet.src.test.org.apache.lucene.facet","0,17",10,38,"0,04","0,91"
"contrib.facet.src.test.org.apache.lucene.facet.enhancements","0,00",2,41,"0,05","0,95"
"contrib.facet.src.test.org.apache.lucene.facet.enhancements.association","0,00",0,19,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.enhancements.params","0,00",0,6,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.example","0,00",1,16,"0,06","0,94"
"contrib.facet.src.test.org.apache.lucene.facet.index","0,20",6,26,"0,01","0,81"
"contrib.facet.src.test.org.apache.lucene.facet.index.attributes","0,00",0,9,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.index.categorypolicy","0,00",0,10,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.index.params","0,00",0,17,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.index.streaming","0,00",1,29,"0,03","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.search","0,06",5,146,"0,03","0,98"
"contrib.facet.src.test.org.apache.lucene.facet.search.association","0,00",0,18,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.search.params","0,00",3,39,"0,07","0,97"
"contrib.facet.src.test.org.apache.lucene.facet.search.sampling","0,50",1,13,"0,43","0,93"
"contrib.facet.src.test.org.apache.lucene.facet.taxonomy","0,00",1,8,"0,11","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.taxonomy.directory","0,00",6,43,"0,12","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.taxonomy.writercache.cl2o","0,00",1,8,"0,11","1,00"
"contrib.facet.src.test.org.apache.lucene.facet.util","0,00",1,12,"0,08","1,00"
"contrib.facet.src.test.org.apache.lucene.util","0,00",5,13,"0,28","0,75"
"contrib.facet.src.test.org.apache.lucene.util.collections","0,00",0,20,"0,00","1,00"
"contrib.facet.src.test.org.apache.lucene.util.encoding","0,00",0,3,"0,00","1,00"
"contrib.grouping.src.java.org.apache.lucene.search.grouping","0,19",45,60,"0,24","0,51"
"contrib.grouping.src.test.org.apache.lucene.search.grouping","0,00",4,30,"0,12","1,00"
"contrib.highlighter.src.java.org.apache.lucene.search.highlight","0,14",30,53,"0,22","0,64"
"contrib.highlighter.src.java.org.apache.lucene.search.vectorhighlight","0,18",17,34,"0,15","0,77"
"contrib.highlighter.src.test.org.apache.lucene.search.highlight","0,10",7,58,"0,01","0,94"
"contrib.highlighter.src.test.org.apache.lucene.search.highlight.custom","0,00",3,16,"0,16","1,00"
"contrib.highlighter.src.test.org.apache.lucene.search.vectorhighlight","0,07",3,37,"0,00","1,00"
"contrib.icu.src.java.org.apache.lucene.analysis.icu","0,00",5,9,"0,36","0,67"
"contrib.icu.src.java.org.apache.lucene.analysis.icu.segmentation","0,20",4,8,"0,13","0,75"
"contrib.icu.src.java.org.apache.lucene.analysis.icu.tokenattributes","0,50",1,2,"0,17","0,67"
"contrib.icu.src.java.org.apache.lucene.collation","0,00",5,6,"0,45","0,56"
"contrib.icu.src.test.org.apache.lucene.analysis.icu","0,00",0,9,"0,00","1,00"
"contrib.icu.src.test.org.apache.lucene.analysis.icu.segmentation","0,00",0,6,"0,00","1,00"
"contrib.icu.src.test.org.apache.lucene.collation","0,00",1,9,"0,10","1,00"
"contrib.icu.src.tools.java.org.apache.lucene.analysis.icu","0,00",0,0,"0,00","1,00"
"contrib.instantiated.src.java.org.apache.lucene.store.instantiated","0,00",3,26,"0,10","1,00"
"contrib.instantiated.src.test.org.apache.lucene.store.instantiated","0,00",1,35,"0,03","1,00"
"contrib.join.src.java.org.apache.lucene.search.join","0,00",14,37,"0,27","0,79"
"contrib.join.src.test.org.apache.lucene.search","0,00",2,22,"0,08","1,00"
"contrib.langid.src.java.org.apache.solr.update.processor","0,29",0,24,"0,29","1,00"
"contrib.langid.src.test.org.apache.solr.update.processor","0,33",0,11,"0,33","1,00"
"contrib.memory.src.java.org.apache.lucene.index.memory","0,00",5,12,"0,29","0,75"
"contrib.memory.src.test.org.apache.lucene.index.memory","0,00",1,14,"0,07","1,00"
"contrib.misc.src.java.org.apache.lucene.index","0,00",18,48,"0,27","0,77"
"contrib.misc.src.java.org.apache.lucene.misc","0,00",3,16,"0,16","0,84"
"contrib.misc.src.java.org.apache.lucene.store","0,00",6,10,"0,38","0,57"
"contrib.misc.src.test.org.apache.lucene.index","0,00",0,40,"0,00","1,00"
"contrib.misc.src.test.org.apache.lucene.misc","0,00",0,16,"0,00","1,00"
"contrib.pruning.src.java.org.apache.lucene.index","0,00",5,10,"0,33","0,57"
"contrib.pruning.src.java.org.apache.lucene.index.pruning","0,08",12,23,"0,26","0,68"
"contrib.pruning.src.test.org.apache.lucene.index","0,00",0,8,"0,00","1,00"
"contrib.queries.src.java.org.apache.lucene.search","0,00",18,28,"0,39","0,61"
"contrib.queries.src.java.org.apache.lucene.search.regex","0,29",4,7,"0,08","0,64"
"contrib.queries.src.java.org.apache.lucene.search.similar","0,00",5,18,"0,22","0,85"
"contrib.queries.src.test.org.apache.lucene.search","0,00",0,46,"0,00","1,00"
"contrib.queries.src.test.org.apache.lucene.search.regex","0,00",0,15,"0,00","1,00"
"contrib.queries.src.test.org.apache.lucene.search.similar","0,00",0,8,"0,00","1,00"
"contrib.queryparser.src.java.org.apache.lucene.messages","0,50",14,0,"0,50","0,00"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.analyzing","0,00",0,5,"0,00","1,00"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.complexPhrase","0,00",1,10,"0,09","1,00"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core","0,00",20,10,"0,67","0,33"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.builders","0,50",4,8,"0,17","0,67"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.config","0,67",16,3,"0,18","0,16"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.messages","0,00",9,1,"0,90","0,10"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.nodes","0,24",96,49,"0,43","0,37"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.parser","0,67",13,3,"0,15","0,27"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.processors","0,33",14,15,"0,15","0,52"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.core.util","0,00",10,3,"0,77","0,25"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.ext","0,20",1,10,"0,11","1,00"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.precedence","0,00",0,4,"0,00","1,00"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.precedence.processors","0,00",1,7,"0,12","0,88"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard","0,00",5,28,"0,15","0,90"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.builders","0,05",3,111,"0,02","0,97"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.config","0,38",56,85,"0,02","0,66"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.nodes","0,10",18,19,"0,39","0,51"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.parser","0,10",9,11,"0,35","0,61"
"contrib.queryparser.src.java.org.apache.lucene.queryParser.standard.processors","0,00",7,102,"0,06","0,94"
