Complexity metrics,Qua, 13 dez 2017 16:37:32 BRST
Method,ev(G),iv(G),v(G)
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.PropertyChangeHandler.propertyChange(PropertyChangeEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.actionPerformed(ActionEvent)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.addRow()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.addRow(EntryQueryRow)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.clear()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.getObjectQuery()",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.loadFilters()",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.removeRow()",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.saveFilters()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.setObjectQuery(ObjectQuery)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.EntryQueryRow(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.actionPerformed(ActionEvent)",1,5,6
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.addComponentReplacementListener(ComponentReplacementListener)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.getNameBox()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.getQueryItem()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.getTypeBox()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.getValueField()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.reset()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.setAttribute(Attribute)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.setQueryItem(ObjectQueryItem)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.setType(Attribute,int)",1,21,24
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryRow.updateAttributeBox()",5,7,9
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.EntrySelectionDialogData(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.PropertyChangeHandler.propertyChange(PropertyChangeEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.State()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.State(int)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getAllowedCategories()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getAllowedLessons()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getDisallowedCategories()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getDisallowedLessons()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getLanguage()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getMultiQuery()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getQuery()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.getType()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setAllowedCategories(String[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setAllowedLessons(String[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setDisallowedCategories(String[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setDisallowedLessons(String[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setLanguage(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setMultiQuery(ObjectQuery[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setQuery(ObjectQuery)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.State.setType(int)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.actionPerformed(ActionEvent)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.dialogStateChanged(DialogEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.getObjectQueries()",5,12,13
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.getState()",1,3,4
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.initFromState(State)",2,5,6
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.setFilters(ObjectQuery[])",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.updateComponents()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntrySelectionDialogData.updateData()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.ExampleDialogData(Example,Dict)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.actionPerformed(ActionEvent)",1,10,10
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.caretUpdate(CaretEvent)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.init()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.loadState(UIConfig)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.prepareToShow()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.saveState(UIConfig)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.updateActions()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.updateAddSensesPanel()",1,2,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.updateData()",3,5,5
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.updatePreviewPane()",1,9,10
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.updateSelectedSensesTree()",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.updateStatusLabels()",1,8,11
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExampleDialogData.valueChanged(TreeSelectionEvent)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleDocument.ExampleDocument()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleDocument.insertString(int,String,AttributeSet)",12,14,16
"net.sourceforge.jvlt.ui.vocabulary.ExampleDocument.remove(int,int)",5,7,18
"net.sourceforge.jvlt.ui.vocabulary.ExampleDocument.setExample(Example)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleFilter.ExampleFilter()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleFilter.ExampleFilter(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleFilter.getMatchingExamples(Collection<Example>)",2,3,4
"net.sourceforge.jvlt.ui.vocabulary.ExampleFilter.isExampleMatching(Example)",3,3,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleFilter.setMatchCase(boolean)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleInfoPanel.ExampleInfoPanel(JVLTModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleInfoPanel.dictUpdated(DictUpdateEvent)",1,9,9
"net.sourceforge.jvlt.ui.vocabulary.ExampleInfoPanel.hyperlinkUpdate(HyperlinkEvent)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleInfoPanel.setExample(Example)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleInfoPanel.updateView()",2,3,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleList.ExampleList()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleList.getExamples()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleList.setExamples(Collection<Example>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.ExamplePanel(JVLTModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.actionPerformed(ActionEvent)",1,11,11
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.addFilterListener(FilterListener<Example>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.applyFilter()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.dictUpdated(DictUpdateEvent)",5,13,14
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.editExample(Example)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.fireFilterEvent(FilterEvent<Example>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.init()",3,1,3
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.loadState(UIConfig)",2,4,5
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.objectSelected(SelectionEvent)",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.removeFilterListener(FilterListener<Example>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.saveState(UIConfig)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.setCurrentExamples(List<Example>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.updateActions()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExamplePanel.valueChanged(ListSelectionEvent)",3,2,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.ExampleSenseTable(Example)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.OriginalAttribute.OriginalAttribute()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.OriginalAttribute.getValue(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.PronunciationAttribute.PronunciationAttribute()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.PronunciationAttribute.getValue(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.SenseAttribute.SenseAttribute()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.SenseAttribute.getValue(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.TextFragmentMetaData()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.TextFragmentMetaData.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.getSelectedTextFragment()",2,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExampleSenseTable.update()",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.ExampleTextField.ExampleTextField()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.ExampleTextField.createDefaultModel()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleTextField.getExample()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ExampleTextField.setExample(Example)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.Filter.Filter()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.Filter.Filter(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.Filter.getFilterString()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.Filter.setFilterString(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel.InfoPanel(JVLTModel,SelectionNotifier)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel.createTransformer(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel.dictUpdated(DictUpdateEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel.hyperlinkUpdate(HyperlinkEvent)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.InfoPanel.setText(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.NumberInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.NumberInputComponent.getInput()",2,3,3
"net.sourceforge.jvlt.ui.vocabulary.NumberInputComponent.reset()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.NumberInputComponent.setInput(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.SimpleEntryQueryDialog.SimpleEntryQueryDialog(Frame,String,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.StringListInput.StringListDialog.StringListDialog(Frame,String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.StringListInput.StringListInput()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.StringListInput.getStrings()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.StringListInput.setAvailableStrings(String[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.StringListInput.setStrings(String[])",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.UserFlagsInputComponent.UserFlagsInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.UserFlagsInputComponent.getInput()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.UserFlagsInputComponent.setInput(Object)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.AbstractEntryDialog(Frame,String,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.buildMeaningsArea()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.getGuiComponent()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.getMeaningActions()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.hasMeanings()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.moveSelectedElement(int)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.setCurrentEntries(List<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.updateActions(List<Entry>)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.MeaningsArea.updateComponents(List<Entry>)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.TextFieldArea(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.buildTextFieldArea()",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.getGuiComponent()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.getSelectedLesson()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.getSelectedOrthography()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.getSelectedPronunciations()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.setCurrentEntries(List<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.setDefaultFocus()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.setSelectedLesson(String,boolean)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.TextFieldArea.updateComponents(List<Entry>)",5,5,6
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.buildAdvancedButtonArea()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.buildUi()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.getAdvancedDialogData()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.getCurrentEntries()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.getCurrentEntry()",2,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.getMeaningActions()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.loadState(UIConfig)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.saveState(UIConfig)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.setCurrentEntry(Entry...)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.setCurrentEntry(List<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AbstractEntryDialog.updateEntries()",5,7,7
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.AddEntryDialog(Frame,String,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.DialogHandler.dialogStateChanged(DialogEvent)",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.apply()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.getFieldNameForCustomValue(int)",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.getValueForCustomFieldName(String)",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddEntryDialog.init(Entry)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddSenseDialogData.AddSenseDialogData(JVLTModel,Collection<Sense>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AddSenseDialogData.check(Sense)",2,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AdvancedEntryDialogData.AdvancedEntryDialogData(List<Entry>,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AdvancedEntryDialogData.init()",1,11,16
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AdvancedEntryDialogData.loadState(UIConfig)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AdvancedEntryDialogData.saveState(UIConfig)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.AdvancedEntryDialogData.updateData()",1,17,17
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ArrayAttributeInput.ArrayAttributeInput(ArraySchemaAttribute)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ArrayAttributeInput.getValue()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ArrayAttributeInput.initUI()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ArrayAttributeInput.setValue(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ChoiceAttributeInput.ChoiceAttributeInput(ChoiceSchemaAttribute)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ChoiceAttributeInput.getValue()",1,2,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ChoiceAttributeInput.initUI()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.ChoiceAttributeInput.setValue(Object)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldCellEditor.CustomFieldCellEditor(JComboBox)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldCellEditor.CustomFieldCellEditor(JTextField)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldCellEditor.isCellEditable(EventObject)",2,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldCellRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldPanel()",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.getColumnClass(int)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.getColumnCount()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.getColumnName(int)",2,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.getRowCount()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.getValueAt(int,int)",4,4,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.insertRow(int,String,String)",2,2,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.isCellEditable(int,int)",1,1,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.removeRow(int)",2,2,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.CustomFieldTableModel.setValueAt(Object,int,int)",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.getKeyValuePairs()",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.maybeShowPopup(MouseEvent)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.moveElement(int,boolean)",1,1,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.removeRow(int)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.setChoices(Object[])",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.setKeyValuePairs(StringPair[])",2,2,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.updateActions()",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.CustomFieldPanel.updateData()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditEntryDialog.DialogHandler.dialogStateChanged(DialogEvent)",1,6,6
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditEntryDialog.EditEntryDialog(Frame,String,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditEntryDialog.init(List<Entry>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditSenseDialogData.EditSenseDialogData(JVLTModel,Collection<Sense>,Sense)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EditSenseDialogData.check(Sense)",3,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryAttributeSchemaPanel.EntryAttributeSchemaPanel(EntryAttributeSchema)",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryAttributeSchemaPanel.getValue()",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryAttributeSchemaPanel.insertEntryClass(EntryClass,int)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryAttributeSchemaPanel.setValue(EntryClass)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryAttributeSchemaPanel.update()",1,5,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.EntryClassPanel(EntryClass)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.createPanel(SchemaAttribute)",3,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.createPanel(String)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.getAttributeValue(SchemaAttribute)",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.getValue()",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.setValue(EntryClass)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.EntryClassPanel.updateInputPanel(SchemaAttribute)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.ActionHandler.actionPerformed(ActionEvent)",6,16,19
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.ChangeHandler.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.FileSelectionPanel()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.ListSelectionHandler.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.addFileFilter(SimpleFileFilter)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.getCurrentPath()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.getFiles()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.getPath()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.setFiles(String[])",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.setPath(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.setUseRelativePath(boolean)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FileSelectionPanel.update()",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FlagSelectionPanel.FlagSelectionPanel(List<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FlagSelectionPanel.apply()",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.FlagSelectionPanel.init()",3,4,5
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SchemaAttributeInput.SchemaAttributeInput(SchemaAttribute)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SenseDialogData.SenseDialogData(JVLTModel,Collection<Sense>,Sense)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SenseDialogData.getSense()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SenseDialogData.init()",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SenseDialogData.updateData()",2,3,3
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SimpleAttributeInput.SimpleAttributeInput(SchemaAttribute)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.entrydialog.SimpleAttributeInput.getValue()",2,2,3
