Complexity metrics,Qua, 13 dez 2017 16:37:32 BRST
Method,ev(G),iv(G),v(G)
"net.sourceforge.jvlt.quiz.QuizInfo.setQuizzedAttributes(String[])",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.setShownAttributes(String[])",1,1,1
"net.sourceforge.jvlt.tools.CSVImportTool.CSVImportTool(Properties)",1,3,3
"net.sourceforge.jvlt.tools.CSVImportTool.main(String[])",2,3,4
"net.sourceforge.jvlt.tools.CSVImportTool.readDict(String)",1,1,1
"net.sourceforge.jvlt.tools.CSVImportTool.writeDict(Dict,String)",1,1,1
"net.sourceforge.jvlt.tools.JVLTUtils.JVLTUtils()",1,1,1
"net.sourceforge.jvlt.tools.JVLTUtils.exampleLinkCount(String)",1,6,6
"net.sourceforge.jvlt.tools.JVLTUtils.findDuplicates(String)",1,4,4
"net.sourceforge.jvlt.tools.JVLTUtils.importStats(String,String)",1,5,5
"net.sourceforge.jvlt.tools.JVLTUtils.main(String[])",8,10,11
"net.sourceforge.jvlt.tools.JVLTUtils.open(String)",2,1,2
"net.sourceforge.jvlt.tools.JVLTUtils.open(String,JVLTModel)",1,1,1
"net.sourceforge.jvlt.tools.JVLTUtils.print(String,String)",1,9,10
"net.sourceforge.jvlt.tools.JVLTUtils.printHelp()",1,1,1
"net.sourceforge.jvlt.tools.Line.Line(int,String)",1,1,1
"net.sourceforge.jvlt.tools.Line.compareTo(Line)",2,1,2
"net.sourceforge.jvlt.tools.PropertiesFile.PropertiesFile()",1,1,1
"net.sourceforge.jvlt.tools.PropertiesFile.addLine(Line,String)",1,3,3
"net.sourceforge.jvlt.tools.PropertiesFile.containsKey(String)",1,1,1
"net.sourceforge.jvlt.tools.PropertiesFile.getKey(Line)",1,1,1
"net.sourceforge.jvlt.tools.PropertiesFile.getLines()",1,1,1
"net.sourceforge.jvlt.tools.PropertiesFile.getLines(String)",1,1,1
"net.sourceforge.jvlt.tools.ResourceBundleUtils.ResourceBundleUtils(String[],String[])",1,1,1
"net.sourceforge.jvlt.tools.ResourceBundleUtils.main(String[])",1,2,2
"net.sourceforge.jvlt.tools.ResourceBundleUtils.readFile(String)",6,7,9
"net.sourceforge.jvlt.tools.ResourceBundleUtils.sync()",1,9,9
"net.sourceforge.jvlt.ui.AboutDialog.AboutDialog(Frame)",1,1,1
"net.sourceforge.jvlt.ui.AboutDialog.ActionEventHandler.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.AboutDialog.init()",1,2,2
"net.sourceforge.jvlt.ui.DictUpdater.DictUpdater(String)",1,1,1
"net.sourceforge.jvlt.ui.DictUpdater.updateDict(Dict)",1,3,3
"net.sourceforge.jvlt.ui.JVLTUI.AppendingErrorStream.AppendingErrorStream()",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.AppendingErrorStream.print(String)",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.ChangeHandler.stateChanged(ChangeEvent)",1,2,2
"net.sourceforge.jvlt.ui.JVLTUI.EntryFilterListener.filterApplied(FilterEvent<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.ExampleFilterListener.filterApplied(FilterEvent<Example>)",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.JVLTUI(boolean)",1,3,3
"net.sourceforge.jvlt.ui.JVLTUI.actionPerformed(ActionEvent)",22,30,34
"net.sourceforge.jvlt.ui.JVLTUI.actionPerformed(UndoableActionEvent)",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.dictUpdated(DictUpdateEvent)",1,2,2
"net.sourceforge.jvlt.ui.JVLTUI.exit()",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.finishQuiz()",2,3,4
"net.sourceforge.jvlt.ui.JVLTUI.getModel()",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.getTablePrinter()",1,2,3
"net.sourceforge.jvlt.ui.JVLTUI.handleLoadException(Exception,String)",1,6,6
"net.sourceforge.jvlt.ui.JVLTUI.handleNewDataVersion(String,String)",2,4,5
"net.sourceforge.jvlt.ui.JVLTUI.initStatic()",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.initUI()",1,5,5
"net.sourceforge.jvlt.ui.JVLTUI.load(String)",1,6,7
"net.sourceforge.jvlt.ui.JVLTUI.loadRuntimeProperties()",5,6,8
"net.sourceforge.jvlt.ui.JVLTUI.loadVersion(String,String)",1,2,2
"net.sourceforge.jvlt.ui.JVLTUI.main(String[])",1,8,8
"net.sourceforge.jvlt.ui.JVLTUI.modelResetted(ModelResetEvent)",1,2,2
"net.sourceforge.jvlt.ui.JVLTUI.objectSelected(SelectionEvent)",1,9,10
"net.sourceforge.jvlt.ui.JVLTUI.prepareForQuit()",1,5,5
"net.sourceforge.jvlt.ui.JVLTUI.print(TablePrinter)",2,2,3
"net.sourceforge.jvlt.ui.JVLTUI.requestQuit()",6,2,6
"net.sourceforge.jvlt.ui.JVLTUI.resetStats()",3,4,5
"net.sourceforge.jvlt.ui.JVLTUI.run()",1,5,5
"net.sourceforge.jvlt.ui.JVLTUI.save()",2,3,3
"net.sourceforge.jvlt.ui.JVLTUI.saveAs()",3,4,6
"net.sourceforge.jvlt.ui.JVLTUI.saveRuntimeProperties()",1,4,5
"net.sourceforge.jvlt.ui.JVLTUI.setMostRecentFile(String)",1,2,2
"net.sourceforge.jvlt.ui.JVLTUI.showAbout()",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.showError(String,String)",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.showSettings()",1,1,1
"net.sourceforge.jvlt.ui.JVLTUI.tryToQuit()",1,2,2
"net.sourceforge.jvlt.ui.JVLTUI.updateMenu()",1,3,3
"net.sourceforge.jvlt.ui.JVLTUI.updateRecentFilesMenu()",1,3,3
"net.sourceforge.jvlt.ui.JVLTUI.updateStatusBar()",1,3,3
"net.sourceforge.jvlt.ui.JVLTUI.updateTitle()",1,5,5
"net.sourceforge.jvlt.ui.OpenErrorDialog.OpenErrorDialog(Frame,String,String)",1,1,1
"net.sourceforge.jvlt.ui.OpenErrorDialog.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.OpenErrorDialog.initUI()",1,1,1
"net.sourceforge.jvlt.ui.OpenErrorDialog.showDialog(Frame,String,String)",1,1,1
"net.sourceforge.jvlt.ui.OpenErrorDialog.updateButtonRow()",1,1,1
"net.sourceforge.jvlt.ui.components.AttributeChoiceInputComponent.AttributeChoiceInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.AttributeChoiceInputComponent.insertChoice(AttributeChoice,int)",1,2,2
"net.sourceforge.jvlt.ui.components.AttributeChoiceInputComponent.updateInputComponent()",1,6,6
"net.sourceforge.jvlt.ui.components.AttributeChoiceListPanel.AttributeChoiceListPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.AttributeChoiceListPanel.getSelectedAttributeChoices()",1,1,2
"net.sourceforge.jvlt.ui.components.AttributeSelectionPanel.AttributeSelectionPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.ButtonPanel.ButtonPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.ButtonPanel.ButtonPanel(int,int)",1,1,1
"net.sourceforge.jvlt.ui.components.ButtonPanel.addButton(JButton)",1,1,1
"net.sourceforge.jvlt.ui.components.ButtonPanel.addButtons(JButton[])",1,1,1
"net.sourceforge.jvlt.ui.components.ButtonPanel.resetLayout()",1,8,10
"net.sourceforge.jvlt.ui.components.ButtonPanel.setButtons(JButton[])",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.ChoiceInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.ChoiceInputComponent(LabeledComboBox)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.getInput()",3,4,4
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.getTranslateItems()",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.reset()",1,2,2
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.setAllowCustomChoices(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.setChoices(Object[])",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.setInput(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.setTranslateItems(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceInputComponent.updateInputComponent()",1,2,2
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.ChoiceListPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.ChoiceListPanel(ListeningInputComponent)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.getSelectedObjects()",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.setAllowCustomChoices(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.setAvailableObjects(Object[])",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.setTranslateItems(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ChoiceListPanel.toString(Object)",1,2,2
"net.sourceforge.jvlt.ui.components.CustomTabbedPane.addTab(String,Component)",1,2,2
"net.sourceforge.jvlt.ui.components.CustomTextField.CustomTextField()",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.CustomTextField(int)",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.DocumentEventHandler.changedUpdate(DocumentEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.DocumentEventHandler.insertUpdate(DocumentEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.DocumentEventHandler.removeUpdate(DocumentEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.addChangeListener(ChangeListener)",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.fireChangeEvent()",1,2,2
"net.sourceforge.jvlt.ui.components.CustomTextField.getLabel()",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.removeChangeListener(ChangeListener)",1,1,1
"net.sourceforge.jvlt.ui.components.CustomTextField.setActionCommand(String)",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooser.DateChooser()",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooser.actionPerformed(ActionEvent)",2,1,4
"net.sourceforge.jvlt.ui.components.DateChooser.getDate()",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooser.init()",1,3,3
"net.sourceforge.jvlt.ui.components.DateChooser.setDate(Calendar)",1,2,2
"net.sourceforge.jvlt.ui.components.DateChooser.updateData()",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooserButton.DateChooserButton()",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooserButton.DateChooserButton(Calendar)",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooserButton.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.components.DateChooserButton.getDate()",1,1,1
"net.sourceforge.jvlt.ui.components.DateChooserButton.setDate(Calendar)",1,1,1
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.ActionHandler.actionPerformed(ActionEvent)",1,4,4
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.FontChooserComboBox()",1,1,1
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.Model.getElementAt(int)",5,4,7
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.Model.getSize()",1,1,2
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.Model.update()",1,2,2
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.getFontInfo()",1,1,1
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.getJLabel()",1,1,1
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.setActionCommand(String)",1,1,1
"net.sourceforge.jvlt.ui.components.FontChooserComboBox.setFontInfo(FontInfo)",1,2,2
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBox()",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.IndentedComboBoxModel()",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.addElement(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.addElement(Object,int)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.getElementAt(int)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.getIndentationLevel(Object)",1,3,3
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.getIndexOf(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.getSelectedItem()",1,2,2
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.getTranslation(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.insertElementAt(Object,int)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.insertElementAt(Object,int,int)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.removeElement(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.setSelectedItem(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxModel.setTranslateItems(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.IndentedComboBoxRenderer.getListCellRendererComponent(JList,Object,int,boolean,boolean)",1,2,2
"net.sourceforge.jvlt.ui.components.IndentedComboBox.addItem(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.addItem(Object,int)",1,1,1
"net.sourceforge.jvlt.ui.components.IndentedComboBox.setTranslateItems(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.DocumentEventHandler.changedUpdate(DocumentEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.DocumentEventHandler.insertUpdate(DocumentEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.DocumentEventHandler.removeUpdate(DocumentEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.LabeledComboBox()",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.LabeledComboBox(ComboBoxModel)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.LabeledComboBox(Object[])",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.addChangeListener(ChangeListener)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.fireChangeEvent()",1,2,2
"net.sourceforge.jvlt.ui.components.LabeledComboBox.getLabel()",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.init()",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.removeChangeListener(ChangeListener)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledComboBox.setEnabled(boolean)",1,2,2
"net.sourceforge.jvlt.ui.components.LabeledComboBox.setLabel(String)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledSpinner.LabeledSpinner(SpinnerModel)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledSpinner.getLabel()",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledSpinner.setEnabled(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.LabeledSpinner.setLabel(String)",1,1,1
"net.sourceforge.jvlt.ui.components.LanguageComboBox.LanguageComboBox()",1,3,3
"net.sourceforge.jvlt.ui.components.LanguageComboBox.getSelectedLanguage()",1,2,2
"net.sourceforge.jvlt.ui.components.LanguageComboBox.setSelectedLanguage(String)",1,3,3
"net.sourceforge.jvlt.ui.components.ListeningInputComponent.ListeningInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.ListeningInputComponent.addChangeListener(ChangeListener)",1,1,1
"net.sourceforge.jvlt.ui.components.ListeningInputComponent.fireChangeEvent()",1,1,1
"net.sourceforge.jvlt.ui.components.ListeningInputComponent.fireChangeEvent(ChangeEvent)",1,2,2
"net.sourceforge.jvlt.ui.components.ListeningInputComponent.removeChangeListener(ChangeListener)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListEditor.ActionHandler.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectListEditor.ObjectListEditor(String)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListEditor.addComponentReplacementListener(ComponentReplacementListener)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListEditor.getInputComponent()",1,1,2
"net.sourceforge.jvlt.ui.components.ObjectListEditor.getSelectedItems()",3,2,3
"net.sourceforge.jvlt.ui.components.ObjectListEditor.removeComponentReplacementListener(ComponentReplacementListener)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListEditor.replaceComponents(InputComponent,InputComponent)",1,2,4
"net.sourceforge.jvlt.ui.components.ObjectListEditor.setEnabled(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListEditor.setFont(Font)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListEditor.setLabel(String)",1,3,3
"net.sourceforge.jvlt.ui.components.ObjectListEditor.setSelectedItems(Object[])",1,3,6
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ActionHandler.actionPerformed(ActionEvent)",1,10,10
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ChangeHandler.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ListSelectionHandler.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ObjectListPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListPanel.ObjectListPanel(ListeningInputComponent)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListPanel.getSelectedObjects()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectListPanel.setEnabled(boolean)",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectListPanel.setFont(Font)",1,3,3
"net.sourceforge.jvlt.ui.components.ObjectListPanel.setSelectedObjects(Object[])",1,3,4
"net.sourceforge.jvlt.ui.components.ObjectListPanel.toString(Object)",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectListPanel.update()",1,3,3
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.ActionHandler.actionPerformed(ActionEvent)",1,6,6
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.ChangeHandler.stateChanged(ChangeEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.ObjectMapEditorPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.createOrUpdateItem()",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.getItems()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.getSelectedItem()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.removeSelectedItem()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.setItems(Map<Object, T>)",1,5,5
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.setSelectedItem(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectMapEditorPanel.update()",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.ActionHandler.actionPerformed(ActionEvent)",1,11,11
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.ListSelectionHandler.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.ObjectSelectionPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.addAvailableObjects(Object[])",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.getSelectedObjects()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.setAllowReordering(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.setAvailableObjects(Object[])",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.setComparator(Comparator<Object>)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.setSelectedObjects(Object[])",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.setTranslateItems(boolean)",1,1,1
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.update()",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.updateButtonPanel()",1,2,2
"net.sourceforge.jvlt.ui.components.ObjectSelectionPanel.updateLists()",1,6,7
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.addElement(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.addListDataListener(ListDataListener)",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.getElementAt(int)",3,2,3
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.getSelectedItem()",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.getSize()",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.insertElementAt(Object,int)",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.removeElement(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.removeElementAt(int)",3,3,3
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.removeListDataListener(ListDataListener)",1,1,1
"net.sourceforge.jvlt.ui.components.SortedComboBoxModel.setSelectedItem(Object)",1,2,2
"net.sourceforge.jvlt.ui.components.StringChooserModel.getColumnClass(int)",3,1,3
"net.sourceforge.jvlt.ui.components.StringChooserModel.getColumnCount()",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserModel.getRowCount()",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserModel.getSelectedStrings()",1,3,3
"net.sourceforge.jvlt.ui.components.StringChooserModel.getStrings()",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserModel.getValueAt(int,int)",3,3,3
"net.sourceforge.jvlt.ui.components.StringChooserModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserModel.isStringSelected(String)",3,3,4
"net.sourceforge.jvlt.ui.components.StringChooserModel.setSelectedStrings(String[])",1,3,3
"net.sourceforge.jvlt.ui.components.StringChooserModel.setStrings(String[])",1,3,3
"net.sourceforge.jvlt.ui.components.StringChooserModel.setValueAt(Object,int,int)",2,4,5
"net.sourceforge.jvlt.ui.components.StringChooserPanel.ActionHandler.actionPerformed(ActionEvent)",1,3,3
"net.sourceforge.jvlt.ui.components.StringChooserPanel.ListSelectionHandler.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.components.StringChooserPanel.StringChooserPanel()",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.TableModelHandler.tableChanged(TableModelEvent)",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.getSelectedStrings()",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.isStringSelected(String)",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.setEnabled(boolean)",1,2,2
"net.sourceforge.jvlt.ui.components.StringChooserPanel.setSelectedStrings(String[])",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.setStrings(String[])",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.swap(int,int)",1,1,1
"net.sourceforge.jvlt.ui.components.StringChooserPanel.update()",1,2,3
"net.sourceforge.jvlt.ui.components.StringInputComponent.StringInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.StringInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.StringInputComponent.getInput()",1,2,3
"net.sourceforge.jvlt.ui.components.StringInputComponent.reset()",1,1,1
"net.sourceforge.jvlt.ui.components.StringInputComponent.setInput(Object)",1,2,2
"net.sourceforge.jvlt.ui.components.StringListEditor.StringListEditor(String)",1,1,1
"net.sourceforge.jvlt.ui.components.StringListEditor.createMultiInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.StringListEditor.createSingleInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.StringListInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.components.StringListInputComponent.getInput()",1,1,1
"net.sourceforge.jvlt.ui.components.StringListInputComponent.reset()",1,1,1
"net.sourceforge.jvlt.ui.components.StringListInputComponent.setInput(Object)",1,1,1
"net.sourceforge.jvlt.ui.components.TablePrinterPanel.TablePrinterPanel(TablePrinter)",1,1,1
"net.sourceforge.jvlt.ui.components.TablePrinterPanel.paint(Graphics)",1,2,2
"net.sourceforge.jvlt.ui.components.TablePrinterPanel.setCurrentPage(int)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.AbstractDialog(Frame,String,boolean)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.actionPerformed(ActionEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.addDialogListener(DialogListener)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.fireDialogEvent(DialogEvent)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.getComponent(String)",4,3,4
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.getFieldNameForCustomValue(int)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.getFieldNameForValue(int)",5,6,6
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.getValueForCustomFieldName(String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.getValueForFieldName(String)",3,4,4
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.init()",1,3,3
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.setButtons(int[])",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.setContent(Container)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.AbstractDialog.setDefaultButton(int)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.Browser.ActionEventHandler.actionPerformed(ActionEvent)",1,3,3
"net.sourceforge.jvlt.ui.dialogs.Browser.Browser()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.Browser.LinkFollower.hyperlinkUpdate(HyperlinkEvent)",1,2,2
"net.sourceforge.jvlt.ui.dialogs.Browser.init()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.Browser.setPage(URL)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.Browser.update()",1,2,2
"net.sourceforge.jvlt.ui.dialogs.BrowserDialog.BrowserDialog(Frame,URL)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.ComponentReplacementHandler.componentReplaced(ComponentReplacementEvent)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.CustomDialog(CustomDialogData,Frame,String)",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.dialogStateChanged(DialogEvent)",1,5,5
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.getStatus()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.setVisible(boolean)",1,2,3
"net.sourceforge.jvlt.ui.dialogs.CustomDialog.showDialog(CustomDialogData,Component,String)",2,1,2
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.CustomDialogData()",1,1,1
"net.sourceforge.jvlt.ui.dialogs.CustomDialogData.addComponentReplacementListener(ComponentReplacementListener)",1,1,1
