Complexity metrics,Ter, 10 out 2017 11:43:01 BRT
Class,OCavg,WMC
"org.apache.tools.ant.types.resolver.ApacheCatalogResolver","1,25",5
"org.apache.tools.ant.types.resources.ArchiveResource","2,05",39
"org.apache.tools.ant.types.resources.BCFileSet","1,50",6
"org.apache.tools.ant.types.resources.BZip2Resource","1,60",8
"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer","2,62",34
"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper","2,64",29
"org.apache.tools.ant.types.resources.CompressedResource","1,43",30
"org.apache.tools.ant.types.resources.Difference","3,50",7
"org.apache.tools.ant.types.resources.FailFast","2,25",18
"org.apache.tools.ant.types.resources.FileResource","2,26",52
"org.apache.tools.ant.types.resources.FileResourceIterator","1,38",11
"org.apache.tools.ant.types.resources.Files","2,06",68
"org.apache.tools.ant.types.resources.First","1,67",5
"org.apache.tools.ant.types.resources.GZipResource","1,00",5
"org.apache.tools.ant.types.resources.ImmutableResourceException","1,00",2
"org.apache.tools.ant.types.resources.Intersect","3,00",6
"org.apache.tools.ant.types.resources.JavaResource","2,82",31
"org.apache.tools.ant.types.resources.PropertyResource","1,89",17
"org.apache.tools.ant.types.resources.Resources","2,14",30
"org.apache.tools.ant.types.resources.Resources.MyCollection","1,33",4
"org.apache.tools.ant.types.resources.Resources.MyCollection.MyIterator","1,67",5
"org.apache.tools.ant.types.resources.Restrict","2,00",18
"org.apache.tools.ant.types.resources.Sort","3,67",11
"org.apache.tools.ant.types.resources.Sort.MultiComparator","3,00",6
"org.apache.tools.ant.types.resources.Sort.SortedBag","1,50",6
"org.apache.tools.ant.types.resources.Sort.SortedBag.MutableInt",n/a,0
"org.apache.tools.ant.types.resources.Sort.SortedBag.MyIterator","1,67",5
"org.apache.tools.ant.types.resources.StringResource","1,73",26
"org.apache.tools.ant.types.resources.TarResource","2,09",23
"org.apache.tools.ant.types.resources.URLResource","2,00",42
"org.apache.tools.ant.types.resources.Union","2,00",16
"org.apache.tools.ant.types.resources.ZipResource","1,57",22
"org.apache.tools.ant.types.resources.comparators.Content","1,00",3
"org.apache.tools.ant.types.resources.comparators.Date","1,00",1
"org.apache.tools.ant.types.resources.comparators.Exists","3,00",3
"org.apache.tools.ant.types.resources.comparators.FileSystem","3,00",3
"org.apache.tools.ant.types.resources.comparators.Name","1,00",1
"org.apache.tools.ant.types.resources.comparators.ResourceComparator","1,50",3
"org.apache.tools.ant.types.resources.comparators.Reverse","1,50",6
"org.apache.tools.ant.types.resources.comparators.Size","1,00",1
"org.apache.tools.ant.types.resources.comparators.Type","3,00",3
"org.apache.tools.ant.types.resources.selectors.And","1,67",5
"org.apache.tools.ant.types.resources.selectors.Date","1,55",17
"org.apache.tools.ant.types.resources.selectors.Exists","1,00",1
"org.apache.tools.ant.types.resources.selectors.InstanceOf","1,62",13
"org.apache.tools.ant.types.resources.selectors.Majority","2,00",8
"org.apache.tools.ant.types.resources.selectors.Name","1,40",7
"org.apache.tools.ant.types.resources.selectors.None","1,33",4
"org.apache.tools.ant.types.resources.selectors.Not","1,25",5
"org.apache.tools.ant.types.resources.selectors.Or","1,67",5
"org.apache.tools.ant.types.resources.selectors.ResourceSelectorContainer","2,43",17
"org.apache.tools.ant.types.resources.selectors.Size","1,20",6
"org.apache.tools.ant.types.resources.selectors.Type","1,50",6
"org.apache.tools.ant.types.resources.selectors.Type.FileDir","1,00",3
"org.apache.tools.ant.types.selectors.AbstractSelectorContainer","1,19",31
"org.apache.tools.ant.types.selectors.AndSelector","2,00",6
"org.apache.tools.ant.types.selectors.BaseExtendSelector","1,00",3
"org.apache.tools.ant.types.selectors.BaseSelector","1,60",8
"org.apache.tools.ant.types.selectors.BaseSelectorContainer","1,22",33
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector","2,50",15
"org.apache.tools.ant.types.selectors.ContainsSelector","3,00",24
"org.apache.tools.ant.types.selectors.DateSelector","2,15",28
"org.apache.tools.ant.types.selectors.DateSelector.TimeComparisons",n/a,0
"org.apache.tools.ant.types.selectors.DependSelector","2,00",6
"org.apache.tools.ant.types.selectors.DepthSelector","2,71",19
"org.apache.tools.ant.types.selectors.DifferentSelector","2,67",8
"org.apache.tools.ant.types.selectors.ExtendSelector","2,30",23
"org.apache.tools.ant.types.selectors.FilenameSelector","2,12",17
"org.apache.tools.ant.types.selectors.MajoritySelector","2,25",9
"org.apache.tools.ant.types.selectors.MappingSelector","2,00",12
"org.apache.tools.ant.types.selectors.NoneSelector","2,00",6
"org.apache.tools.ant.types.selectors.NotSelector","1,50",6
"org.apache.tools.ant.types.selectors.OrSelector","2,00",6
"org.apache.tools.ant.types.selectors.PresentSelector","2,57",18
"org.apache.tools.ant.types.selectors.PresentSelector.FilePresence","1,00",1
"org.apache.tools.ant.types.selectors.SelectSelector","2,00",26
"org.apache.tools.ant.types.selectors.SelectorUtils","6,18",105
"org.apache.tools.ant.types.selectors.SignedSelector","1,50",3
"org.apache.tools.ant.types.selectors.SizeSelector","3,88",31
"org.apache.tools.ant.types.selectors.SizeSelector.ByteUnits","1,00",1
"org.apache.tools.ant.types.selectors.SizeSelector.SizeComparisons","1,00",1
"org.apache.tools.ant.types.selectors.TypeSelector","1,83",11
"org.apache.tools.ant.types.selectors.TypeSelector.FileType","1,00",1
"org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm","2,00",10
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm","2,00",12
"org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator","2,50",5
"org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm","1,33",4
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector","2,25",90
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.AlgorithmName","1,00",1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.CacheName","1,00",1
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.ComparatorName","1,00",1
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache","1,42",17
"org.apache.tools.ant.util.ChainedMapper","6,00",6
"org.apache.tools.ant.util.ClasspathUtils","1,70",17
"org.apache.tools.ant.util.ClasspathUtils.Delegate","1,23",16
"org.apache.tools.ant.util.CollectionUtils","1,73",19
"org.apache.tools.ant.util.CollectionUtils.CompoundEnumeration","1,33",4
"org.apache.tools.ant.util.CollectionUtils.EmptyEnumeration","1,00",3
"org.apache.tools.ant.util.CompositeMapper","5,00",5
"org.apache.tools.ant.util.ConcatFileInputStream","1,56",14
"org.apache.tools.ant.util.ConcatResourceInputStream","1,80",18
"org.apache.tools.ant.util.ContainerMapper","1,33",8
"org.apache.tools.ant.util.DOMElementWriter","4,60",69
"org.apache.tools.ant.util.DOMElementWriter.XmlNamespacePolicy","1,00",1
"org.apache.tools.ant.util.DOMUtils","1,00",6
"org.apache.tools.ant.util.DateUtils","1,40",14
"org.apache.tools.ant.util.DeweyDecimal","3,10",31
"org.apache.tools.ant.util.FileUtils","2,29",117
"org.apache.tools.ant.util.FlatFileNameMapper","1,00",3
"org.apache.tools.ant.util.GlobPatternMapper","1,86",13
"org.apache.tools.ant.util.IdentityMapper","1,00",3
"org.apache.tools.ant.util.IdentityStack","1,83",11
"org.apache.tools.ant.util.JAXPUtils","1,36",15
"org.apache.tools.ant.util.JavaEnvUtils","2,92",38
"org.apache.tools.ant.util.KeepAliveInputStream","1,00",2
"org.apache.tools.ant.util.KeepAliveOutputStream","1,00",2
"org.apache.tools.ant.util.LazyFileOutputStream","1,36",15
"org.apache.tools.ant.util.LazyHashtable","1,11",10
"org.apache.tools.ant.util.LeadPipeInputStream","1,78",16
"org.apache.tools.ant.util.LineOrientedOutputStream","2,60",13
"org.apache.tools.ant.util.LineTokenizer","4,33",13
"org.apache.tools.ant.util.LoaderUtils","1,33",8
"org.apache.tools.ant.util.MergingMapper","1,00",3
"org.apache.tools.ant.util.OutputStreamFunneler","1,71",12
"org.apache.tools.ant.util.OutputStreamFunneler.Funnel","1,00",6
"org.apache.tools.ant.util.PackageNameMapper","1,00",1
"org.apache.tools.ant.util.PropertyOutputStream","1,67",5
"org.apache.tools.ant.util.ProxySetup","1,67",5
"org.apache.tools.ant.util.ReaderInputStream","2,89",26
"org.apache.tools.ant.util.RegexpPatternMapper","2,14",15
"org.apache.tools.ant.util.ResourceUtils","4,83",58
"org.apache.tools.ant.util.ResourceUtils.Outdated","1,00",2
"org.apache.tools.ant.util.RetryHandler","2,00",4
"org.apache.tools.ant.util.ScriptRunner","2,12",17
"org.apache.tools.ant.util.SourceFileScanner","1,50",9
"org.apache.tools.ant.util.StringUtils","1,83",11
"org.apache.tools.ant.util.TaskLogger","1,00",6
"org.apache.tools.ant.util.TeeOutputStream","1,00",6
"org.apache.tools.ant.util.UnPackageNameMapper","1,00",1
"org.apache.tools.ant.util.Watchdog","1,57",11
"org.apache.tools.ant.util.WeakishReference","1,00",1
"org.apache.tools.ant.util.WeakishReference.HardReference","1,00",2
"org.apache.tools.ant.util.XMLFragment","1,40",7
"org.apache.tools.ant.util.XMLFragment.Child","1,50",6
"org.apache.tools.ant.util.XmlConstants",n/a,0
"org.apache.tools.ant.util.depend.AbstractAnalyzer","1,93",27
"org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer","5,00",15
"org.apache.tools.ant.util.depend.bcel.DependencyVisitor","1,55",17
"org.apache.tools.ant.util.depend.bcel.FullAnalyzer","4,33",13
"org.apache.tools.ant.util.facade.FacadeTaskHelper","1,44",13
"org.apache.tools.ant.util.facade.ImplementationSpecificArgument","1,33",4
"org.apache.tools.ant.util.java15.ProxyDiagnostics","2,33",7
"org.apache.tools.ant.util.optional.NoExitSecurityManager","1,00",2
"org.apache.tools.ant.util.optional.WeakishReference12","1,00",2
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","1,67",15
"org.apache.tools.ant.util.regexp.JakartaOroRegexp","3,00",9
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","1,67",15
"org.apache.tools.ant.util.regexp.JakartaRegexpRegexp","2,67",8
"org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher","1,67",15
"org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp","3,67",11
"org.apache.tools.ant.util.regexp.RegexpFactory","1,75",7
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","1,40",7
"org.apache.tools.ant.util.regexp.RegexpUtil","1,00",2
"org.apache.tools.bzip2.CBZip2InputStream","4,89",132
"org.apache.tools.bzip2.CBZip2InputStream.Data","1,50",3
"org.apache.tools.bzip2.CBZip2OutputStream","6,85",274
"org.apache.tools.bzip2.CBZip2OutputStream.Data","1,00",1
"org.apache.tools.bzip2.CRC","1,43",10
"org.apache.tools.mail.ErrorInQuitException","1,00",1
"org.apache.tools.mail.MailMessage","1,68",52
"org.apache.tools.mail.MailPrintStream","1,80",9
"org.apache.tools.mail.SmtpResponseReader","1,80",9
"org.apache.tools.tar.TarBuffer","2,67",56
"org.apache.tools.tar.TarEntry","1,57",55
"org.apache.tools.tar.TarInputStream","2,87",43
"org.apache.tools.tar.TarOutputStream","1,93",29
"org.apache.tools.tar.TarUtils","2,86",20
"org.apache.tools.zip.AsiExtraField","1,21",23
"org.apache.tools.zip.ExtraFieldUtils","2,60",13
"org.apache.tools.zip.JarMarker","1,12",9
"org.apache.tools.zip.UnrecognizedExtraField","1,22",11
"org.apache.tools.zip.ZipEntry","1,44",39
"org.apache.tools.zip.ZipFile","1,94",31
"org.apache.tools.zip.ZipFile.BoundedInputStream","2,75",11
"org.apache.tools.zip.ZipFile.OffsetEntry",n/a,0
"org.apache.tools.zip.ZipLong","1,10",11
"org.apache.tools.zip.ZipOutputStream","2,27",59
"org.apache.tools.zip.ZipShort","1,10",11

Package,v(G)avg,v(G)tot
"org.apache.tools.ant","2,70",1.787
"org.apache.tools.ant.dispatch","6,50",26
"org.apache.tools.ant.filters","2,40",582
"org.apache.tools.ant.filters.util","4,00",36
"org.apache.tools.ant.helper","2,51",256
"org.apache.tools.ant.input","2,06",35
"org.apache.tools.ant.launch","7,29",102
"org.apache.tools.ant.listener","3,67",121
"org.apache.tools.ant.loader","1,00",1
"org.apache.tools.ant.taskdefs","2,51",5.385
"org.apache.tools.ant.taskdefs.compilers","5,22",240
"org.apache.tools.ant.taskdefs.condition","2,15",243
"org.apache.tools.ant.taskdefs.cvslib","2,46",182
"org.apache.tools.ant.taskdefs.email","2,48",216
"org.apache.tools.ant.taskdefs.optional","2,52",806
"org.apache.tools.ant.taskdefs.optional.ccm","1,65",81
"org.apache.tools.ant.taskdefs.optional.clearcase","1,73",405
"org.apache.tools.ant.taskdefs.optional.depend","4,33",169
"org.apache.tools.ant.taskdefs.optional.depend.constantpool","1,73",130
"org.apache.tools.ant.taskdefs.optional.dotnet","1,77",464
"org.apache.tools.ant.taskdefs.optional.ejb","2,65",939
"org.apache.tools.ant.taskdefs.optional.extension","2,49",301
"org.apache.tools.ant.taskdefs.optional.extension.resolvers","1,88",30
"org.apache.tools.ant.taskdefs.optional.i18n","4,47",76
"org.apache.tools.ant.taskdefs.optional.image","2,73",41
"org.apache.tools.ant.taskdefs.optional.j2ee","1,98",93
"org.apache.tools.ant.taskdefs.optional.javacc","2,08",129
"org.apache.tools.ant.taskdefs.optional.javah","5,00",35
"org.apache.tools.ant.taskdefs.optional.jdepend","2,77",83
"org.apache.tools.ant.taskdefs.optional.jlink","3,29",92
"org.apache.tools.ant.taskdefs.optional.jsp","2,15",127
"org.apache.tools.ant.taskdefs.optional.jsp.compilers","2,17",39
"org.apache.tools.ant.taskdefs.optional.junit","2,37",663
"org.apache.tools.ant.taskdefs.optional.native2ascii","2,25",27
"org.apache.tools.ant.taskdefs.optional.net","3,29",536
"org.apache.tools.ant.taskdefs.optional.perforce","2,30",271
"org.apache.tools.ant.taskdefs.optional.pvcs","2,26",88
"org.apache.tools.ant.taskdefs.optional.scm","2,09",90
"org.apache.tools.ant.taskdefs.optional.script","2,21",42
"org.apache.tools.ant.taskdefs.optional.sos","1,48",77
"org.apache.tools.ant.taskdefs.optional.sound","1,84",46
"org.apache.tools.ant.taskdefs.optional.splash","2,10",44
"org.apache.tools.ant.taskdefs.optional.ssh","2,09",289
"org.apache.tools.ant.taskdefs.optional.starteam","2,41",279
"org.apache.tools.ant.taskdefs.optional.unix","2,17",76
"org.apache.tools.ant.taskdefs.optional.vss","1,69",189
"org.apache.tools.ant.taskdefs.optional.windows","1,18",20
"org.apache.tools.ant.taskdefs.rmic","3,15",85
"org.apache.tools.ant.types","2,19",1.408
"org.apache.tools.ant.types.mappers","2,00",6
"org.apache.tools.ant.types.optional","1,10",34
"org.apache.tools.ant.types.optional.depend","1,54",37
"org.apache.tools.ant.types.optional.image","2,16",110
"org.apache.tools.ant.types.resolver","2,00",14
"org.apache.tools.ant.types.resources","2,16",611
"org.apache.tools.ant.types.resources.comparators","1,73",26
"org.apache.tools.ant.types.resources.selectors","1,75",107
"org.apache.tools.ant.types.selectors","2,60",517
"org.apache.tools.ant.types.selectors.modifiedselector","2,31",164
"org.apache.tools.ant.util","2,41",849
"org.apache.tools.ant.util.depend","1,93",27
"org.apache.tools.ant.util.depend.bcel","3,12",53
"org.apache.tools.ant.util.facade","1,58",19
"org.apache.tools.ant.util.java15","2,67",8
"org.apache.tools.ant.util.optional","1,00",4
"org.apache.tools.ant.util.regexp","2,13",100
"org.apache.tools.bzip2","5,87",452
"org.apache.tools.mail","1,90",80
"org.apache.tools.tar","2,32",216
"org.apache.tools.zip","1,81",243
