CommitNumber;Entity;Class;Change;Superclass
d5330a16f6d21cb61dc7f59769e4e031ca9aa47a;CLASS;org.apache.commons.io.FileFinderTestCase;ADDED*;junit.framework.TestCase
9ab36a5006519acbf20627e7c81e4b507b198a11;CLASS;org.apache.commons.io.filefilter.FileFileFilter;ADDED*;.AbstractFileFilter
3d94cff4112271a80c2208805324df1c26d90e2e;CLASS;org.apache.commons.io.DirectoryWalkerTestCase;ADDED*;junit.framework.TestCase
b0a62ebb706ad46a64f2351cea74a70dac91b537;CLASS;org.apache.commons.io.FileDeleteStrategyTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
3d03c38c0056833a332bea870b3c8c52b1abe678;CLASS;org.apache.commons.io.input.MockInputStreamTestCase;ADDED*;junit.framework.TestCase
3d03c38c0056833a332bea870b3c8c52b1abe678;CLASS;org.apache.commons.io.input.MockInputStream;ADDED*;java.io.InputStream
ed85a5f53f24adca1f0473eded10c98549f0edbc;CLASS;org.apache.commons.io.output.NullWriterTest;ADDED*;junit.framework.TestCase
ed85a5f53f24adca1f0473eded10c98549f0edbc;CLASS;org.apache.commons.io.output.NullWriter;ADDED*;java.io.Writer
cab1451e23c47efe037860a8a4c298ed6f2f0340;CLASS;org.apache.commons.io.input.MockReaderTestCase;ADDED*;junit.framework.TestCase
cab1451e23c47efe037860a8a4c298ed6f2f0340;CLASS;org.apache.commons.io.input.MockReader;ADDED*;java.io.Reader
3dba379a8b94922609bc5ac319a1df2ca168c5ae;CLASS;org.apache.commons.io.input.NullReaderTest;ADDED*;junit.framework.TestCase
3dba379a8b94922609bc5ac319a1df2ca168c5ae;CLASS;org.apache.commons.io.input.NullInputStreamTest;ADDED*;junit.framework.TestCase
3dba379a8b94922609bc5ac319a1df2ca168c5ae;CLASS;org.apache.commons.io.input.NullReader;ADDED*;java.io.Reader
3dba379a8b94922609bc5ac319a1df2ca168c5ae;CLASS;org.apache.commons.io.input.NullInputStream;ADDED*;java.io.InputStream
7f21db2f6caafc1a1460998e3a5a244c3085afb9;CLASS;org.apache.commons.io.FileCleaningTrackerTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
da370f4370f78d8fde81866c5549ecfdb0441a48;CLASS;org.apache.commons.io.filefilter.RegexFilter;ADDED*;.AbstractFileFilter
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.output.ClosedOutputStreamTest;ADDED*;junit.framework.TestCase
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.output.CloseShieldOutputStreamTest;ADDED*;junit.framework.TestCase
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.input.ClosedInputStreamTest;ADDED*;junit.framework.TestCase
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.input.CloseShieldInputStreamTest;ADDED*;junit.framework.TestCase
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.input.AutoCloseInputStreamTest;ADDED*;junit.framework.TestCase
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.output.ClosedOutputStream;ADDED*;java.io.OutputStream
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.output.CloseShieldOutputStream;ADDED*;.ProxyOutputStream
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.input.ClosedInputStream;ADDED*;java.io.InputStream
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.input.CloseShieldInputStream;ADDED*;.ProxyInputStream
abe5df18916d709aadf9cb21db91364abbbf07e4;CLASS;org.apache.commons.io.input.AutoCloseInputStream;ADDED*;.ProxyInputStream
b78a9dea85e5ddfc5387a768d77fefb19b1cb80f;CLASS;org.apache.commons.io.filefilter.RegexFileFilter;ADDED*;.AbstractFileFilter
