Package,v(G)avg,v(G)tot
"engine.org.apache.derby.impl.services.uuid","1,92",46
"engine.org.apache.derby.impl.sql","1,81",431
"engine.org.apache.derby.impl.sql.catalog","2,69",1.350
"engine.org.apache.derby.impl.sql.compile","3,16",9.724
"engine.org.apache.derby.impl.sql.conn","2,49",601
"engine.org.apache.derby.impl.sql.depend","4,90",196
"engine.org.apache.derby.impl.sql.execute","3,12",4.517
"engine.org.apache.derby.impl.sql.execute.rts","1,49",325
"engine.org.apache.derby.impl.store.access","2,03",430
"engine.org.apache.derby.impl.store.access.btree","3,94",958
"engine.org.apache.derby.impl.store.access.btree.index","2,17",224
"engine.org.apache.derby.impl.store.access.conglomerate","2,60",348
"engine.org.apache.derby.impl.store.access.heap","2,36",295
"engine.org.apache.derby.impl.store.access.sort","2,59",332
"engine.org.apache.derby.impl.store.raw","3,59",269
"engine.org.apache.derby.impl.store.raw.data","3,22",3.682
"engine.org.apache.derby.impl.store.raw.log","4,27",1.218
"engine.org.apache.derby.impl.store.raw.xact","2,86",878
"engine.org.apache.derby.impl.store.replication","2,67",8
"engine.org.apache.derby.impl.store.replication.buffer","2,00",40
"engine.org.apache.derby.impl.store.replication.master","3,17",95
"engine.org.apache.derby.impl.store.replication.net","1,76",67
"engine.org.apache.derby.impl.store.replication.slave","2,73",90
"engine.org.apache.derby.jdbc","2,35",615
"engine.org.apache.derby.mbeans","1,80",9
"engine.org.apache.derby.osgi","1,50",3
"engine.org.apache.derby.security","3,47",52
"engine.org.apache.derby.vti","1,00",230
"shared.org.apache.derby.shared.common.error","9,50",19
"shared.org.apache.derby.shared.common.i18n","2,75",33
"shared.org.apache.derby.shared.common.sanity","2,42",46
"storeless.org.apache.derby.impl.storeless","1,00",203
"testing.org.apache.derby","1,00",2
"testing.org.apache.derby.client.am","1,58",19
"testing.org.apache.derby.impl.drda","5,24",152
"testing.org.apache.derby.impl.jdbc","1,56",86
"testing.org.apache.derbyTesting.functionTests.harness","5,72",1.877
"testing.org.apache.derbyTesting.functionTests.suites","1,50",18
"testing.org.apache.derbyTesting.functionTests.testData.serializedDataSources","4,67",14
"testing.org.apache.derbyTesting.functionTests.tests.demo","1,42",17
"testing.org.apache.derbyTesting.functionTests.tests.derbynet","2,54",630
"testing.org.apache.derbyTesting.functionTests.tests.engine","1,31",47
"testing.org.apache.derbyTesting.functionTests.tests.i18n","2,82",31
"testing.org.apache.derbyTesting.functionTests.tests.jdbc4","1,92",981
"testing.org.apache.derbyTesting.functionTests.tests.jdbcapi","2,64",4.029
"testing.org.apache.derbyTesting.functionTests.tests.junitTests.compatibility","2,46",303
"testing.org.apache.derbyTesting.functionTests.tests.junitTests.derbyNet","1,00",1
"testing.org.apache.derbyTesting.functionTests.tests.lang","2,07",4.762
"testing.org.apache.derbyTesting.functionTests.tests.largedata","2,73",175
"testing.org.apache.derbyTesting.functionTests.tests.management","1,19",124
"testing.org.apache.derbyTesting.functionTests.tests.memory","6,40",32
"testing.org.apache.derbyTesting.functionTests.tests.nist","2,00",4
"testing.org.apache.derbyTesting.functionTests.tests.perf","1,00",4
"testing.org.apache.derbyTesting.functionTests.tests.replicationTests","1,90",558
"testing.org.apache.derbyTesting.functionTests.tests.store","3,22",882
"testing.org.apache.derbyTesting.functionTests.tests.storetests","3,78",68
"testing.org.apache.derbyTesting.functionTests.tests.tools","2,27",323
"testing.org.apache.derbyTesting.functionTests.tests.upgradeTests","3,83",268
"testing.org.apache.derbyTesting.functionTests.util","2,69",1.096
"testing.org.apache.derbyTesting.functionTests.util.StaticInitializers","3,75",15
"testing.org.apache.derbyTesting.functionTests.util.corruptio","1,10",98
"testing.org.apache.derbyTesting.functionTests.util.streams","1,67",92
"testing.org.apache.derbyTesting.junit","2,32",1.054
"testing.org.apache.derbyTesting.perf.basic","1,00",2
"testing.org.apache.derbyTesting.perf.basic.jdbc","1,22",55
"testing.org.apache.derbyTesting.perf.clients","3,32",146
"testing.org.apache.derbyTesting.system.mailjdbc","1,00",1
"testing.org.apache.derbyTesting.system.mailjdbc.tasks","1,64",36
"testing.org.apache.derbyTesting.system.mailjdbc.utils","3,50",112
"testing.org.apache.derbyTesting.system.nstest","7,62",61
"testing.org.apache.derbyTesting.system.nstest.init","5,43",38
"testing.org.apache.derbyTesting.system.nstest.tester","3,61",83
"testing.org.apache.derbyTesting.system.nstest.utils","5,25",63
"testing.org.apache.derbyTesting.system.oe.client","2,75",66
"testing.org.apache.derbyTesting.system.oe.direct","2,37",64
"testing.org.apache.derbyTesting.system.oe.load","2,32",51
"testing.org.apache.derbyTesting.system.oe.model","1,00",91
"testing.org.apache.derbyTesting.system.oe.routines","2,00",2
"testing.org.apache.derbyTesting.system.oe.run","1,68",67
"testing.org.apache.derbyTesting.system.oe.test","1,82",40
"testing.org.apache.derbyTesting.system.oe.util","1,89",83
"testing.org.apache.derbyTesting.system.optimizer","6,25",25
"testing.org.apache.derbyTesting.system.optimizer.query","1,74",40
"testing.org.apache.derbyTesting.system.optimizer.utils","6,29",44
"testing.org.apache.derbyTesting.system.sttest","5,07",76
"testing.org.apache.derbyTesting.system.sttest.tools","1,40",7
"testing.org.apache.derbyTesting.system.sttest.utils","9,38",122
"testing.org.apache.derbyTesting.unitTests.crypto","2,07",31
"testing.org.apache.derbyTesting.unitTests.harness","2,33",119
"testing.org.apache.derbyTesting.unitTests.junit","1,68",223
"testing.org.apache.derbyTesting.unitTests.lang","2,70",27
"testing.org.apache.derbyTesting.unitTests.services","2,44",332
"testing.org.apache.derbyTesting.unitTests.store","5,22",2.534
"testing.org.apache.derbyTesting.unitTests.util","3,00",24
"tools.org.apache.derby.iapi.tools","2,25",9
"tools.org.apache.derby.iapi.tools.i18n","2,16",121
"tools.org.apache.derby.impl.tools.dblook","3,70",170
"tools.org.apache.derby.impl.tools.ij","2,53",854
"tools.org.apache.derby.impl.tools.sysinfo","3,27",144
"tools.org.apache.derby.tools","3,68",364

