Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.bson.json.RelaxedExtendedJsonInt64Converter",3,0,14,14,2,1,1,1,6,6,0,11,0,"1,00",0,3,1
"org.bson.json.ShellBinaryConverter",5,0,14,14,4,1,1,1,7,7,0,11,0,"1,00",0,7,1
"org.bson.json.ShellDateTimeConverter",3,0,14,14,2,1,1,1,12,12,0,11,0,"2,00",0,8,2
"org.bson.json.ShellDecimal128Converter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,4,1
"org.bson.json.ShellInt64Converter",3,0,14,14,2,1,1,1,10,10,0,11,0,"2,00",0,3,2
"org.bson.json.ShellMaxKeyConverter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,2,1
"org.bson.json.ShellMinKeyConverter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,2,1
"org.bson.json.ShellObjectIdConverter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,4,1
"org.bson.json.ShellRegularExpressionConverter",4,0,14,14,3,1,1,1,7,7,0,11,0,"2,00",0,6,2
"org.bson.json.ShellTimestampConverter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,5,1
"org.bson.json.ShellUndefinedConverter",4,0,14,14,3,1,1,1,6,6,0,11,0,"1,00",0,2,1
"org.bson.json.StrictCharacterStreamJsonWriter",9,4,57,61,8,1,1,1,282,271,0,11,0,"1,86",2,42,52
"org.bson.json.StrictCharacterStreamJsonWriter.JsonContextType",2,5,25,30,0,n/a,2,0,5,5,n/a,20,0,n/a,0,0,0
"org.bson.json.StrictCharacterStreamJsonWriter.State",1,6,25,31,0,n/a,2,0,6,6,n/a,20,0,n/a,0,0,0
"org.bson.json.StrictCharacterStreamJsonWriter.StrictJsonContext",2,4,13,17,1,1,0,0,11,11,0,11,0,"2,00",0,1,2
"org.bson.json.StrictCharacterStreamJsonWriterSettings",3,3,17,20,1,1,0,4,49,22,0,11,0,"1,20",4,7,6
"org.bson.json.StrictCharacterStreamJsonWriterSettings.Builder",3,3,17,20,2,1,0,4,52,24,0,11,0,"1,00",4,8,5
"org.bson.json.StrictJsonWriter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a
"org.bson.types.BSONTimestamp",16,3,21,24,0,1,2,1,79,53,0,8,3,"1,50",6,10,12
"org.bson.types.BasicBSONList",8,4,162,166,2,4,7,1,132,90,1,79,0,"1,83",10,32,22
"org.bson.types.Binary",19,3,20,23,2,1,1,2,82,47,0,9,2,"1,50",5,13,12
"org.bson.types.Code",18,2,17,19,0,1,1,1,47,34,1,8,3,"1,60",4,8,8
"org.bson.types.CodeWScope",14,3,21,24,2,2,1,1,40,26,0,11,2,"1,50",3,11,6
"org.bson.types.CodeWithScope",6,3,21,24,2,2,1,1,48,32,0,11,2,"2,25",3,11,9
"org.bson.types.Decimal128",40,23,35,58,0,1,1,4,395,262,0,8,3,"2,78",19,60,64
"org.bson.types.MaxKey",11,1,15,16,0,1,1,0,18,15,0,8,3,"1,00",3,3,3
"org.bson.types.MinKey",11,1,15,16,0,1,1,0,18,15,0,8,3,"1,00",3,3,3
"org.bson.types.ObjectId",93,11,56,67,4,1,2,10,499,307,0,8,3,"1,56",32,87,67
"org.bson.types.StringRangeSet",3,2,65,67,2,1,3,7,115,115,0,18,0,"1,56",13,23,28
"org.bson.types.Symbol",8,2,17,19,0,1,1,1,51,32,0,8,3,"1,60",4,8,8
"org.bson.util.AbstractCopyOnWriteMap",8,3,73,76,3,1,2,2,216,175,1,25,3,"1,25",21,46,30
"org.bson.util.AbstractCopyOnWriteMap.CollectionView",4,0,47,47,1,1,2,3,48,42,3,14,3,"1,00",13,25,12
"org.bson.util.AbstractCopyOnWriteMap.EntrySet",3,0,68,68,2,2,3,2,58,58,0,30,0,"1,20",4,15,6
"org.bson.util.AbstractCopyOnWriteMap.Immutable",3,0,19,19,2,2,0,1,14,14,0,11,0,"1,00",3,8,3
"org.bson.util.AbstractCopyOnWriteMap.KeySet",3,0,68,68,2,2,3,3,48,45,0,30,0,"1,00",4,14,5
"org.bson.util.AbstractCopyOnWriteMap.Mutable",5,3,19,22,4,2,0,3,17,17,0,11,0,"1,00",3,3,3
"org.bson.util.AbstractCopyOnWriteMap.UnmodifiableIterator",1,1,20,21,0,1,1,2,15,15,0,12,1,"1,00",2,7,4
"org.bson.util.AbstractCopyOnWriteMap.Values",3,0,52,52,2,2,2,2,58,58,0,29,0,"1,20",4,15,6
"org.bson.util.AbstractCopyOnWriteMap.View",6,0,16,16,0,1,0,3,10,7,2,11,0,"1,00",3,4,1
"org.bson.util.AbstractCopyOnWriteMap.View.Type",8,4,26,30,4,n/a,2,1,18,15,n/a,20,0,"1,00",1,1,2
"org.bson.util.ClassAncestry",3,1,16,17,2,1,0,1,51,36,0,11,0,"2,25",3,15,9
"org.bson.util.ClassMap",6,2,19,21,4,1,0,2,103,34,0,11,0,"1,00",6,16,7
"org.bson.util.ClassMap.ComputeFunction",2,0,14,14,2,1,1,1,12,12,0,11,0,"3,00",1,3,3
"org.bson.util.ComputingMap",4,2,59,61,3,1,2,2,80,80,0,19,6,"1,14",18,42,24
"org.bson.util.CopyOnWriteMap",9,4,83,87,4,2,2,2,129,39,2,51,0,"1,00",6,16,9
"org.bson.util.CopyOnWriteMap.Builder",5,2,18,20,5,1,0,1,39,24,0,11,0,"1,00",5,10,6
"org.bson.util.CopyOnWriteMap.Hash",3,4,80,84,2,3,2,1,13,10,0,51,0,"1,00",1,4,2
"org.bson.util.CopyOnWriteMap.Linked",3,4,80,84,2,3,2,1,13,10,0,51,0,"1,00",1,4,2
"org.bson.util.Function",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a

