236	25757	8000
237	25735	8038
238	25710	8074
239	25675	8108
240	25634	8139
241	25595	8171
242	25552	8202
243	25513	8234
244	25475	8266
245	25436	8298
246	25400	8331
247	25362	8364
248	25308	8391
249	25271	8423
250	25233	8456
251	25194	8488
252	25165	8523
253	25127	8555
254	25090	8587
255	25053	8620
256	25017	8653
257	24997	8692
258	24961	8724
259	24923	8757
260	24886	8789
261	24848	8821
262	24814	8855
263	24775	8886
264	24741	8920
265	24702	8952
266	24667	8985
267	24632	9018
268	24608	9055
269	24570	9087
270	24536	9121
271	24502	9154
272	24464	9186
273	24425	9218
274	24386	9250
275	24349	9282
276	24314	9315
277	24282	9349
278	24243	9381
279	24211	9415
280	24175	9448
281	24138	9480
282	24100	9512
283	24065	9545
284	24028	9577
285	23989	9609
286	23951	9641
287	23913	9672
288	23878	9705
289	23844	9739
290	23808	9771
291	23780	9807
292	23752	9843
293	23718	9876
294	23685	9910
295	23650	9943
296	23615	9976
297	23578	10009
298	23543	10042
299	23508	10075
300	23477	10109
301	23440	10141
302	23401	10173
303	23364	10205
304	23330	10238
305	23310	10278
306	23288	10316
307	23254	10350
308	23221	10383
309	23187	10417
310	23152	10450
311	23115	10482
312	23077	10514
313	23042	10547
314	23007	10580
315	22977	10615
316	22941	10647
317	22914	10684
318	22878	10717
319	22846	10751
320	22810	10783
321	22775	10816
322	22740	10849
323	22711	10885
324	22676	10918
325	22647	10953
326	22615	10988
327	22577	11020
328	22539	11051
329	22501	11082
330	22465	11115
331	22427	11146
332	22391	11178
333	22362	11214
334	22326	11247
335	22296	11282
336	22263	11316
337	22233	11351
338	22197	11384
339	22164	11417
340	22129	11450
341	22092	11482
342	22056	11515
343	22020	11547
344	21987	11581
345	21949	11612
346	21917	11646
347	21880	11678
348	21843	11710
349	21807	11742
350	21772	11775
351	21736	11807
352	21701	11840
353	21665	11872
354	21631	11905
355	21600	11940
356	21564	11972
357	21527	12004
358	21494	12038
359	21460	12071
360	21424	12103
361	21390	12136
362	21355	12169
363	21322	12203
364	21285	12234
365	21248	12266
366	21188	12284
367	21153	12317
368	21117	12349
369	21080	12380
370	21044	12412
371	21009	12445
372	20977	12479
373	20941	12511
374	20904	12542
375	20868	12574
376	20831	12605
377	20794	12637
378	20760	12670
379	20724	12702
380	20692	12736
381	20659	12769
382	20624	12802
383	20589	12835
384	20555	12868
385	20521	12900
386	20488	12934
387	20453	12967
388	20418	12999
389	20384	13032
390	20349	13064
391	20312	13096
392	20277	13128
393	20243	13161
394	20209	13194
395	20173	13226
396	20139	13259
397	20101	13289
398	20065	13321
399	20028	13352
400	19994	13385
401	19958	13416
402	19917	13444
403	19881	13476
404	19846	13509
405	19810	13540
406	19775	13572
407	19741	13605
408	19705	13637
409	19670	13669
410	19634	13700
411	19600	13733
412	19568	13768
413	19542	13806
414	19518	13846
415	19495	13887
416	19467	13924
417	19439	13961
418	19409	13997
419	19381	14035
420	19355	14073
421	19320	14106
422	19285	14138
423	19250	14170
424	19215	14203
425	19190	14242
426	19160	14278
427	19130	14314
428	19096	14347
429	19060	14378
430	19024	14410
431	18989	14442
432	18955	14475
433	18920	14507
434	18884	14539
435	18849	14571
436	18813	14603
437	18761	14622
438	18728	14655
439	18697	14690
440	18663	14723
441	18630	14757
442	18596	14790
443	18561	14822
444	18527	14855
445	18493	14888
446	18460	14921
447	18428	14956
448	18399	14993
449	18365	15026
450	18332	15059
451	18299	15094
452	18266	15127
453	18232	15160
454	18197	15192
455	18163	15225
456	18128	15257
457	18092	15288
458	18056	15319
459	18024	15354
460	17991	15388
461	17956	15419
462	17920	15450
463	17885	15482
464	17848	15513
465	17815	15546
466	17781	15579
467	17746	15611
468	17713	15645
469	17681	15679
470	17647	15712
471	17612	15744
472	17577	15776
473	17543	15809
474	17510	15842
475	17476	15875
476	17440	15906
477	17405	15938
478	17370	15970
479	17334	16001
480	17300	16033
481	17265	16065
482	17230	16097
483	17196	16129
484	17163	16163
485	17127	16194
486	17092	16226
487	17062	16262
488	17032	16298
489	16997	16331
490	16963	16363
491	16927	16394
492	16892	16425
493	16857	16457
494	16823	16490
495	16789	16522
496	16755	16555
497	16722	16589
498	16687	16621
499	16654	16654
500	16620	16687
501	16586	16720
502	16555	16755
503	16520	16786
504	16486	16819
505	16452	16851
506	16417	16884
507	16383	16916
508	16349	16948
509	16315	16981
510	16280	17013
511	16245	17044
512	16212	17077
513	16177	17109
514	16143	17141
515	16109	17174
516	16074	17206
517	16040	17238
518	16007	17271
519	15973	17304
520	15939	17337
521	15907	17371
522	15878	17410
523	15847	17445
524	15817	17482
525	15782	17514
526	15748	17546
527	15715	17580
528	15681	17612
529	15649	17647
530	15614	17678
531	15582	17713
532	15548	17745
533	15515	17779
534	15481	17812
535	15455	17854
536	15427	17892
537	15394	17927
538	15361	17960
539	15330	17996
540	15295	18027
541	15261	18060
542	15228	18094
543	15195	18127
544	15160	18159
545	15125	18190
546	15091	18222
547	15056	18254
548	15022	18287
549	14988	18319
550	14955	18352
551	14920	18384
552	14885	18415
553	14852	18448
554	14818	18480
555	14784	18513
556	14750	18546
557	14718	18581
558	14683	18612
559	14649	18644
560	14614	18676
561	14580	18708
562	14549	18744
563	14517	18779
564	14483	18812
565	14451	18846
566	14417	18878
567	14383	18912
568	14349	18944
569	14315	18976
570	14282	19009
571	14248	19042
572	14214	19074
573	14179	19106
574	14145	19138
575	14113	19172
576	14079	19205
577	14044	19236
578	14010	19269
579	13976	19301
580	13943	19333
581	13910	19368
582	13879	19404
583	13844	19435
584	13810	19467
585	13775	19499
586	13741	19530
587	13707	19563
588	13674	19596
589	13640	19628
590	13607	19662
591	13573	19694
592	13539	19727
593	13507	19761
594	13472	19792
595	13441	19829
596	13407	19861
597	13372	19892
598	13338	19924
599	13304	19956
600	13270	19989
601	13240	20026
602	13208	20062
603	13174	20094
604	13142	20128
605	13108	20161
606	13074	20193
607	13040	20226
608	13006	20258
609	12972	20290
610	12941	20326
611	12910	20364
612	12876	20396
613	12842	20428
614	12807	20459
615	12773	20491
616	12740	20524
617	12706	20557
618	12675	20593
619	12641	20626
620	12609	20661
621	12582	20704
622	12577	20784
623	12556	20838
624	12532	20887
625	12515	20948
626	12492	20999
627	12462	21039
628	12432	21078
629	12413	21136
630	12384	21177
631	12354	21216
632	12327	21262
633	12299	21306
634	12270	21346
635	12239	21386
636	12210	21427
637	12182	21470
638	12150	21506
639	12116	21540
640	12084	21577
641	12053	21614
642	12025	21659
643	11991	21693
644	11961	21732
645	11932	21775
646	11907	21824
647	11877	21865
648	11845	21902
649	11813	21940
