CommitNumber;Entity;Method
2080;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorJobStatus.getSubmitTime()
2080;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ResourceRequestImpl.ResourceRequestImpl(JobExecutor,RequestContext,ResourcePath,RenderingContext,String,FullNodeMetadata,FullNodeMetadata)
2080;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.submitServeResourceJob(ResourcePath,ProcessorJobProgressListener)
2080;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractValidatorTest.doValidation(ContentNodeIdentifier)
2080;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorControllerTest.testJobFullLifecycle()
2080;METHOD;uk.ac.ed.ph.aardvark.processor.internal.JobExecutor.doServeResource(RequestContext,ResourcePath,RenderingContext)
2083;METHOD;uk.ac.ed.ph.aardvark.processor.internal.auditing.ProcessingAuditor.auditResult(ProcessorResult)
2086;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.AardvarkManagerFrame(GUIModel)
2087;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)
2087;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowser.TreeBrowser(GUIModel,TreeNode)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NewFrameAction.NewFrameAction(AardvarkFrame,ApplicationListener)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodePreviewAction.NodePreviewAction(AardvarkFrame,ApplicationListener)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodePreviewAction.updateState()
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.FrameActionMap.FrameActionMap()
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.handleApplicationControlEvent(ApplicationControlEvent)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeActionMap.NodeActionMap(AardvarkFrame,ApplicationListener)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NewFrameAction.actionPerformed(ActionEvent)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.FrameMenuBar.FrameMenuBar(FrameActionMap,ActionMap)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.WorkspaceBrowserContextMenu.WorkspaceBrowserContextMenu(FrameActionMap)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.FilesTreeBrowserContextMenu.FilesTreeBrowserContextMenu(FrameActionMap)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NewFrameAction.updateState()
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.TreeBrowserExpandAction.actionPerformed(ActionEvent)
2088;METHOD;uk.ac.ed.ph.aardvark.swingui.action.TreeBrowserActionMap.TreeBrowserActionMap(TreeBrowser,ApplicationListener)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendSet(Set<E>,DumpMode,int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendArray(Object[],DumpMode,int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendMap(Map<K,V>,DumpMode,int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendCollection(Collection<E>,DumpMode,int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.makeIndent(int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.ObjectDumper(StringBuilder)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendObjectDeep(Object,int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendList(List<E>,DumpMode,int)
2090;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendObject(Object,DumpMode,int)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.RequestLockManager.acquireLock(TransactionContext,ContentNodePath)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.RequestLockManagerTest.testReentrant()
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.RequestLockManagerTest.testSimple()
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ResourceServer.doServeResource(ResourceRequest)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.JobExecutor.addProgressListener(ProcessorJobProgressListener)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.RequestLockManagerTest.testDeadlock()
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.RequestLockManager.releaseLock(ContentNodePath)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.NodeValidator.validate(NodeValidationRequest)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodePaperPDFViewStrategy.createView(ResourceRequest)
2093;METHOD;uk.ac.ed.ph.aardvark.processor.internal.JobExecutor.getProcessorContext()
2093;METHOD;uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.mergeNode(CoreNodeMetadata,NodeRenderingInformation)
2094;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.submitJob(JobImplementation<T,R>,ProcessorJobProgressListener)
2097;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.DeploymentEditorPanel.showNodeRenderingInformationDialog()
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.orgtree.NumberingDialogModel.createCommonModel(NumberingDialogModel[])
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialog.RenderingInformationDialog(JFrame)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.mergeIntoNodeRenderingInformation(NodeRenderingInformation)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.util.optentry.OptionalEntryComboBoxManager.attachComponentModel(M)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.util.optentry.OptionalEntryComboBoxModel.OptionalEntryComboBoxModel(M,boolean)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.getFreeHintValueModel(DynamicRenderingHintKey)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.fromNodeRenderingInformation(NodeRenderingInformation)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialog.setModel(RenderingInformationDialogModel)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.createCommonModel(RenderingInformationDialogModel[])
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.util.optentry.AbstractOptionalEntryModel.mergeModels(List<? extends AbstractOptionalEntryModel<D>>)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.util.optentry.OptionalEntryComboBoxModel.OptionalEntryComboBoxModel(M)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.util.optentry.OptionalEntryComboBoxManager.OptionalEntryComboBoxManager(OptionalEntryComboBoxModel<M>)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.util.optentry.OptionalEntryComboBoxModel.componentModelStateEquals(M,M)
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.getNodeActiveModel()
2098;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.RenderingInformationDialogModel()
2099;METHOD;uk.ac.ed.ph.aardvark.core.globals.AardvarkTypesBean.AardvarkTypesBean()
2099;METHOD;uk.ac.ed.ph.aardvark.core.globals.AardvarkTypesBean.getDynamicRenderingHintKeys()
2099;METHOD;uk.ac.ed.ph.aardvark.core.globals.AardvarkTypesBean.getRoles()
2101;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.submitJob(JobImplementation<T,R>,ProcessorJobProgressListener)
2103;METHOD;uk.ac.ed.ph.aardvark.processor.internal.NodeValidator.validate(NodeValidationRequest)
2104;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendSet(Set<E>,DumpMode,int)
2104;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendArray(Object[],DumpMode,int)
2104;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendMap(Map<K,V>,DumpMode,int)
2104;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendObjectDeep(Object,int)
2104;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendCollection(Collection<E>,DumpMode,int)
2104;METHOD;uk.ac.ed.ph.aardvark.commons.util.ObjectDumper.appendList(List<E>,DumpMode,int)
2105;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ResourceURI.hashCode()
2106;METHOD;uk.ac.ed.ph.aardvark.cms.internal.aspects.LockingAspect.executeWithReadLock(ProceedingJoinPoint)
2106;METHOD;uk.ac.ed.ph.aardvark.cms.internal.aspects.LockingAspect.executeWithLock(ProceedingJoinPoint,Lock)
2106;METHOD;uk.ac.ed.ph.aardvark.cms.internal.aspects.LockingAspect.executeWithWriteLock(ProceedingJoinPoint)
2107;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentToFilesystemViewStrategy.createView(ResourceRequest)
2108;METHOD;uk.ac.ed.ph.aardvark.commons.util.JSFunctionCall.toJavaScript()
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ResourcePreviewProgressServlet.doSubmitServeResourceJob(HttpServletRequest,HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeGeneratedResourcePathResource(HttpServletRequest,HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeDynamicResourcePathResource(HttpServletRequest,HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ResourcePreviewResultServlet.doServeDynamicResourcePathResource(HttpServletRequest,HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doSendResourceResult(HttpServletResponse,LocalResourceResult)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeStaticResource(HttpServletRequest,HttpServletResponse,StaticResourceURI)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeResource(HttpServletRequest,HierarchicResourceURI,HttpServletResponse)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ValidationServlet.doAuthenticatedProcessorService(HttpServletRequest,HttpServletResponse)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeResourcePathResourceFromCMS(HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ResourcePreviewProgressServlet.doServeResource(HttpServletRequest,HierarchicResourceURI,HttpServletResponse)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeResourcePathResourceViaProcessor(HttpServletRequest,HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeResourcePathResource(HttpServletRequest,HttpServletResponse,ResourcePathURI)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeSourceResource(HttpServletRequest,HttpServletResponse,SourceResourceURI)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.AbstractProcessorServlet.doSendValidationError(HttpServletRequest,HttpServletResponse,NodeValidationResult)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.doServeFixedResourcePathResource(HttpServletRequest,HttpServletResponse,ResourcePath)
2109;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.AbstractResourcePathInfoServlet.doAuthenticatedProcessorService(HttpServletRequest,HttpServletResponse)
2110;METHOD;uk.ac.ed.ph.aardvark.webapp.mvc.controllers.ServerStatusController.handleRequestInternal(HttpServletRequest,HttpServletResponse)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerPanel.setModel(GUIModel)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.View.View(ResourceType,ViewCategory,String)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.WorkspaceBrowserContextMenu.WorkspaceBrowserContextMenu(FrameActionMap)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.openPreviewer()
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerPanel.PreviewerPanel(Applet)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.View.getViewCategory()
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.init()
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.onSelectionLifecycleEvent(NodeLifecycleEventType)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.displayNode(ContentNode)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerPanel.PreviewerPanel(Applet,GUIModel)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.onApplicationEvent(ApplicationEvent)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerPanel.setSelectedNode(ContentNode)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.getSelectedViewCategory()
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.executeCommands(Iterable<JSFunctionCall>)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.View.View(ResourceType,ViewCategory)
2111;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.setSelectedView(View)
2113;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUIUtilities.setupLookAndFeel()
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.ViewSelector(Applet)
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.focusPreviewer()
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.executeJavaScript(JSFunctionCall)
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.updateWebView()
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.getSelectedViewResourcePath()
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.getPreviewRectangle()
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.setSelectedViewCategory(ViewCategory)
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.init()
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.PreviewerControllerApplet.onApplicationEvent(ApplicationEvent)
2114;METHOD;uk.ac.ed.ph.aardvark.webapplets.previewer.ViewSelector.updateWebOverlayPosition()
2118;METHOD;uk.ac.ed.ph.aardvark.commons.util.JSFunctionCall.getArguments()
2118;METHOD;uk.ac.ed.ph.aardvark.commons.util.JSFunctionCall.JSFunctionCall(String,String)
2119;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.updateNodeMetadata(FullNodeMetadata)
2119;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.shutdown()
2119;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.deleteNodeMetadata(NodeInternalId)
2119;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.createNodeMetadata(FullNodeMetadata)
2119;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.syncMetadataIndex()
2119;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.FilesystemMetadataManager.maybeSyncMetadataIndex()
2120;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.NodeWebMetadataViewStrategy.createView(ResourceRequest)
2122;METHOD;uk.ac.ed.ph.aardvark.tools.conversion.compsim2.CompSim2MCQConverter.main(String[])
2139;METHOD;uk.ac.ed.ph.aardvark.processor.views.custom.CompSim2PaperStudentCoursebookViewStrategy.createCheckpointRendering()
2139;METHOD;uk.ac.ed.ph.aardvark.processor.views.custom.CompSim2PaperStaffCoursebookViewStrategy.createCheckpointRendering()
2141;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ReattachableProcessorJobManager.ReattachableProcessorJobManager()
2141;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ReattachableProcessorJobManager.submitResourceJob(ResourcePath,ProcessorJobProgressListener)
2141;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ReattachableProcessorJobManager.getJobsByUserIdMap()
2141;METHOD;uk.ac.ed.ph.aardvark.webapp.previewer.ReattachableProcessorJobManager.tidyCallerJobs()
2146;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceContextLocationBracket.makeMessage()
2147;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.foundErrors()
2147;METHOD;uk.ac.ed.ph.aardvark.processor.validator.TeX4htTidyingPipeline.execute(File,String)
2147;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.startElement(String,String,String,Attributes)
2147;METHOD;uk.ac.ed.ph.aardvark.processor.validator.TeX4htValidationTestSuite.TeX4htValidationTestSuite()
2147;METHOD;uk.ac.ed.ph.aardvark.tools.conversion.LaTeXUtilities.indentAndTidyup(String)
2147;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.XMLErrorElementFinder(LaTeXLocationFinder)
2147;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.endDocument()
2156;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.createJobWorkDirectory(int)
2156;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.getBaseJobWorkDirectory()
2156;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.getEngineWorkDirectory()
2157;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.TeXSourceCooker.startDocument()
2157;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.TeXSourceCooker.endDocument()
2160;METHOD;uk.ac.ed.ph.aardvark.tools.cms.KeywordFixer.main(String[])
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.deleteResource(ResourcePath)
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerUtilities.deleteStoredResources(ContentManager,NodeInternalId)
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSaveResourceGood()
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testDeleteResourceGood()
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testDeleteGeneratedResourceNotAllowed()
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testDeleteResourceNodeNotFound()
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testDeleteResourceResourceNotFound()
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSaveGeneratedResourceNotAllowed()
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.saveResource(ResourcePath,InputStream)
2165;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSaveResourceGeneratedAsViewer()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplCheckoutTest.testCheckoutCheckedOutNode()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseUserDAO.getUsersInRoles(Role)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplTest.recordTouchMetadata(ContentNodeIdentifier,FullNodeMetadata)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testTargetExists()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.existsNode(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplDeepCopyTest.testTargetParentDoesNotExist()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSuggestUniqueNeedOnePerturbation()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplDeleteNodeTest.testDeleteSingleFilesNodeCreateRevisionGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testNotAllowedOnTargetChild()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplDeepCopyTest.expectPrecheckToSucceed()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplAbandonEditsTest.testNodeInSomeoneElsesWorkspace()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractMetadataManagerTest.testGetFullMetadataByIdGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplCheckoutTest.testCheckoutLockedNode()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplCheckoutTest.testCheckoutNodeWithExistingRevisionSuccessfully()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.doFinishCopy(FullNodeMetadata,LambdaFilter<ResourcePath>,ContentNodePath,NodeLinkId,boolean)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.getEditableMetadata(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndex.put(NodeInternalId,ContentNodePath)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testExistsTrueById()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractMetadataManagerTest.testGetEditableMetadataNotFound()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndexTest.testContainsKeyNull()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataManager.createNodeMetadata(FullNodeMetadata)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.existsNodeMetadata(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplDeepCopyTest.testSourceDoesNotExist()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplCommitTest.testNodeInSomeoneElsesWorkspace()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractMetadataManagerTest.testGetCoreMetadataByPathGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndex.findNodeLinkId(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testNotAllowedToReadSourceChild()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndexTest.testFindNodePathNull()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.getChildNodePaths(NodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplDeleteNodeTest.testDeleteNodeTreeGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndex.findNodePath(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplDeepCopyTest.testTargetParentCannotHaveChildren()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSuggestUniqueNeedTwoPerturbations()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractMetadataManagerTest.testGetCoreMetadataByIdGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplAbandonEditsTest.testAbandonGoodButWrongLockHolder()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.existsResource(ResourcePath)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testTargetParentDoesNotAllowChildren()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSaveResourceGeneratedAsViewer()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplCopyTest.testTargetParentDoesNotAllowChildren()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplTest.recordGoodDoFinishCopy(FullNodeMetadata,ResourcePath[],ResourcePath[],ContentNodePath,NodeLinkId,NodeInternalId,boolean)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testCreateRevisionNotFound()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndexTest.testFindLinkIdNull()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.doGetCoreNodeMetadata(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplTest.recordGoodGetCoreMetadata(ContentNodeIdentifier,CoreNodeMetadata,boolean)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.expectPrecheckToSucceed()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.suggestNewNodeLinkId(NodeLinkId)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplCheckoutTest.testCheckoutNodeWithNoHistorySuccessfully()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testCreateRevisionNotAllowed()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.doRemoveDepsAndMaybeCreateFinalRevisions(CoreNodeMetadata,List<ContentNodePath>,boolean)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplAbandonEditsTest.testAbandonGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testSourceDoesNotExist()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.jdbc.DatabaseMetadataReader.getFullMetadata(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentReaderImpl.getNodePath(ContentNodeIdentifier)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testTargetParentDoesNotExist()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testSaveResourceGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.filesystem.MetadataIndexTest.testUpdateLinkId()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplCopyTest.testNotAllowedToWriteTarget()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testDeleteResourceInappropriateResourceType()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractMetadataManagerTest.testExistsMetadataByPathGood()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.AbstractContentManagerImplTest.recordGoodGetFullMetadata(ContentNodeIdentifier,FullNodeMetadata,boolean)
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplTest.testDeleteResourceResourceNotFound()
2168;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImplMoveTest.testGoodMoveNode()
