Complexity metrics,Ter, 24 out 2017 16:51:12 BRST
Method,ev(G),iv(G),v(G)
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.doRemoveFiles(SourceFileData)",1,3,3
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.doneVisiting(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getAllFileData()",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getChangeHandler()",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getFileData(IFile)",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getGenFolder()",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getJavaProject()",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getRemovedFile()",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getSourceFolderFor(IFile)",5,5,6
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.getToCompile()",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.isDependency(IFile)",1,3,3
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.isOutput(IFile)",3,3,3
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.loadState(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.mergeFileModifications(SourceChangeHandler)",1,7,7
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.prepareFullBuild(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.quote(String)",2,1,2
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.saveState(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.scanFolderForSourceFiles(IFolder,IFolder)",2,5,8
"com.android.ide.eclipse.adt.internal.build.SourceProcessor.setCompilationStatus(int)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.BaseBuilder()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.BaseDeltaVisitor.BaseDeltaVisitor(BaseBuilder)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.BaseDeltaVisitor.errorFound()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.BaseDeltaVisitor.findMatchingSourceFolder(ArrayList<IPath>,String[])",5,3,5
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.abortOnBadSetup(IJavaProject)",4,1,4
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.checkXML(IResource,BaseDeltaVisitor)",1,2,3
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.getParser()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.grabProcessOutput(Process,ArrayList<String>)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.loadProjectBooleanProperty(String,boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.loadProjectStringProperty(String)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.markProject(String,String,int)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.removeDerivedResources(IResource,IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.removeDerivedResources(IResource,boolean,IProgressMonitor)",1,8,8
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.removeMarkersFromContainer(IContainer,String)",1,3,3
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.removeMarkersFromResource(IResource,String)",1,3,3
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.saveProjectBooleanProperty(String,boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.saveProjectStringProperty(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.BaseBuilder.stopOnMarker(IProject,String,int,boolean)",5,4,6
"com.android.ide.eclipse.adt.internal.build.builders.LibraryDeltaVisitor.getLibChange()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.LibraryDeltaVisitor.getResChange()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.LibraryDeltaVisitor.visit(IResourceDelta)",2,4,5
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.JarBuilder.JarBuilder(JarOutputStream)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.JarBuilder.addFile(File,String)",1,1,3
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.JarBuilder.addFile(IFile,IFolder)",3,1,5
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.JarBuilder.addFile(InputStream,long,String)",1,3,4
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.PostCompilerBuilder()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.ReferencedProjectDeltaVisitor.ReferencedProjectDeltaVisitor(IJavaProject)",1,1,2
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.ReferencedProjectDeltaVisitor.needDexConvertion()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.ReferencedProjectDeltaVisitor.needMakeFinalPackage()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.ReferencedProjectDeltaVisitor.visit(IResourceDelta)",7,7,11
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.abortOnBadSetup(IJavaProject)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.build(int,Map,IProgressMonitor)",21,54,70
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.clean(IProgressMonitor)",1,4,4
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.startupOnInitialize()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.writeClassFilesIntoJar(JarBuilder,IFolder,IFolder)",1,4,4
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerBuilder.writeLibraryPackage(IFile,IProject,IFolder,List<IJavaProject>)",1,5,6
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerDeltaVisitor.PostCompilerDeltaVisitor(BaseBuilder,List<IPath>,IFolder)",1,5,5
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerDeltaVisitor.getConvertToDex()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerDeltaVisitor.getMakeFinalPackage()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerDeltaVisitor.getPackageResources()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerDeltaVisitor.getUpdateCrunchCache()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PostCompilerDeltaVisitor.visit(IResourceDelta)",17,23,35
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.DerivedProgressMonitor(IFolder)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.beginTask(String,int)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.done()",1,2,2
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.internalWorked(double)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.isCanceled()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.processChildrenOf(IFolder)",1,4,6
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.reset()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.setCanceled(boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.setTaskName(String)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.subTask(String)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.DerivedProgressMonitor.worked(int)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.PreCompilerBuilder()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.build(int,Map,IProgressMonitor)",20,35,41
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.clean(IProgressMonitor)",1,2,2
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.doClean(IProject,IProgressMonitor)",1,2,2
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.execAapt(IProject,IAndroidTarget,String,String,String,IFolder,ArrayList<IFolder>,String,boolean)",2,15,15
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.getGenManifestPackageFolder()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.getGenManifestPackageFolder(String)",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.getJavaPackagePath(String)",1,2,2
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.handleResources(IProject,String,IAndroidTarget,IFile,List<IProject>,boolean)",1,9,12
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerBuilder.startupOnInitialize()",1,2,2
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.PreCompilerDeltaVisitor(BaseBuilder,List<IPath>,List<SourceProcessor>)",1,2,2
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.getCheckedManifestXml()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.getCompileResources()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.getFolder(IPath)",2,3,4
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.getManifestPackage()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.getMinSdkVersion()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.PreCompilerDeltaVisitor.visit(IResourceDelta)",21,27,36
"com.android.ide.eclipse.adt.internal.build.builders.ResourceManagerBuilder.ResourceManagerBuilder()",1,1,1
"com.android.ide.eclipse.adt.internal.build.builders.ResourceManagerBuilder.build(int,Map,IProgressMonitor)",10,20,27
"com.android.ide.eclipse.adt.internal.build.builders.ResourceManagerBuilder.clean(IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.AndroidContentAssist(int)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.AttribInfo.AttribInfo()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.addMatchingProposals(List<ICompletionProposal>,Object[],int,Node,String,char,boolean,boolean,boolean,int)",9,21,28
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.completeSuffix(Object[],String,UiAttributeNode)",8,22,25
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeAttributeProposals(List<ICompletionProposal>,ITextViewer,int,String,UiElementNode,Node,Node,String,AttribInfo,char)",2,5,9
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeAttributeValues(List<ICompletionProposal>,int,String,String,Node,String,boolean,int)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeCompletionProposals(ITextViewer,int)",4,9,11
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeContextInformation(ITextViewer,int)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeElementNeedTag(ITextViewer,int,String)",1,3,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeNonAttributeProposals(ITextViewer,int,String,List<ICompletionProposal>,Node,Node,String,char)",3,4,8
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeTextReplaceLength(Node,int)",2,3,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.computeTextValues(List<ICompletionProposal>,int,Node,Node,UiElementNode,String)",1,3,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.elementCanHaveChildren(Object)",5,2,5
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.extractChar(ITextViewer,int)",2,1,3
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.extractElementPrefix(ITextViewer,int)",4,7,10
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getAttributeValueChoices(UiAttributeNode,AttribInfo,String)",1,5,7
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getChoicesForAttribute(String,Node,UiElementNode,AttribInfo,String)",5,13,14
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getChoicesForElement(String,Node)",4,6,6
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getCompletionProposalAutoActivationCharacters()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getContextInformationAutoActivationCharacters()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getContextInformationValidator()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getDescriptor(String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getElementChoicesForTextNode(Node)",1,5,6
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getErrorMessage()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getRootDescriptor()",1,4,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.getRootDescriptorId()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.lookupNamespacePrefix(Node,String)",6,8,10
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.nameStartsWith(String,String,String)",10,7,13
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.nextNonspaceChar(ITextViewer,int)",3,2,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.parseAttributeInfo(ITextViewer,int,int)",18,17,29
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.sort(ElementDescriptor[])",2,2,3
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssist.startsWith(String,String)",4,2,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkAnimCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkAnimatorCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkApplyCompletion(String,IFile,String,AndroidContentAssist,String)",3,3,5
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkApplyLayoutCompletion(String,String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkApplyResourceCompletion(String,String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkColorCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkCompletion(String,IFile,String,AndroidContentAssist)",1,4,4
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkDrawableCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkLayoutCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkManifestCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.checkResourceCompletion(String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.complete(IFile,String,AndroidContentAssist)",1,1,2
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion1()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion10()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion11a()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion11b()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion12()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion13a()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion13b()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion13c()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion14()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion15()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion16()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion17()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion18()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion19()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion2()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion20()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion21()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion22()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion23()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion24a()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion24b()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion25()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion26()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion27()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion28()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion29()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion3()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion30()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion31()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion32()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion33()",1,1,1
"com.android.ide.eclipse.adt.internal.editors.AndroidContentAssistTest.testApplyCompletion34()",1,1,1
