Complexity metrics,Ter, 24 out 2017 16:51:12 BRST
Method,ev(G),iv(G),v(G)
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChange.findAttribute(IDOMDocument,String,String,String)",5,5,6
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChange.getDOMDocument()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChange.getModel(IDocument)",1,2,3
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChange.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChange.isValid(IProgressMonitor)",1,2,2
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChange.setTextType(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.AndroidLayoutChangeDescription(String,String,int)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.equals(Object)",11,3,11
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.getClassName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.getNewName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.getType()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.hashCode()",1,3,3
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.isStandalone()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutChangeDescription.toString()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutFileChanges.AndroidLayoutFileChanges(IFile)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutFileChanges.getChanges()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidLayoutFileChanges.getFile()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidPackageRenameChange.AndroidPackageRenameChange(IFile,ITextFileBufferManager,IDocument,Map<String, String>,String,String,boolean)",1,2,3
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidPackageRenameChange.addEdits()",1,7,7
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidPackageRenameChange.dispose()",1,4,4
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidPackageRenameChange.perform(IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidTypeMoveChange.AndroidTypeMoveChange(IFile,ITextFileBufferManager,IDocument,Map<String, String>,String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidTypeRenameChange.AndroidTypeRenameChange(IFile,ITextFileBufferManager,IDocument,Map<String, String>,String,String)",1,2,3
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidTypeRenameChange.addEdits()",1,6,6
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidTypeRenameChange.dispose()",1,3,3
"com.android.ide.eclipse.adt.internal.refactoring.changes.AndroidTypeRenameChange.perform(IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.add(IDOMDocument,Map<String, String>,String,String)",1,10,11
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.addAndroidElements()",1,8,8
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.addLayoutChanges(IProject,String[])",1,11,11
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.createChange(IProgressMonitor)",4,10,13
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.getGenPackageChange(IProgressMonitor)",3,3,4
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.getGenPackageFragment()",3,4,4
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.getNewClassName(String)",2,1,2
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.initialize(Object)",9,15,21
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidPackageRenameParticipant.parse(IFile,String[])",1,14,16
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidRenameParticipant.checkConditions(IProgressMonitor,CheckConditionsContext)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidRenameParticipant.getAndroidManifest()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidRenameParticipant.getDocument()",1,2,2
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.add(IDOMDocument,Map<String, String>,String,String)",1,7,7
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.addAndroidElements()",1,8,8
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.addLayoutChanges(IProject,String)",1,6,6
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.checkConditions(IProgressMonitor,CheckConditionsContext)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.createChange(IProgressMonitor)",3,6,9
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.getAndroidManifest()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.getDocument()",1,2,2
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.initialize(Object)",8,9,14
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeMoveParticipant.parse(IFile,String)",1,12,14
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.add(IDOMDocument,Map<String, String>,String,String)",1,7,7
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.addAndroidElements()",1,8,8
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.addLayoutChanges(IProject,String)",1,6,6
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.createChange(IProgressMonitor)",3,6,9
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.initialize(Object)",8,10,16
"com.android.ide.eclipse.adt.internal.refactoring.core.AndroidTypeRenameParticipant.parse(IFile,String)",1,12,14
"com.android.ide.eclipse.adt.internal.refactoring.core.FixImportsJob.FixImportsJob(String,IFile,String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.FixImportsJob.runInWorkspace(IProgressMonitor)",3,13,16
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.findAndroidAttributes(NamedNodeMap,String)",4,5,6
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.fixModel(IStructuredModel,IDocument)",2,4,8
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.isRefactorAppPackage()",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.log(Throwable)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.logError(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.logInfo(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactoring.core.RefactoringUtil.setRefactorAppPackage(boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.EnabledTextEditGroup.EnabledTextEditGroup(String,boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.EnabledTextEditGroup.isEnabled()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringAction.dispose()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringAction.getActiveEditor()",3,3,3
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringAction.getSelectedFile(IEditorPart)",5,5,7
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringAction.init(IWorkbenchWindow)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringAction.run(IAction)",1,2,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringAction.selectionChanged(IAction,ISelection)",1,3,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringContribution.createDescriptor(String,String,String,String,Map,int)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringContribution.retrieveArgumentMap(RefactoringDescriptor)",2,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringDescriptor.ExtractStringDescriptor(String,String,String,Map<String, String>)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringDescriptor.createRefactoring(RefactoringStatus)",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringDescriptor.getArguments()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.ExtractStringInputPage(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.OnConfigSelectorUpdated.modifyText(ModifyEvent)",2,7,8
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.OnConfigSelectorUpdated.run()",3,15,18
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.createControl(Composite)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.createOptionGroup(Composite)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.createResFileGroup(Composite)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.createStringGroup(Composite)",1,4,5
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.getOurRefactoring()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.guessId(String)",2,2,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.initUi()",1,1,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.updateStringValueCombo()",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringInputPage.validatePage()",4,17,17
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.ExtractStringProposal(IInvocationContext)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.apply(IDocument)",2,1,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.getAdditionalProposalInfo()",5,7,15
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.getContextInformation()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.getDisplayString()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.getImage()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.getRelevance()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringProposal.getSelection(IDocument)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.ExtractStringRefactoring(IFile,IEditorPart,ITextSelection)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.ExtractStringRefactoring(IProject,boolean)",1,1,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.ExtractStringRefactoring(Map<String, String>)",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.checkFinalConditions(IProgressMonitor)",9,26,32
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.checkInitialConditions(IProgressMonitor)",9,11,15
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.checkSourceFile(IFile,RefactoringStatus,IProgressMonitor)",3,4,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.computeJavaChanges(ICompilationUnit,String,String,RefactoringStatus,SubMonitor)",5,15,18
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.computeXmlSourceChanges(IFile,String,String,String,boolean,RefactoringStatus,IProgressMonitor)",8,36,41
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.createArgumentMap()",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.createChange(IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.createXmlChanges(IFile,String,String,RefactoringStatus,SubMonitor)",2,5,8
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.createXmlReplaceEdit(IFile,String,String,RefactoringStatus,SubMonitor)",17,41,51
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.escapeString(String)",3,4,6
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.findAllJavaUnits()",5,5,10
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.findAllResXmlFiles()",9,18,23
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.findSelectionInJavaUnit(ICompilationUnit,RefactoringStatus,IProgressMonitor)",4,7,11
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.findSelectionInRegion(IStructuredDocumentRegion,int)",3,13,14
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.findSelectionInXmlFile(IFile,RefactoringStatus,IProgressMonitor)",5,13,16
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.getMode()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.getName()",3,1,3
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.getTargetXmlResource(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.getTokenString()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.getXmlStringId()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.quotedAttrValue(String)",3,1,3
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.setNewStringId(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.setNewStringValue(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.setReplaceAllJava(boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.setReplaceAllXml(boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.setTargetFile(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.unquoteAttrValue(String)",1,7,7
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringRefactoring.validateSelectedAttribute(AndroidXmlEditor,Node,String,RefactoringStatus)",4,15,18
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringWizard.ExtractStringWizard(ExtractStringRefactoring,IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ExtractStringWizard.addUserInputPages()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.ReplaceStringsVisitor(AST,ASTRewrite,ArrayList<TextEditGroup>,String,String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.examineAssignment(StringLiteral)",2,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.examineMethodInvocation(StringLiteral)",15,12,22
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.examineVariableDeclaration(StringLiteral)",3,5,5
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.findContextCandidates(TreeMap<Integer, Expression>,ITypeBinding,int)",8,10,12
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.findContextFieldOrMethod(ITypeBinding)",2,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.findContextFieldOrMethod(StringLiteral)",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.findParentClass(ASTNode,Class<T>)",4,3,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.isAndroidContext(ITypeBinding)",3,2,3
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.isAndroidContext(Type)",2,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.isClassDerivedFromContext(StringLiteral)",2,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.isJavaString(ITypeBinding)",3,3,4
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.methodHasContextArgument(StringLiteral)",5,5,5
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.ReplaceStringsVisitor.visit(StringLiteral)",1,8,8
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.XmlStringFileHelper.XmlStringFileHelper()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.XmlStringFileHelper.findChild(Node,Node,String)",3,6,8
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.XmlStringFileHelper.getResIdsForFile(IProject,String)",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.XmlStringFileHelper.internalGetResIdsForFile(IProject,String)",1,13,13
"com.android.ide.eclipse.adt.internal.refactorings.extractstring.XmlStringFileHelper.valueOfStringId(IProject,String,String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.ApplicationPackageNameRefactoring(IProject,Name,Name)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.ImportVisitor.ImportVisitor(AST)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.ImportVisitor.getTextEdit()",1,3,3
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.ImportVisitor.visit(ImportDeclaration)",1,3,3
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.JavaFileVisitor.getChange()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.JavaFileVisitor.visit(IResource)",3,10,10
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.addQuotes(String)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.checkFinalConditions(IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.checkInitialConditions(IProgressMonitor)",2,2,2
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.createChange(IProgressMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.editAndroidManifest(IFile)",5,18,20
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.editXmlResourceFile(IFile)",5,12,14
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.stripQuotes(String)",3,7,7
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoring.updateJavaFileImports(CompilationUnit)",1,4,4
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoringWizard.ApplicationPackageNameRefactoringWizard(Refactoring)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.ApplicationPackageNameRefactoringWizard.addUserInputPages()",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.RenamePackageAction.init(IWorkbenchWindow)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.RenamePackageAction.initiateAndroidPackageRefactoring(IProject,Name,Name)",1,2,2
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.RenamePackageAction.promptNewName(IProject)",3,2,5
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.RenamePackageAction.run(IAction)",1,7,7
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.RenamePackageAction.selectionChanged(IAction,ISelection)",1,1,1
"com.android.ide.eclipse.adt.internal.refactorings.renamepackage.RenamePackageAction.setActivePart(IAction,IWorkbenchPart)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.CyclicDependencyValidator.CyclicDependencyValidator(Collection<String>)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.CyclicDependencyValidator.create(IFile)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.CyclicDependencyValidator.isValid(String)",2,1,2
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.canCreateResource(String)",7,3,7
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.createFileResource(IProject,ResourceType,String)",4,2,4
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.createResource(IProject,ResourceType,String,String)",7,20,21
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.findColorValue(NodeList)",7,6,7
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.getIcon(Class<? extends ResourceQualifier>)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.getLayoutName(IFile)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.getResourceDeltaKind(int)",4,2,4
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.isFileBasedResourceType(ResourceType)",4,1,4
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.isValueBasedResourceType(ResourceType)",3,1,3
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.parseResource(String)",4,1,6
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.resolveColor(ResourceResolver,ResourceValue)",7,9,12
"com.android.ide.eclipse.adt.internal.resources.ResourceHelper.styleToTheme(String)",1,3,3
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.checkAndSet(String,FolderConfiguration)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.equals(Object)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.getFolderSegment()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.getLongDisplayValue()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.getName()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.getShortDisplayValue()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.getShortName()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.hasFakeValue()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.hashCode()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.FakeQualifierClass.isValid()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testCanCreateResource()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testGetIcon()",1,2,2
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testGetResourceDeltaKind()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testIsFileBasedResourceType()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testIsValueBasedResourceType()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testParseResource()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceHelperTest.testStyleToTheme()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceNameValidator.ResourceNameValidator(boolean,Set<String>,boolean,boolean)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceNameValidator.create(boolean,IProject,ResourceType)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.ResourceNameValidator.create(boolean,ResourceFolderType)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceNameValidator.create(boolean,Set<String>,ResourceType)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.ResourceNameValidator.isValid(String)",12,17,25
"com.android.ide.eclipse.adt.internal.resources.ResourceNameValidatorTest.testValidator()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.CompiledResourcesMonitor()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.fileChanged(IFile,IMarkerDelta[],int)",1,3,3
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.getRClassName(IProject)",3,4,4
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.loadAndParseRClass(IProject)",3,6,7
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.parseClass(Class<?>,Map<Integer, Pair<ResourceType, String>>,Map<IntArrayWrapper, String>,Map<ResourceType, Map<String, Integer>>)",1,9,11
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.projectClosed(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.projectDeleted(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.projectOpened(IProject)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.projectOpenedWithWorkspace(IProject)",1,2,3
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.projectRenamed(IProject,IPath)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.CompiledResourcesMonitor.setupMonitor(GlobalProjectMonitor)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.DeltaVisitor.visit(IResourceDelta)",3,20,22
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.addFileListener(IFileListener,int)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.addFolderListener(IFolderListener,int)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.addProjectListener(IProjectListener)",1,2,2
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.addRawDeltaListener(IRawDeltaListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.addResourceEventListener(IResourceEventListener)",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.getMonitor()",1,1,1
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.notifyResourceEventEnd()",1,3,3
