Complexity metrics,Qui, 26 out 2017 16:49:18 BRST
Method,ev(G),iv(G),v(G)
"org.apache.james.mime4j.parser.MimeEntityConfig.setMaxHeaderCount(int)",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.setMaxLineLen(int)",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.setMaximalBodyDescriptor(boolean)",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.setStrictParsing(boolean)",1,1,1
"org.apache.james.mime4j.parser.MimeEntityConfig.toString()",1,1,1
"org.apache.james.mime4j.parser.MimeParseEventException.MimeParseEventException(Event)",1,1,1
"org.apache.james.mime4j.parser.MimeParseEventException.getEvent()",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.MimeStreamParser()",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.MimeStreamParser(MimeEntityConfig)",1,2,2
"org.apache.james.mime4j.parser.MimeStreamParser.isContentDecoding()",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.isRaw()",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.parse(InputStream)",4,4,18
"org.apache.james.mime4j.parser.MimeStreamParser.setContentDecoding(boolean)",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.setContentHandler(ContentHandler)",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.setRaw(boolean)",1,1,1
"org.apache.james.mime4j.parser.MimeStreamParser.stop()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.MimeTokenStream()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.MimeTokenStream(MimeEntityConfig)",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.createMaximalDescriptorStream()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.createStrictValidationStream()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.doParse(InputStream,String)",2,3,5
"org.apache.james.mime4j.parser.MimeTokenStream.getBodyDescriptor()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.getDecodedInputStream()",1,2,3
"org.apache.james.mime4j.parser.MimeTokenStream.getField()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.getInputStream()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.getReader()",1,3,3
"org.apache.james.mime4j.parser.MimeTokenStream.getRecursionMode()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.getState()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.isRaw()",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.next()",4,4,7
"org.apache.james.mime4j.parser.MimeTokenStream.parse(InputStream)",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.parseHeadless(InputStream,String)",2,1,2
"org.apache.james.mime4j.parser.MimeTokenStream.setRecursionMode(int)",1,2,2
"org.apache.james.mime4j.parser.MimeTokenStream.stateToString(int)",1,1,1
"org.apache.james.mime4j.parser.MimeTokenStream.stop()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.RawEntity(InputStream)",1,1,1
"org.apache.james.mime4j.parser.RawEntity.advance()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.getBodyDescriptor()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.getContentStream()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.getField()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.getFieldName()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.getFieldValue()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.getState()",1,1,1
"org.apache.james.mime4j.parser.RawEntity.setRecursionMode(int)",1,1,1
"org.apache.james.mime4j.parser.RawField.RawField(ByteSequence,int)",1,1,1
"org.apache.james.mime4j.parser.RawField.getBody()",1,2,2
"org.apache.james.mime4j.parser.RawField.getName()",1,2,2
"org.apache.james.mime4j.parser.RawField.getRaw()",1,1,1
"org.apache.james.mime4j.parser.RawField.parseBody()",1,1,1
"org.apache.james.mime4j.parser.RawField.parseName()",1,1,1
"org.apache.james.mime4j.parser.RawField.toString()",1,1,1
"org.apache.james.mime4j.storage.AbstractStorageProvider.AbstractStorageProvider()",1,1,1
"org.apache.james.mime4j.storage.AbstractStorageProvider.store(InputStream)",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorage.CipherStorage(Storage,String,SecretKeySpec)",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorage.delete()",1,2,2
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorage.getInputStream()",2,2,3
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageOutputStream.CipherStorageOutputStream(StorageOutputStream,String,SecretKeySpec)",1,2,2
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageOutputStream.close()",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageOutputStream.toStorage0()",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageOutputStream.write0(byte[],int,int)",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageProvider(StorageProvider)",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageProvider(StorageProvider,String)",2,1,3
"org.apache.james.mime4j.storage.CipherStorageProvider.createStorageOutputStream()",1,1,1
"org.apache.james.mime4j.storage.CipherStorageProvider.getSecretKeySpec()",1,1,1
"org.apache.james.mime4j.storage.DefaultStorageProvider.DefaultStorageProvider()",1,1,1
"org.apache.james.mime4j.storage.DefaultStorageProvider.getInstance()",1,1,1
"org.apache.james.mime4j.storage.DefaultStorageProvider.initialize()",1,3,4
"org.apache.james.mime4j.storage.DefaultStorageProvider.reset()",1,1,1
"org.apache.james.mime4j.storage.DefaultStorageProvider.setInstance(StorageProvider)",2,1,2
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorage.MemoryStorage(byte[],int)",1,1,1
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorage.delete()",1,1,1
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorage.getInputStream()",2,1,2
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorageOutputStream.toStorage0()",1,1,1
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorageOutputStream.write0(byte[],int,int)",1,1,1
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorageProvider()",1,1,1
"org.apache.james.mime4j.storage.MemoryStorageProvider.createStorageOutputStream()",1,1,1
"org.apache.james.mime4j.storage.MultiReferenceStorage.MultiReferenceStorage(Storage)",2,1,2
"org.apache.james.mime4j.storage.MultiReferenceStorage.addReference()",1,1,1
"org.apache.james.mime4j.storage.MultiReferenceStorage.decrementCounter()",2,1,2
"org.apache.james.mime4j.storage.MultiReferenceStorage.delete()",1,2,2
"org.apache.james.mime4j.storage.MultiReferenceStorage.getInputStream()",1,1,1
"org.apache.james.mime4j.storage.MultiReferenceStorage.incrementCounter()",2,1,2
"org.apache.james.mime4j.storage.StorageOutputStream.StorageOutputStream()",1,1,1
"org.apache.james.mime4j.storage.StorageOutputStream.close()",1,1,1
"org.apache.james.mime4j.storage.StorageOutputStream.toStorage()",2,2,3
"org.apache.james.mime4j.storage.StorageOutputStream.write(byte[])",4,1,4
"org.apache.james.mime4j.storage.StorageOutputStream.write(byte[],int,int)",5,1,7
"org.apache.james.mime4j.storage.StorageOutputStream.write(int)",2,1,3
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorage.TempFileStorage(File)",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorage.delete()",1,4,4
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorage.getInputStream()",2,1,2
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageOutputStream.TempFileStorageOutputStream(File)",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageOutputStream.close()",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageOutputStream.toStorage0()",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageOutputStream.write0(byte[],int,int)",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageProvider()",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageProvider(File)",1,1,1
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageProvider(String,String,File)",3,4,6
"org.apache.james.mime4j.storage.TempFileStorageProvider.createStorageOutputStream()",1,1,1
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorage.ThresholdStorage(byte[],int,Storage)",1,1,1
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorage.delete()",1,2,2
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorage.getInputStream()",2,1,2
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageOutputStream.ThresholdStorageOutputStream()",1,1,1
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageOutputStream.close()",1,2,2
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageOutputStream.toStorage0()",2,2,2
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageOutputStream.write0(byte[],int,int)",1,4,4
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageProvider(StorageProvider)",1,1,1
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageProvider(StorageProvider,int)",3,1,3
"org.apache.james.mime4j.storage.ThresholdStorageProvider.createStorageOutputStream()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.ByteArrayBuffer(byte[],boolean)",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.ByteArrayBuffer(byte[],int,boolean)",3,2,5
"org.apache.james.mime4j.util.ByteArrayBuffer.ByteArrayBuffer(int)",2,1,2
"org.apache.james.mime4j.util.ByteArrayBuffer.append(byte[],int,int)",4,2,9
"org.apache.james.mime4j.util.ByteArrayBuffer.append(int)",1,2,2
"org.apache.james.mime4j.util.ByteArrayBuffer.buffer()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.byteAt(int)",2,1,3
"org.apache.james.mime4j.util.ByteArrayBuffer.capacity()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.clear()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.expand(int)",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.indexOf(byte)",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.indexOf(byte,int,int)",4,1,6
"org.apache.james.mime4j.util.ByteArrayBuffer.isEmpty()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.isFull()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.length()",1,1,1
"org.apache.james.mime4j.util.ByteArrayBuffer.setLength(int)",2,1,3
"org.apache.james.mime4j.util.ByteArrayBuffer.toByteArray()",1,2,2
"org.apache.james.mime4j.util.ByteArrayBuffer.toString()",1,1,1
"org.apache.james.mime4j.util.CharsetUtil.Charset.Charset(String,String,String[])",1,1,1
"org.apache.james.mime4j.util.CharsetUtil.Charset.compareTo(Charset)",1,1,1
"org.apache.james.mime4j.util.CharsetUtil.getCharset(String)",1,3,4
"org.apache.james.mime4j.util.CharsetUtil.isASCII(String)",4,2,4
"org.apache.james.mime4j.util.CharsetUtil.isASCII(char)",1,1,1
"org.apache.james.mime4j.util.CharsetUtil.isDecodingSupported(String)",1,1,1
"org.apache.james.mime4j.util.CharsetUtil.isEncodingSupported(String)",1,1,1
"org.apache.james.mime4j.util.CharsetUtil.isWhitespace(String)",4,2,4
"org.apache.james.mime4j.util.CharsetUtil.isWhitespace(char)",1,1,4
"org.apache.james.mime4j.util.CharsetUtil.toJavaCharset(String)",2,1,2
"org.apache.james.mime4j.util.CharsetUtil.toMimeCharset(String)",2,1,2
"org.apache.james.mime4j.util.ContentUtil.ContentUtil()",1,1,1
"org.apache.james.mime4j.util.ContentUtil.decode(ByteSequence)",1,1,1
"org.apache.james.mime4j.util.ContentUtil.decode(ByteSequence,int,int)",1,1,1
"org.apache.james.mime4j.util.ContentUtil.decode(Charset,ByteSequence)",1,1,1
"org.apache.james.mime4j.util.ContentUtil.decode(Charset,ByteSequence,int,int)",2,2,2
"org.apache.james.mime4j.util.ContentUtil.decode(Charset,byte[],int,int)",1,1,1
"org.apache.james.mime4j.util.ContentUtil.encode(Charset,String)",1,1,1
"org.apache.james.mime4j.util.ContentUtil.encode(String)",1,1,1
"org.apache.james.mime4j.util.EmptyByteSequence.byteAt(int)",1,1,1
"org.apache.james.mime4j.util.EmptyByteSequence.length()",1,1,1
"org.apache.james.mime4j.util.EmptyByteSequence.toByteArray()",1,1,1
"org.apache.james.mime4j.util.MimeUtil.MimeUtil()",1,1,1
"org.apache.james.mime4j.util.MimeUtil.Rfc822DateFormat.Rfc822DateFormat()",1,1,1
"org.apache.james.mime4j.util.MimeUtil.Rfc822DateFormat.format(Date,StringBuffer,FieldPosition)",1,2,2
"org.apache.james.mime4j.util.MimeUtil.createUniqueBoundary()",1,1,1
"org.apache.james.mime4j.util.MimeUtil.createUniqueMessageId(String)",1,2,2
"org.apache.james.mime4j.util.MimeUtil.fold(String,int)",4,4,5
"org.apache.james.mime4j.util.MimeUtil.formatDate(Date,TimeZone)",1,2,2
"org.apache.james.mime4j.util.MimeUtil.getHeaderParams(String)",6,15,32
"org.apache.james.mime4j.util.MimeUtil.indexOfWsp(String,int)",3,2,4
"org.apache.james.mime4j.util.MimeUtil.isBase64Encoding(String)",1,1,1
"org.apache.james.mime4j.util.MimeUtil.isMessage(String)",1,2,2
"org.apache.james.mime4j.util.MimeUtil.isMultipart(String)",1,2,2
"org.apache.james.mime4j.util.MimeUtil.isQuotedPrintableEncoded(String)",1,1,1
"org.apache.james.mime4j.util.MimeUtil.isSameMimeType(String,String)",1,3,3
"org.apache.james.mime4j.util.MimeUtil.nextCounterValue()",1,1,1
"org.apache.james.mime4j.util.MimeUtil.unfold(String)",3,3,4
"org.apache.james.mime4j.util.MimeUtil.unfold0(String,int)",1,4,5
"org.apache.james.mime4j.util.StringArrayMap.addMapValue(Map<String, Object>,String,String)",5,6,6
"org.apache.james.mime4j.util.StringArrayMap.addValue(String,String)",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.asMap(Map<String, Object>)",1,2,2
"org.apache.james.mime4j.util.StringArrayMap.asString(Object)",5,2,5
"org.apache.james.mime4j.util.StringArrayMap.asStringArray(Object)",5,2,5
"org.apache.james.mime4j.util.StringArrayMap.asStringEnum(Object)",7,2,7
"org.apache.james.mime4j.util.StringArrayMap.convertName(String)",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.getMap()",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.getNameArray()",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.getNames()",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.getValue(String)",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.getValueEnum(String)",1,1,1
"org.apache.james.mime4j.util.StringArrayMap.getValues(String)",1,1,1

Class,OCavg,WMC
"org.apache.james.mime4j.MimeException","1,00",3
"org.apache.james.mime4j.MimeIOException","1,00",2
"org.apache.james.mime4j.codec.Base64InputStream","4,80",48
"org.apache.james.mime4j.codec.Base64OutputStream","3,14",44
"org.apache.james.mime4j.codec.ByteQueue","1,14",8
"org.apache.james.mime4j.codec.CodecUtil","1,17",7
"org.apache.james.mime4j.codec.DecoderUtil","4,83",29
"org.apache.james.mime4j.codec.EncoderUtil","3,21",77
"org.apache.james.mime4j.codec.EncoderUtil.Encoding",n/a,0
"org.apache.james.mime4j.codec.EncoderUtil.Usage",n/a,0
"org.apache.james.mime4j.codec.QuotedPrintableEncoder","2,64",37
"org.apache.james.mime4j.codec.QuotedPrintableInputStream","6,00",36
"org.apache.james.mime4j.codec.QuotedPrintableOutputStream","1,40",7
"org.apache.james.mime4j.codec.UnboundedFifoByteBuffer","2,23",29
"org.apache.james.mime4j.descriptor.DefaultBodyDescriptor","2,08",27
"org.apache.james.mime4j.descriptor.MaximalBodyDescriptor","1,56",50
"org.apache.james.mime4j.field.AbstractField","1,18",13
"org.apache.james.mime4j.field.AddressListField","1,60",8
"org.apache.james.mime4j.field.ContentDispositionField","2,31",37
"org.apache.james.mime4j.field.ContentTransferEncodingField","1,25",5
"org.apache.james.mime4j.field.ContentTypeField","2,15",28
"org.apache.james.mime4j.field.DateTimeField","1,80",9
"org.apache.james.mime4j.field.DefaultFieldParser","1,00",1
"org.apache.james.mime4j.field.DelegatingFieldParser","1,33",4
"org.apache.james.mime4j.field.FieldName","1,00",1
"org.apache.james.mime4j.field.Fields","1,40",59
"org.apache.james.mime4j.field.MailboxField","1,80",9
"org.apache.james.mime4j.field.MailboxListField","1,60",8
"org.apache.james.mime4j.field.ParseException","1,00",3
"org.apache.james.mime4j.field.UnstructuredField","1,25",5
"org.apache.james.mime4j.field.address.Address","1,00",4
"org.apache.james.mime4j.field.address.AddressList","2,29",16
"org.apache.james.mime4j.field.address.Builder","2,75",33
"org.apache.james.mime4j.field.address.Builder.ChildNodeIterator","1,00",4
"org.apache.james.mime4j.field.address.DomainList","1,80",9
"org.apache.james.mime4j.field.address.Group","1,89",17
"org.apache.james.mime4j.field.address.Mailbox","1,94",33
"org.apache.james.mime4j.field.address.MailboxList","1,75",7
"org.apache.james.mime4j.field.address.parser.BaseNode",n/a,0
"org.apache.james.mime4j.field.address.parser.ParseException","4,50",27
"org.apache.james.mime4j.field.contentdisposition.parser.ParseException","4,50",27
"org.apache.james.mime4j.field.contenttype.parser.ParseException","4,50",27
"org.apache.james.mime4j.field.datetime.DateTime","2,27",34
"org.apache.james.mime4j.field.datetime.parser.ParseException","4,50",27
"org.apache.james.mime4j.field.language.parser.ParseException","4,50",27
"org.apache.james.mime4j.field.mimeversion.parser.ParseException","4,50",27
"org.apache.james.mime4j.field.structured.parser.ParseException","4,50",27
"org.apache.james.mime4j.io.BufferedLineReaderInputStream","2,64",66
"org.apache.james.mime4j.io.EOLConvertingInputStream","2,25",9
"org.apache.james.mime4j.io.LimitedInputStream","1,33",8
"org.apache.james.mime4j.io.LineNumberInputStream","1,75",7
"org.apache.james.mime4j.io.LineReaderInputStream","1,00",1
"org.apache.james.mime4j.io.LineReaderInputStreamAdaptor","1,67",15
"org.apache.james.mime4j.io.MaxHeaderLimitException","1,00",1
"org.apache.james.mime4j.io.MaxLineLimitException","1,00",1
"org.apache.james.mime4j.io.MimeBoundaryInputStream","3,71",52
"org.apache.james.mime4j.io.PositionInputStream","1,30",13
"org.apache.james.mime4j.message.BinaryBody","1,00",1
"org.apache.james.mime4j.message.BodyCopier","3,00",6
"org.apache.james.mime4j.message.BodyFactory","2,50",30
"org.apache.james.mime4j.message.BodyPart","1,00",2
"org.apache.james.mime4j.message.Entity","1,47",47
"org.apache.james.mime4j.message.Header","1,92",25
"org.apache.james.mime4j.message.Message","1,33",60
"org.apache.james.mime4j.message.MessageBuilder","1,35",23
"org.apache.james.mime4j.message.MessageWriter","2,67",24
"org.apache.james.mime4j.message.Multipart","1,45",32
"org.apache.james.mime4j.message.SimpleContentHandler","1,50",6
"org.apache.james.mime4j.message.SingleBody","1,00",5
"org.apache.james.mime4j.message.StorageBinaryBody","1,40",7
"org.apache.james.mime4j.message.StorageTextBody","1,33",8
"org.apache.james.mime4j.message.StringTextBody","1,60",8
"org.apache.james.mime4j.message.TextBody","1,00",1
"org.apache.james.mime4j.parser.AbstractContentHandler","1,00",13
"org.apache.james.mime4j.parser.AbstractEntity","4,69",61
"org.apache.james.mime4j.parser.Event","2,00",8
"org.apache.james.mime4j.parser.MimeEntity","3,27",49
"org.apache.james.mime4j.parser.MimeEntityConfig","1,00",15
"org.apache.james.mime4j.parser.MimeParseEventException","1,00",2
"org.apache.james.mime4j.parser.MimeStreamParser","3,00",27
"org.apache.james.mime4j.parser.MimeTokenStream","1,74",33
"org.apache.james.mime4j.parser.RawEntity","1,00",9
"org.apache.james.mime4j.parser.RawField","1,29",9
"org.apache.james.mime4j.storage.AbstractStorageProvider","1,00",2
"org.apache.james.mime4j.storage.CipherStorageProvider","1,25",5
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorage","1,67",5
"org.apache.james.mime4j.storage.CipherStorageProvider.CipherStorageOutputStream","1,00",4
"org.apache.james.mime4j.storage.DefaultStorageProvider","1,60",8
"org.apache.james.mime4j.storage.MemoryStorageProvider","1,00",2
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorage","1,33",4
"org.apache.james.mime4j.storage.MemoryStorageProvider.MemoryStorageOutputStream","1,00",2
"org.apache.james.mime4j.storage.MultiReferenceStorage","1,67",10
"org.apache.james.mime4j.storage.StorageOutputStream","2,83",17
"org.apache.james.mime4j.storage.TempFileStorageProvider","1,50",6
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorage","2,33",7
"org.apache.james.mime4j.storage.TempFileStorageProvider.TempFileStorageOutputStream","1,00",4
"org.apache.james.mime4j.storage.ThresholdStorageProvider","1,67",5
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorage","1,67",5
"org.apache.james.mime4j.storage.ThresholdStorageProvider.ThresholdStorageOutputStream","2,25",9
"org.apache.james.mime4j.util.ByteArrayBuffer","1,94",35
"org.apache.james.mime4j.util.CharsetUtil","2,67",24
"org.apache.james.mime4j.util.CharsetUtil.Charset","1,00",2
"org.apache.james.mime4j.util.ContentUtil","1,12",9
"org.apache.james.mime4j.util.EmptyByteSequence","1,00",3
"org.apache.james.mime4j.util.MimeUtil","3,75",60
"org.apache.james.mime4j.util.MimeUtil.Rfc822DateFormat","1,50",3
"org.apache.james.mime4j.util.StringArrayMap","2,18",37

Package,v(G)avg,v(G)tot
"javacc.org.apache.james.mime4j.field.contentdisposition","4,67",28
"javacc.org.apache.james.mime4j.field.contenttype","4,67",28
"javacc.org.apache.james.mime4j.field.datetime","4,67",28
"javacc.org.apache.james.mime4j.field.language","4,67",28
"javacc.org.apache.james.mime4j.field.mimeversion","4,67",28
"javacc.org.apache.james.mime4j.field.structured","4,67",28
"jjtree.org.apache.james.mime4j.field.address","4,67",28
"org.apache.james.mime4j","1,00",5
"org.apache.james.mime4j.codec","3,42",349
"org.apache.james.mime4j.descriptor","2,24",101
"org.apache.james.mime4j.field","1,82",215
"org.apache.james.mime4j.field.address","2,13",132
"org.apache.james.mime4j.field.datetime","2,33",35
"org.apache.james.mime4j.io","2,63",197
"org.apache.james.mime4j.message","1,65",296
"org.apache.james.mime4j.parser","2,23",236
"org.apache.james.mime4j.storage","1,79",104
"org.apache.james.mime4j.util","2,56",182

Module,v(G)avg,v(G)tot
"apache-mime4j-core","2,33",2.048

Project,v(G)avg,v(G)tot
"project","2,33",2.048

