Package,v(G)avg,v(G)tot
"org.apache.lucene.analysis.standard.std31","3,04",146
"org.apache.lucene.analysis.standard.std34","3,12",75
"org.apache.lucene.analysis.tokenattributes","1,71",135
"org.apache.lucene.collation","1,40",7
"org.apache.lucene.document","1,88",272
"org.apache.lucene.index","2,59",4.531
"org.apache.lucene.queryParser","5,67",907
"org.apache.lucene.search","2,27",2.900
"org.apache.lucene.search.function","1,75",185
"org.apache.lucene.search.payloads","2,62",131
"org.apache.lucene.search.spans","2,43",457
"org.apache.lucene.store","2,06",708
"org.apache.lucene.util","2,38",1.682
"org.apache.lucene.util.fst","3,24",697
"org.apache.lucene.util.packed","1,67",142
"solrj.src.java.org.apache.noggit","2,46",374
"solrj.src.java.org.apache.solr.client.solrj","1,28",175
"solrj.src.java.org.apache.solr.client.solrj.beans","7,07",99
"solrj.src.java.org.apache.solr.client.solrj.impl","3,05",394
"solrj.src.java.org.apache.solr.client.solrj.request","1,75",280
"solrj.src.java.org.apache.solr.client.solrj.response","1,68",359
"solrj.src.java.org.apache.solr.client.solrj.util","5,44",49
"solrj.src.java.org.apache.solr.common","1,59",145
"solrj.src.java.org.apache.solr.common.luke","1,50",6
"solrj.src.java.org.apache.solr.common.params","2,11",196
"solrj.src.java.org.apache.solr.common.util","2,73",657
"solrj.src.test.org.apache.solr.client.solrj","1,79",145
"solrj.src.test.org.apache.solr.client.solrj.beans","1,09",12
"solrj.src.test.org.apache.solr.client.solrj.embedded","1,30",65
"solrj.src.test.org.apache.solr.client.solrj.request","3,00",9
"solrj.src.test.org.apache.solr.client.solrj.response","1,94",33
"solrj.src.test.org.apache.solr.client.solrj.util","1,00",1
"solrj.src.test.org.apache.solr.common","4,20",21
"solrj.src.test.org.apache.solr.common.params","1,40",14
"solrj.src.test.org.apache.solr.common.util","2,07",87
"test-framework.src.java.org.apache.lucene.analysis","2,65",281
"test-framework.src.java.org.apache.lucene.index","2,77",183
"test-framework.src.java.org.apache.lucene.queryParser","1,38",84
"test-framework.src.java.org.apache.lucene.search","2,48",166
"test-framework.src.java.org.apache.lucene.store","2,02",206
"test-framework.src.java.org.apache.lucene.util","3,03",588
"test-framework.src.java.org.apache.solr","2,94",427
"test-framework.src.java.org.apache.solr.analysis","1,67",10
"test-framework.src.java.org.apache.solr.core","1,00",1
"test-framework.src.java.org.apache.solr.update.processor","1,00",6
"test-framework.src.java.org.apache.solr.util","1,89",140
"tools.src.java.org.apache.lucene.analysis.standard","3,00",18
"tools.src.java.org.apache.lucene.validation","2,93",41

