Package,v(G)avg,v(G)tot
"hcatalog.webhcat.svr.src.test.java.org.apache.hive.hcatalog.templeton","1,27",47
"hcatalog.webhcat.svr.src.test.java.org.apache.hive.hcatalog.templeton.mock","1,05",23
"hcatalog.webhcat.svr.src.test.java.org.apache.hive.hcatalog.templeton.tool","2,55",51
"hwi.src.java.org.apache.hadoop.hive.hwi","2,23",138
"hwi.src.test.org.apache.hadoop.hive.hwi","3,11",28
"itests.custom-serde.src.main.java.org.apache.hadoop.hive.serde2","1,36",75
"itests.hcatalog-unit.src.test.java.org.apache.hive.hcatalog.hbase","1,80",92
"itests.hcatalog-unit.src.test.java.org.apache.hive.hcatalog.mapreduce","2,00",26
"itests.hive-minikdc.src.test.java.org.apache.hive.minikdc","1,24",62
"itests.hive-unit-hadoop2.src.test.java.org.apache.hadoop.hive.ql.security","1,57",44
"itests.hive-unit.src.main.java.org.apache.hive.jdbc.miniHS2","1,54",74
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.hooks","1,60",8
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.jdbc","2,52",83
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.metastore","1,85",313
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.ql","2,52",58
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.ql.history","4,40",22
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.ql.metadata","1,00",1
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.ql.security","1,28",149
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.ql.security.authorization.plugin","1,31",21
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.serde2","1,00",2
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.serde2.dynamic_type","4,71",66
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.service","3,13",47
"itests.hive-unit.src.test.java.org.apache.hadoop.hive.thrift","1,67",40
"itests.hive-unit.src.test.java.org.apache.hive.beeline","1,43",50
"itests.hive-unit.src.test.java.org.apache.hive.jdbc","1,89",214
"itests.hive-unit.src.test.java.org.apache.hive.jdbc.authorization","1,25",25
"itests.hive-unit.src.test.java.org.apache.hive.jdbc.miniHS2","1,00",9
"itests.hive-unit.src.test.java.org.apache.hive.service","3,00",9
"itests.hive-unit.src.test.java.org.apache.hive.service.auth","2,00",12
"itests.hive-unit.src.test.java.org.apache.hive.service.cli","1,00",3
"itests.hive-unit.src.test.java.org.apache.hive.service.cli.thrift","1,07",15
"itests.hive-unit.src.test.java.org.apache.hive.service.server","1,50",9
"itests.qtest.src.test.java.org.apache.hive","1,00",1
"itests.test-serde.src.main.java.org.apache.hadoop.hive.serde2","2,73",30
"itests.util.src.main.java.org.apache.hadoop.hive.accumulo","1,67",10
"itests.util.src.main.java.org.apache.hadoop.hive.hbase","2,25",27
"itests.util.src.main.java.org.apache.hadoop.hive.ql","3,21",260
"itests.util.src.main.java.org.apache.hadoop.hive.ql.hooks","3,43",103
"itests.util.src.main.java.org.apache.hadoop.hive.ql.io.udf","2,60",13
"itests.util.src.main.java.org.apache.hadoop.hive.ql.metadata","2,25",18
"itests.util.src.main.java.org.apache.hadoop.hive.ql.security","1,20",42
"itests.util.src.main.java.org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd","1,40",7
"itests.util.src.main.java.org.apache.hadoop.hive.ql.stats","1,58",19
"itests.util.src.main.java.org.apache.hadoop.hive.ql.udf","1,78",73
"itests.util.src.main.java.org.apache.hadoop.hive.ql.udf.generic","2,38",62
"itests.util.src.main.java.org.apache.hadoop.hive.scripts","2,50",5
"jdbc.src.java.org.apache.hadoop.hive.jdbc","1,26",1.099
"jdbc.src.java.org.apache.hive.jdbc","1,40",1.253
"metastore.src.gen.thrift.gen-javabean.org.apache.hadoop.hive.metastore.api","2,89",12.746
"metastore.src.java.org.apache.hadoop.hive.metastore","3,49",3.176
"metastore.src.java.org.apache.hadoop.hive.metastore.events","1,03",73
"metastore.src.java.org.apache.hadoop.hive.metastore.parser","2,37",102
"metastore.src.java.org.apache.hadoop.hive.metastore.tools","4,73",71
"metastore.src.java.org.apache.hadoop.hive.metastore.txn","5,39",329
"metastore.src.model.org.apache.hadoop.hive.metastore.model","1,00",426
"metastore.src.test.org.apache.hadoop.hive.metastore","1,10",320
"metastore.src.test.org.apache.hadoop.hive.metastore.txn","1,71",111
"ql.src.gen.protobuf.gen-java.org.apache.hadoop.hive.ql.io.orc","1,70",2.850
"ql.src.gen.thrift.gen-javabean.org.apache.hadoop.hive.ql.plan.api","3,61",1.655
"ql.src.java.org.apache.hadoop.hive.ql","2,52",634
"ql.src.java.org.apache.hadoop.hive.ql.debug","6,33",19
"ql.src.java.org.apache.hadoop.hive.ql.exec","3,17",4.987
"ql.src.java.org.apache.hadoop.hive.ql.exec.errors","2,32",72
"ql.src.java.org.apache.hadoop.hive.ql.exec.mapjoin","1,67",5
"ql.src.java.org.apache.hadoop.hive.ql.exec.mr","3,51",506
"ql.src.java.org.apache.hadoop.hive.ql.exec.persistence","2,14",595
"ql.src.java.org.apache.hadoop.hive.ql.exec.tez","3,22",541
"ql.src.java.org.apache.hadoop.hive.ql.exec.tez.tools","1,62",13
"ql.src.java.org.apache.hadoop.hive.ql.exec.vector","3,45",1.310
"ql.src.java.org.apache.hadoop.hive.ql.exec.vector.expressions","2,89",2.962
"ql.src.java.org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates","2,10",191
"ql.src.java.org.apache.hadoop.hive.ql.exec.vector.udf","2,45",76
"ql.src.java.org.apache.hadoop.hive.ql.history","2,57",72
"ql.src.java.org.apache.hadoop.hive.ql.hooks","1,72",234
"ql.src.java.org.apache.hadoop.hive.ql.index","2,28",180
"ql.src.java.org.apache.hadoop.hive.ql.index.bitmap","1,43",83
"ql.src.java.org.apache.hadoop.hive.ql.index.compact","5,30",53
"ql.src.java.org.apache.hadoop.hive.ql.io","2,15",1.107
"ql.src.java.org.apache.hadoop.hive.ql.io.avro","2,00",38
"ql.src.java.org.apache.hadoop.hive.ql.io.merge","2,96",133
"ql.src.java.org.apache.hadoop.hive.ql.io.orc","2,66",2.861
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet","2,45",54
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet.convert","2,15",99
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet.read","3,43",48
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet.serde","3,43",199
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet.serde.primitive","1,95",39
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet.timestamp","1,10",11
"ql.src.java.org.apache.hadoop.hive.ql.io.parquet.write","3,00",45
"ql.src.java.org.apache.hadoop.hive.ql.io.rcfile.merge","1,32",50
"ql.src.java.org.apache.hadoop.hive.ql.io.rcfile.stats","3,32",83
"ql.src.java.org.apache.hadoop.hive.ql.io.rcfile.truncate","2,08",75
"ql.src.java.org.apache.hadoop.hive.ql.io.sarg","3,80",270
"ql.src.java.org.apache.hadoop.hive.ql.lib","2,56",87
"ql.src.java.org.apache.hadoop.hive.ql.lockmgr","2,47",321
"ql.src.java.org.apache.hadoop.hive.ql.lockmgr.zookeeper","3,68",140
"ql.src.java.org.apache.hadoop.hive.ql.log","1,56",14
"ql.src.java.org.apache.hadoop.hive.ql.metadata","2,52",1.057
"ql.src.java.org.apache.hadoop.hive.ql.metadata.formatting","3,79",265
"ql.src.java.org.apache.hadoop.hive.ql.optimizer","3,98",1.939
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.correlation","4,03",371
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.index","1,93",172
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.lineage","2,29",94
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.listbucketingpruner","2,60",122
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.metainfo.annotation","2,59",57
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.pcr","3,28",118
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.physical","2,92",753
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.physical.index","3,00",36
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.ppr","3,03",100
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.stats.annotation","5,78",214
"ql.src.java.org.apache.hadoop.hive.ql.optimizer.unionproc","1,84",59
"ql.src.java.org.apache.hadoop.hive.ql.parse","3,34",4.703
"ql.src.java.org.apache.hadoop.hive.ql.parse.authorization","2,79",67
"ql.src.java.org.apache.hadoop.hive.ql.plan","1,30",2.822
"ql.src.java.org.apache.hadoop.hive.ql.plan.ptf","1,10",125
"ql.src.java.org.apache.hadoop.hive.ql.ppd","3,20",310
"ql.src.java.org.apache.hadoop.hive.ql.processors","3,14",179
"ql.src.java.org.apache.hadoop.hive.ql.security","1,40",28
"ql.src.java.org.apache.hadoop.hive.ql.security.authorization","2,98",382
"ql.src.java.org.apache.hadoop.hive.ql.security.authorization.plugin","2,02",252
"ql.src.java.org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd","2,67",272
"ql.src.java.org.apache.hadoop.hive.ql.session","1,96",231
"ql.src.java.org.apache.hadoop.hive.ql.stats","5,00",285
"ql.src.java.org.apache.hadoop.hive.ql.stats.fs","2,38",19
"ql.src.java.org.apache.hadoop.hive.ql.stats.jdbc","3,79",91
"ql.src.java.org.apache.hadoop.hive.ql.tools","2,40",12
"ql.src.java.org.apache.hadoop.hive.ql.txn.compactor","2,82",189
"ql.src.java.org.apache.hadoop.hive.ql.udf","2,66",666
"ql.src.java.org.apache.hadoop.hive.ql.udf.generic","2,78",2.762
"ql.src.java.org.apache.hadoop.hive.ql.udf.ptf","2,51",445
"ql.src.java.org.apache.hadoop.hive.ql.udf.xml","1,93",54
"ql.src.java.org.apache.hadoop.hive.ql.util","1,47",69
"ql.src.test.org.apache.hadoop.hive.metastore","1,56",28
"ql.src.test.org.apache.hadoop.hive.ql","1,67",5
"ql.src.test.org.apache.hadoop.hive.ql.exec","1,55",133
"ql.src.test.org.apache.hadoop.hive.ql.exec.errors","1,70",17
"ql.src.test.org.apache.hadoop.hive.ql.exec.mapjoin","1,50",3
"ql.src.test.org.apache.hadoop.hive.ql.exec.persistence","1,57",58
"ql.src.test.org.apache.hadoop.hive.ql.exec.tez","1,86",39
"ql.src.test.org.apache.hadoop.hive.ql.exec.vector","1,51",320
"ql.src.test.org.apache.hadoop.hive.ql.exec.vector.expressions","1,81",635
"ql.src.test.org.apache.hadoop.hive.ql.exec.vector.udf","3,20",16
"ql.src.test.org.apache.hadoop.hive.ql.exec.vector.udf.generic","2,33",7
"ql.src.test.org.apache.hadoop.hive.ql.exec.vector.udf.legacy","3,00",6
"ql.src.test.org.apache.hadoop.hive.ql.exec.vector.util","2,68",142
"ql.src.test.org.apache.hadoop.hive.ql.io","2,38",224
"ql.src.test.org.apache.hadoop.hive.ql.io.orc","2,17",815
"ql.src.test.org.apache.hadoop.hive.ql.io.parquet","1,57",36
"ql.src.test.org.apache.hadoop.hive.ql.io.parquet.serde","1,07",32
"ql.src.test.org.apache.hadoop.hive.ql.io.parquet.serde.primitive","1,00",14
"ql.src.test.org.apache.hadoop.hive.ql.io.sarg","1,20",30
"ql.src.test.org.apache.hadoop.hive.ql.lockmgr","1,13",34
"ql.src.test.org.apache.hadoop.hive.ql.lockmgr.zookeeper","1,00",5
"ql.src.test.org.apache.hadoop.hive.ql.metadata","2,41",53
"ql.src.test.org.apache.hadoop.hive.ql.optimizer.listbucketingpruner","1,00",12
"ql.src.test.org.apache.hadoop.hive.ql.optimizer.physical","1,00",9
"ql.src.test.org.apache.hadoop.hive.ql.parse","1,13",104
"ql.src.test.org.apache.hadoop.hive.ql.parse.authorization","1,59",73
"ql.src.test.org.apache.hadoop.hive.ql.parse.authorization.plugin.sqlstd","3,00",3
"ql.src.test.org.apache.hadoop.hive.ql.plan","2,36",52
"ql.src.test.org.apache.hadoop.hive.ql.processors","2,00",8
"ql.src.test.org.apache.hadoop.hive.ql.security.authorization.plugin","3,00",3
"ql.src.test.org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd","1,75",14
"ql.src.test.org.apache.hadoop.hive.ql.session","1,12",9
"ql.src.test.org.apache.hadoop.hive.ql.testutil","1,67",15
"ql.src.test.org.apache.hadoop.hive.ql.tool","2,17",13
"ql.src.test.org.apache.hadoop.hive.ql.txn.compactor","1,89",172
"ql.src.test.org.apache.hadoop.hive.ql.udaf","1,14",73
"ql.src.test.org.apache.hadoop.hive.ql.udf","1,03",35
"ql.src.test.org.apache.hadoop.hive.ql.udf.generic","1,05",162
"ql.src.test.org.apache.hadoop.hive.ql.udf.xml","1,60",8
"ql.src.test.org.apache.hadoop.hive.ql.util","1,60",8
"serde.src.gen.protobuf.gen-java.org.apache.hadoop.hive.serde2.proto.test","1,00",25
"serde.src.gen.thrift.gen-javabean.org.apache.hadoop.hive.serde.test","2,46",209
"serde.src.gen.thrift.gen-javabean.org.apache.hadoop.hive.serde2.thrift.test","4,15",1.339
"serde.src.java.org.apache.hadoop.hive.serde2","2,33",366
"serde.src.java.org.apache.hadoop.hive.serde2.avro","2,77",271
"serde.src.java.org.apache.hadoop.hive.serde2.binarysortable","6,42",154
"serde.src.java.org.apache.hadoop.hive.serde2.columnar","2,26",138
"serde.src.java.org.apache.hadoop.hive.serde2.dynamic_type","4,17",1.602
"serde.src.java.org.apache.hadoop.hive.serde2.io","1,45",206
"serde.src.java.org.apache.hadoop.hive.serde2.lazy","2,98",509
"serde.src.java.org.apache.hadoop.hive.serde2.lazy.objectinspector","1,28",74
"serde.src.java.org.apache.hadoop.hive.serde2.lazy.objectinspector.primitive","1,59",116
"serde.src.java.org.apache.hadoop.hive.serde2.lazybinary","2,60",322
"serde.src.java.org.apache.hadoop.hive.serde2.lazybinary.objectinspector","1,64",36
"serde.src.java.org.apache.hadoop.hive.serde2.lazydio","2,00",42
"serde.src.java.org.apache.hadoop.hive.serde2.objectinspector","2,78",679
"serde.src.java.org.apache.hadoop.hive.serde2.objectinspector.primitive","2,02",726
"serde.src.java.org.apache.hadoop.hive.serde2.thrift","2,17",273
"serde.src.java.org.apache.hadoop.hive.serde2.typeinfo","2,47",323
"serde.src.test.org.apache.hadoop.hive.serde2","2,11",40
"serde.src.test.org.apache.hadoop.hive.serde2.avro","1,17",132
"serde.src.test.org.apache.hadoop.hive.serde2.binarysortable","3,12",50
"serde.src.test.org.apache.hadoop.hive.serde2.columnar","1,56",14
"serde.src.test.org.apache.hadoop.hive.serde2.io","1,76",79
"serde.src.test.org.apache.hadoop.hive.serde2.lazy","2,13",83
"serde.src.test.org.apache.hadoop.hive.serde2.lazybinary","5,44",98
"serde.src.test.org.apache.hadoop.hive.serde2.objectinspector","2,11",74
"serde.src.test.org.apache.hadoop.hive.serde2.objectinspector.primitive","1,00",3
"serde.src.test.org.apache.hadoop.hive.serde2.thrift_test","2,00",10
"serde.src.test.org.apache.hadoop.hive.serde2.typeinfo","2,67",8
"service.src.gen.thrift.gen-javabean.org.apache.hadoop.hive.service","2,09",1.797
"service.src.gen.thrift.gen-javabean.org.apache.hive.service.cli.thrift","2,39",11.361
"service.src.java.org.apache.hadoop.hive.service","3,41",75
"service.src.java.org.apache.hive.service","1,40",77
"service.src.java.org.apache.hive.service.auth","2,16",186
"service.src.java.org.apache.hive.service.cli","1,97",572
"service.src.java.org.apache.hive.service.cli.operation","2,00",296
"service.src.java.org.apache.hive.service.cli.session","1,75",170
"service.src.java.org.apache.hive.service.cli.thrift","2,77",213
"service.src.java.org.apache.hive.service.server","2,24",38
"service.src.test.org.apache.hadoop.hive.service","2,40",12
"service.src.test.org.apache.hive.service.auth","1,00",1
"service.src.test.org.apache.hive.service.cli","1,53",26
"service.src.test.org.apache.hive.service.cli.operation","2,50",25
"service.src.test.org.apache.hive.service.cli.session","1,00",12
"service.src.test.org.apache.hive.service.cli.thrift","2,55",28
"service.src.test.org.apache.hive.service.server","1,00",1
"shims.0.20.src.main.java.org.apache.hadoop.hive.shims","1,34",134
"shims.0.20S.src.main.java.org.apache.hadoop.hive.shims","1,43",80
"shims.0.20S.src.main.java.org.apache.hadoop.mapred","1,00",9
"shims.0.23.src.main.java.org.apache.hadoop.hive.shims","1,70",139
"shims.0.23.src.main.java.org.apache.hadoop.hive.thrift","4,00",4
"shims.0.23.src.main.java.org.apache.hadoop.mapred","2,50",25
"shims.common-secure.src.main.java.org.apache.hadoop.hive.shims","1,54",88
"shims.common-secure.src.main.java.org.apache.hadoop.hive.thrift","2,31",259
"shims.common-secure.src.main.java.org.apache.hadoop.hive.thrift.client","3,50",7
"shims.common-secure.src.main.java.org.apache.hadoop.security.token.delegation","1,25",5
"shims.common.src.main.java.org.apache.hadoop.fs","1,27",56
"shims.common.src.main.java.org.apache.hadoop.hive.io","2,38",31
"shims.common.src.main.java.org.apache.hadoop.hive.shims","1,50",45
"shims.common.src.main.java.org.apache.hadoop.hive.thrift","1,12",28
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api","1,45",32
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.client","3,00",39
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.request","1,00",32
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.response","1,00",46
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.server","1,71",113
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution","2,81",253
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution.conf","1,90",203
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution.context","2,07",95
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution.ssh","1,35",65
"testutils.ptest2.src.test.java.org.apache.hive.ptest.api.server","1,17",7
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution","1,30",99
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution.conf","1,00",12
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution.context","1,25",10
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution.ssh","1,67",10
"testutils.src.java.org.apache.hive.testutils.junit.runners","1,50",3
"testutils.src.java.org.apache.hive.testutils.junit.runners.model","1,33",8

