Class,CBO,Command,CSA,CSO,CSOA,Cyclic,DIT,Dpt,Inner,Inner,LCOM,LOC,MPC,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,Query,RFC,STAT,SUB,WMC
"org.apache.tools.ant.taskdefs.optional.vss.MSVSSLABEL",7,4,35,110,145,0,4,1,0,2,5,75,30,0,35,34,5,0,94,0,0,"1,40",3,"0,80","4,00",16,1,23,20,0,7
"org.apache.tools.ant.taskdefs.optional.windows.Attrib",9,13,56,145,201,0,5,0,0,1,9,149,30,7,49,78,9,0,108,7,0,"1,18",2,"0,82","1,35",3,3,32,23,0,20
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter",18,2,12,31,43,9,1,8,1,1,4,280,n/a,12,0,164,14,5,11,0,0,"2,47",3,"0,33","6,53",15,12,58,98,6,37
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.RmicFileNameMapper",6,2,0,19,19,9,1,1,0,1,3,129,39,0,0,87,3,0,11,0,0,"3,00",9,"0,75","9,75",39,1,28,39,0,12
"org.apache.tools.ant.taskdefs.rmic.ForkingSunRmic",12,0,3,33,36,9,2,2,0,1,1,54,15,1,2,30,2,1,25,0,0,"1,50",2,"0,00","8,50",16,2,18,17,1,3
"org.apache.tools.ant.taskdefs.rmic.KaffeRmic",10,0,4,34,38,9,2,1,0,1,1,72,24,2,2,48,3,0,25,0,0,"2,67",5,"0,00","9,00",20,3,21,27,0,8
"org.apache.tools.ant.taskdefs.rmic.RmicAdapter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a
"org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory",14,0,3,16,19,9,1,2,0,0,1,104,14,3,0,40,3,0,11,0,0,"3,00",8,"1,75","3,75",13,3,12,15,0,12
"org.apache.tools.ant.taskdefs.rmic.SunRmic",10,0,7,33,40,9,2,2,0,1,2,75,17,5,2,47,1,0,24,1,0,"1,50",2,"0,50","9,00",17,2,19,18,0,3
"org.apache.tools.ant.taskdefs.rmic.WLRmic",10,0,9,36,45,9,2,2,0,1,5,100,25,7,2,60,1,0,21,4,0,"1,80",4,"0,20","5,00",18,5,22,25,0,9
"org.apache.tools.ant.taskdefs.rmic.XNewRmic",4,0,3,35,38,9,3,1,0,1,1,27,1,1,2,12,0,0,26,1,0,"1,00",1,"0,00","1,50",3,1,3,3,0,2
"org.apache.tools.ant.types.AbstractFileSet",93,39,15,133,148,294,3,60,0,2,1,794,n/a,10,5,458,60,5,33,4,0,"1,88",7,"0,74","3,80",21,25,130,251,15,124
"org.apache.tools.ant.types.AntFilterReader",9,6,8,53,61,294,3,2,0,1,1,140,40,3,5,89,8,0,38,2,0,"2,40",4,"0,70","4,50",7,4,30,45,0,24
"org.apache.tools.ant.types.ArchiveFileSet",25,15,30,184,214,0,5,11,0,4,3,518,n/a,15,15,284,26,2,94,9,0,"1,87",5,"0,62","3,87",16,21,82,147,3,71
"org.apache.tools.ant.types.ArchiveScanner",12,8,39,107,146,0,2,6,0,3,2,300,n/a,9,30,143,10,2,43,6,0,"2,19",5,"0,88","4,31",12,9,52,69,2,35
"org.apache.tools.ant.types.Assertions",13,8,7,55,62,1,3,4,3,1,1,207,0,2,5,94,10,0,36,2,0,"2,08",1,"0,75","4,67",3,4,32,56,0,25
"org.apache.tools.ant.types.Assertions.BaseAssertion",5,2,2,18,20,0,1,4,0,0,1,69,n/a,2,0,34,5,2,11,0,0,"1,80",5,"0,33","3,20",12,4,12,16,2,9
"org.apache.tools.ant.types.Assertions.DisabledAssertion",2,0,2,19,21,0,2,1,0,0,1,12,0,0,2,5,1,0,16,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.types.Assertions.EnabledAssertion",3,0,2,19,21,0,2,2,0,0,1,12,0,0,2,5,1,0,16,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.types.Commandline",86,6,4,40,44,294,1,82,2,1,3,440,85,4,0,238,24,0,9,2,0,"2,18",14,"0,54","5,04",42,20,69,141,0,61
"org.apache.tools.ant.types.Commandline.Argument",91,7,6,30,36,294,2,87,0,1,1,93,8,3,3,42,8,1,20,0,0,"1,62",3,"0,88","2,38",8,1,15,19,3,13
"org.apache.tools.ant.types.Commandline.Marker",4,2,4,18,22,294,1,2,0,0,3,70,2,4,0,31,5,0,11,0,0,"1,83",4,"0,50","2,17",8,3,8,13,0,11
"org.apache.tools.ant.types.CommandlineJava",25,14,10,51,61,1,1,12,1,1,1,474,126,10,0,231,36,0,9,2,0,"1,62",6,"0,38","2,77",21,24,87,108,0,63
"org.apache.tools.ant.types.CommandlineJava.SysProperties",10,5,3,25,28,0,2,5,0,1,1,138,38,2,1,89,7,0,12,2,0,"2,00",4,"0,33","5,89",15,4,38,53,0,18
"org.apache.tools.ant.types.Comparison",9,0,12,24,36,294,2,7,0,0,2,59,4,10,2,30,2,2,17,0,0,"1,75",4,"0,50","1,50",4,2,8,6,2,7
"org.apache.tools.ant.types.DTDLocation",3,0,3,18,21,0,2,2,0,0,0,14,0,0,3,2,0,1,17,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,1,0
"org.apache.tools.ant.types.DataType",74,9,5,45,50,294,2,68,0,1,1,310,n/a,2,3,129,21,32,17,2,0,"1,43",4,"0,78","2,39",11,14,41,55,132,33
"org.apache.tools.ant.types.Description",10,2,5,47,52,294,3,1,0,1,2,79,21,0,5,51,4,0,40,0,0,"3,50",5,"2,00","7,00",9,2,20,28,0,14
"org.apache.tools.ant.types.DirSet",14,0,15,146,161,294,4,6,0,4,3,81,30,0,15,43,3,0,99,2,0,"1,71",3,"0,14","3,14",10,5,22,22,0,12
"org.apache.tools.ant.types.EnumeratedAttribute",131,1,2,21,23,294,1,129,0,0,1,119,n/a,2,0,55,6,72,10,1,0,"1,62",4,"0,56","3,25",9,7,14,26,77,13
"org.apache.tools.ant.types.Environment",11,1,1,16,17,0,1,8,1,0,1,52,14,1,0,22,3,1,11,0,0,"1,50",3,"0,25","2,75",8,2,9,11,1,6
"org.apache.tools.ant.types.Environment.Variable",14,5,2,21,23,0,1,12,0,0,1,84,9,2,0,36,8,0,11,0,0,"1,11",2,"0,44","1,44",4,3,17,13,0,10
"org.apache.tools.ant.types.FileList",17,4,7,61,68,294,3,8,1,3,2,149,15,2,5,76,9,0,41,1,0,"1,83",2,"0,67","2,92",3,6,30,35,0,22
"org.apache.tools.ant.types.FileList.FileName",1,1,1,14,15,0,1,1,0,0,1,20,0,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,2,2,0,2
"org.apache.tools.ant.types.FileSet",77,0,15,145,160,294,4,70,0,4,3,63,24,0,15,31,3,6,102,1,0,"1,50",2,"0,17","2,00",3,4,17,12,9,9
"org.apache.tools.ant.types.FilterChain",40,25,6,69,75,294,3,13,0,1,1,346,107,1,5,203,24,1,38,2,0,"2,12",5,"1,00","4,19",10,1,42,109,1,55
"org.apache.tools.ant.types.FilterSet",16,11,18,69,87,294,3,7,3,1,2,452,132,13,5,294,23,0,37,1,0,"2,58",8,"0,65","6,38",30,13,88,166,0,67
"org.apache.tools.ant.types.FilterSet.Filter",2,2,2,18,20,0,1,2,0,0,2,59,2,2,0,22,4,0,11,0,0,"1,00",1,"0,67","1,00",2,2,6,6,0,6
"org.apache.tools.ant.types.FilterSet.FiltersFile",1,1,0,14,14,294,1,1,0,0,1,19,1,0,0,7,1,0,11,0,0,"1,00",1,"0,50","0,50",1,0,3,1,0,2
"org.apache.tools.ant.types.FilterSet.OnMissing",2,0,9,23,32,294,2,1,0,0,1,36,1,7,2,19,1,0,17,0,0,"1,00",1,"0,33","0,67",1,1,4,2,0,3
"org.apache.tools.ant.types.FilterSetCollection",7,1,1,17,18,294,1,6,0,0,1,55,4,1,0,26,3,0,11,0,0,"1,60",3,"0,60","2,00",4,2,9,10,0,8
"org.apache.tools.ant.types.FlexInteger",1,0,1,15,16,0,1,1,0,0,1,31,3,1,0,12,1,0,10,1,0,"1,00",1,"0,33","1,00",1,2,6,3,0,3
"org.apache.tools.ant.types.LogLevel",6,0,8,24,32,0,2,4,0,0,2,55,3,6,2,33,2,2,17,0,0,"1,00",1,"0,25","1,00",2,2,6,4,2,4
"org.apache.tools.ant.types.Mapper",30,10,11,58,69,294,3,21,1,1,2,226,9,6,5,148,13,0,39,1,0,"2,60",1,"0,73","5,00",1,4,47,75,0,39
"org.apache.tools.ant.types.Mapper.MapperType",7,0,3,23,26,294,2,6,0,0,2,37,9,1,2,27,2,0,17,0,0,"1,00",1,"0,00","3,33",8,2,7,10,0,3
"org.apache.tools.ant.types.Parameter",32,3,3,18,21,0,1,32,0,0,3,57,0,3,0,23,6,0,11,0,0,"1,00",1,"0,50","1,00",1,3,6,6,0,6
"org.apache.tools.ant.types.Parameterizable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.types.Path",145,15,10,86,96,294,3,127,1,3,1,623,194,5,5,373,31,1,35,4,0,"2,54",7,"0,86","5,43",29,20,111,201,1,94
"org.apache.tools.ant.types.Path.PathElement",12,2,1,24,25,294,1,7,0,2,2,51,5,1,0,21,6,0,13,0,0,"1,17",2,"0,33","1,00",1,4,11,6,0,7
"org.apache.tools.ant.types.PatternSet",21,10,9,66,75,294,3,13,2,1,1,337,115,4,5,221,19,1,34,3,0,"2,70",9,"0,87","5,57",18,12,58,128,1,62
"org.apache.tools.ant.types.PatternSet.InvertedPatternSet",3,0,9,69,78,294,4,1,0,1,2,12,5,0,9,12,0,0,55,2,0,"1,00",1,"1,00","1,33",2,2,8,4,0,3
"org.apache.tools.ant.types.PatternSet.NameEntry",12,5,3,21,24,294,1,10,0,0,1,122,15,3,0,54,8,0,10,1,0,"1,56",5,"0,78","2,78",16,4,16,25,0,14
"org.apache.tools.ant.types.Permissions",9,5,7,20,27,1,1,7,2,0,1,132,24,7,0,83,6,0,11,0,0,"1,50",1,"0,50","5,88",2,1,25,47,0,12
"org.apache.tools.ant.types.Permissions.MySM",3,3,2,61,63,1,2,1,0,0,1,64,10,0,2,38,1,0,50,2,0,"3,33",6,"1,00","6,00",11,0,12,18,0,10
"org.apache.tools.ant.types.Permissions.Permission",3,3,4,21,25,0,1,3,0,0,1,105,24,4,0,67,8,0,10,1,0,"2,11",8,"0,56","3,44",15,6,26,31,0,19
"org.apache.tools.ant.types.PropertySet",29,14,12,76,88,294,3,12,2,3,1,415,41,7,5,272,24,0,38,3,0,"2,47",5,"0,67","5,33",12,13,92,160,0,74
"org.apache.tools.ant.types.PropertySet.BuiltinPropertySetName",4,0,5,21,26,294,2,3,0,0,1,12,0,3,2,8,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.types.PropertySet.PropertyRef",4,5,5,18,23,294,1,1,0,0,1,61,6,5,0,37,5,0,10,1,0,"1,33",3,"1,00","2,33",4,1,9,14,0,8
"org.apache.tools.ant.types.Quantifier",5,0,14,25,39,0,2,1,1,0,2,106,4,12,2,61,3,0,17,0,0,"1,30",3,"0,80","2,70",7,3,9,27,0,13
"org.apache.tools.ant.types.Quantifier.Predicate",1,0,0,13,13,0,1,1,0,0,1,3,n/a,0,0,3,0,5,11,0,0,n/a,n/a,"2,00",n/a,n/a,1,1,0,5,0
"org.apache.tools.ant.types.RedirectorElement",17,22,26,71,97,0,3,6,0,1,1,550,120,21,5,368,26,0,38,2,0,"3,50",25,"0,93","6,86",57,6,79,192,0,98
"org.apache.tools.ant.types.Reference",83,2,2,21,23,294,1,81,0,0,1,99,6,2,0,41,6,1,11,0,0,"1,44",4,"0,67","1,78",6,4,11,16,1,13
"org.apache.tools.ant.types.RegularExpression",14,3,11,50,61,294,3,9,0,1,1,111,15,6,5,49,6,0,40,0,0,"1,71",2,"0,71","3,00",5,3,13,21,0,12
"org.apache.tools.ant.types.Resource",162,6,14,79,93,294,3,159,0,4,9,377,88,9,5,177,19,9,34,5,0,"1,81",4,"0,79","2,28",6,18,52,73,20,58
"org.apache.tools.ant.types.ResourceCollection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a
"org.apache.tools.ant.types.ResourceFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.types.ResourceLocation",11,3,3,18,21,0,1,11,0,0,3,74,0,3,0,23,6,1,11,0,0,"1,00",1,"0,50","1,00",1,3,6,6,2,6
"org.apache.tools.ant.types.Substitution",5,1,7,47,54,294,3,3,0,1,1,49,4,2,5,19,3,0,40,0,0,"1,25",2,"0,75","1,50",3,2,6,6,0,5
"org.apache.tools.ant.types.TarFileSet",14,7,33,205,238,0,6,4,0,4,2,223,45,8,25,126,14,1,134,4,0,"1,48",3,"0,43","2,81",10,11,39,59,1,31
"org.apache.tools.ant.types.TarScanner",8,1,39,107,146,0,3,1,0,3,1,55,12,0,39,35,1,0,63,0,0,"5,00",5,"6,00","19,00",19,0,12,19,0,5
"org.apache.tools.ant.types.TimeComparison",8,0,7,27,34,294,2,5,0,0,2,87,10,5,2,40,5,1,17,0,0,"1,57",4,"1,57","2,14",8,5,13,15,1,11
"org.apache.tools.ant.types.XMLCatalog",20,9,12,69,81,2,3,8,3,3,1,660,41,7,5,335,21,0,38,2,0,"2,62",5,"0,79","7,96",24,14,96,191,0,63
"org.apache.tools.ant.types.XMLCatalog.CatalogResolver",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a
"org.apache.tools.ant.types.XMLCatalog.ExternalResolver",9,1,6,20,26,2,1,1,0,3,1,198,41,6,0,146,3,0,11,0,0,"3,75",6,"1,50","17,75",30,2,27,71,0,15
"org.apache.tools.ant.types.XMLCatalog.InternalResolver",5,0,0,19,19,2,1,1,0,3,1,77,20,0,0,59,2,0,11,0,0,"3,67",6,"1,33","10,67",21,2,15,32,0,11
"org.apache.tools.ant.types.ZipFileSet",16,1,25,191,216,0,6,6,0,4,3,87,22,0,25,46,2,0,137,2,0,"1,57",3,"0,43","3,00",10,3,22,21,0,11
"org.apache.tools.ant.types.ZipScanner",9,1,39,107,146,0,3,2,0,3,1,64,15,0,39,44,1,0,63,0,0,"6,00",6,"6,00","26,00",26,0,16,26,0,6
"org.apache.tools.ant.types.mappers.CutDirsMapper",2,3,1,19,20,0,1,0,0,1,3,48,5,1,0,26,4,0,11,0,0,"1,75",4,"1,00","3,25",12,1,9,13,0,7
"org.apache.tools.ant.types.mappers.FilterMapper",7,2,7,75,82,0,4,0,0,2,3,52,9,1,6,33,3,0,66,0,0,"1,33",2,"1,00","5,67",15,1,16,17,0,4
"org.apache.tools.ant.types.optional.AbstractScriptComponent",8,10,5,34,39,0,2,2,0,1,1,118,n/a,2,3,46,11,2,19,1,0,"1,08",2,"0,75","1,42",4,2,24,17,2,13
"org.apache.tools.ant.types.optional.ScriptCondition",3,1,6,38,44,0,3,0,0,2,1,42,3,1,5,14,3,0,32,0,0,"1,00",1,"0,33","1,67",3,2,5,5,0,3
"org.apache.tools.ant.types.optional.ScriptFilter",8,10,7,39,46,0,3,0,0,3,1,139,15,3,4,51,12,0,21,1,0,"1,08",2,"0,77","1,46",4,3,25,19,0,14
"org.apache.tools.ant.types.optional.ScriptMapper",3,4,6,42,48,0,3,0,0,2,3,58,9,1,5,24,5,0,32,0,0,"1,20",2,"0,80","1,80",7,1,13,9,0,6
"org.apache.tools.ant.types.optional.ScriptSelector",8,10,12,66,78,0,4,0,0,2,1,173,18,6,6,69,15,0,43,1,0,"1,06",2,"0,75","1,75",10,6,29,28,0,17
"org.apache.tools.ant.types.optional.depend.ClassfileSet",10,4,17,153,170,0,5,0,1,4,1,117,33,2,15,63,3,0,102,3,0,"2,00",5,"0,88","4,38",21,2,34,35,0,16
"org.apache.tools.ant.types.optional.depend.ClassfileSet.ClassRoot",1,1,1,14,15,0,1,1,0,0,1,23,0,1,0,9,2,0,11,0,0,"1,00",1,"0,50","1,00",1,1,2,2,0,2
"org.apache.tools.ant.types.optional.depend.DependScanner",6,7,35,106,141,0,2,1,0,3,11,173,27,5,30,93,2,0,36,13,0,"1,44",6,"0,38","3,00",30,8,40,48,0,23
"org.apache.tools.ant.types.optional.image.Arc",6,5,14,58,72,9,5,1,0,2,1,86,23,5,9,59,6,0,48,0,0,"2,33",6,"0,83","5,50",23,1,21,33,0,14
"org.apache.tools.ant.types.optional.image.BasicShape",5,3,9,52,61,9,4,3,0,2,3,31,n/a,3,6,14,3,3,45,0,0,"1,00",1,"1,00","1,00",1,0,3,3,3,3
"org.apache.tools.ant.types.optional.image.ColorMapper",4,0,16,14,30,0,1,4,0,0,1,78,16,16,0,50,1,0,11,0,0,"7,50",14,"0,50","13,50",27,1,3,27,0,15
"org.apache.tools.ant.types.optional.image.Draw",9,6,8,57,65,9,5,2,0,1,1,69,18,2,6,44,5,0,43,2,0,"1,43",4,"1,00","3,57",19,1,15,25,0,10
"org.apache.tools.ant.types.optional.image.DrawOperation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.types.optional.image.Ellipse",6,2,11,55,66,9,5,1,0,2,1,53,20,2,9,38,3,0,48,0,0,"2,67",6,"0,67","8,33",23,1,17,25,0,8
"org.apache.tools.ant.types.optional.image.ImageOperation",11,5,6,48,54,9,3,10,0,1,1,44,n/a,1,5,18,5,3,40,0,0,"1,00",1,"1,00","1,00",1,0,7,5,9,5
"org.apache.tools.ant.types.optional.image.Rectangle",7,4,13,57,70,9,5,3,0,2,1,83,23,4,9,60,5,0,48,0,0,"2,40",8,"0,80","6,40",28,1,21,32,0,12
"org.apache.tools.ant.types.optional.image.Rotate",4,1,8,55,63,9,5,2,0,2,1,84,24,2,6,52,4,0,46,0,0,"2,25",4,"0,75","9,75",20,3,13,39,0,9
"org.apache.tools.ant.types.optional.image.Scale",7,3,12,59,71,9,5,2,1,2,1,130,35,6,6,96,8,0,46,0,0,"2,62",7,"0,62","7,88",22,5,23,63,0,21
"org.apache.tools.ant.types.optional.image.Scale.ProportionsAttribute",2,0,2,21,23,0,2,1,0,0,1,7,0,0,2,5,1,0,17,0,0,"1,00",1,"0,00","1,00",1,1,1,1,0,1
"org.apache.tools.ant.types.optional.image.Text",5,6,13,56,69,9,4,2,0,2,3,86,18,7,6,54,7,0,45,0,0,"1,00",1,"0,86","3,86",21,1,21,27,0,7
"org.apache.tools.ant.types.optional.image.TransformOperation",8,1,6,50,56,9,4,7,0,1,2,16,n/a,0,6,6,0,3,44,1,0,"1,00",1,"1,00","1,00",1,1,3,1,3,1
"org.apache.tools.ant.types.resolver.ApacheCatalog",1,2,1,3,4,1,1,1,0,0,1,82,16,1,0,34,3,0,0,0,0,"2,33",5,"0,67","6,00",14,1,5,18,0,7
"org.apache.tools.ant.types.resolver.ApacheCatalogResolver",4,4,1,4,5,1,1,1,0,0,2,124,20,1,0,45,4,0,0,0,0,"1,25",2,"2,00","5,75",9,0,14,23,0,5
"org.apache.tools.ant.types.resources.AbstractClasspathResource",12,6,13,91,104,1,4,3,1,4,1,202,n/a,3,10,131,8,2,60,4,0,"2,14",4,"0,62","4,79",7,7,44,67,2,30
"org.apache.tools.ant.types.resources.AbstractClasspathResource.ClassLoaderWithFlag",3,1,2,16,18,0,1,2,0,0,1,15,1,2,0,15,3,0,11,0,0,"1,25",2,"0,50","1,50",2,2,5,6,0,5
"org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper",21,3,8,61,69,294,3,12,0,3,4,165,n/a,3,5,103,8,2,39,2,0,"2,90",6,"0,33","5,30",12,9,35,53,10,29
"org.apache.tools.ant.types.resources.AllButFirst",4,0,9,71,80,0,6,0,0,3,2,31,11,0,9,20,1,0,55,1,0,"2,50",3,"0,00","6,50",10,2,10,13,0,5
"org.apache.tools.ant.types.resources.AllButLast",5,0,9,71,80,0,6,0,0,3,2,25,9,0,9,15,1,0,55,1,0,"1,50",2,"0,00","3,00",3,2,9,6,0,3
"org.apache.tools.ant.types.resources.Appendable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.types.resources.ArchiveResource",11,7,15,99,114,0,4,4,0,4,2,243,n/a,5,10,148,6,2,50,10,0,"2,15",6,"0,62","3,65",15,10,52,73,3,43
"org.apache.tools.ant.types.resources.Archives",13,2,7,59,66,0,3,0,0,3,2,147,52,2,5,98,7,0,37,3,0,"2,20",3,"0,50","5,30",8,8,40,53,0,22
"org.apache.tools.ant.types.resources.BCFileSet",7,0,15,149,164,0,5,0,0,4,2,45,21,0,15,23,0,0,108,2,0,"1,50",2,"0,25","2,50",6,2,18,10,0,6
"org.apache.tools.ant.types.resources.BZip2Resource",5,0,12,118,130,0,7,0,0,4,2,54,3,1,11,25,3,0,91,0,0,"1,60",3,"0,60","2,60",6,3,11,13,0,8
"org.apache.tools.ant.types.resources.BaseResourceCollectionContainer",34,5,8,65,73,294,3,26,0,3,1,218,n/a,3,5,143,10,3,36,3,0,"2,53",6,"0,38","5,13",13,9,52,77,3,38
"org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper",5,0,8,65,73,0,4,3,0,3,1,26,n/a,1,7,17,3,3,51,0,0,"1,33",2,"0,00","1,67",3,4,7,5,7,4
"org.apache.tools.ant.types.resources.CompressedResource",6,0,11,113,124,0,6,2,0,4,1,34,n/a,0,11,11,0,2,87,1,0,"1,00",1,"0,25","0,67",1,2,6,2,2,3
"org.apache.tools.ant.types.resources.ContentTransformingResource",9,0,12,109,121,0,5,1,0,4,2,138,n/a,1,11,78,1,1,77,4,0,"2,12",6,"0,44","4,25",13,7,21,34,3,17
"org.apache.tools.ant.types.resources.Difference",4,0,8,66,74,0,4,0,0,3,1,32,5,0,8,23,1,0,54,0,0,"6,00",6,"0,00","12,00",12,1,9,12,0,6
"org.apache.tools.ant.types.resources.FailFast",6,5,3,24,27,294,1,5,0,1,2,96,18,3,0,68,6,0,12,1,0,"2,25",4,"0,75","4,38",8,2,22,35,0,18
"org.apache.tools.ant.types.resources.FileProvider",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a
"org.apache.tools.ant.types.resources.FileResource",56,4,14,109,123,294,4,47,0,8,2,330,129,4,10,203,9,1,47,13,0,"2,37",6,"0,56","3,74",14,18,74,101,1,64
"org.apache.tools.ant.types.resources.FileResourceIterator",16,2,4,27,31,294,1,11,0,1,2,111,10,4,0,51,4,0,12,1,0,"1,27",3,"0,91","1,91",6,3,16,21,0,14
"org.apache.tools.ant.types.resources.Files",14,12,13,136,149,0,4,0,0,4,2,431,133,7,6,264,27,0,63,4,0,"2,06",5,"0,48","4,76",14,19,91,157,0,68
"org.apache.tools.ant.types.resources.First",4,0,9,70,79,0,6,0,0,3,1,20,6,0,9,11,1,0,57,0,0,"2,00",2,"0,00","8,00",8,1,8,8,0,2
"org.apache.tools.ant.types.resources.GZipResource",2,0,11,118,129,0,7,0,0,4,3,45,1,0,11,16,3,0,91,0,0,"1,00",1,"0,60","0,80",1,3,8,4,0,5
"org.apache.tools.ant.types.resources.ImmutableResourceException",3,0,6,49,55,0,4,3,0,1,0,21,2,1,5,9,0,0,26,0,0,"1,00",1,"0,50","1,00",1,0,4,2,0,2
"org.apache.tools.ant.types.resources.Intersect",5,0,8,67,75,0,4,1,0,3,1,33,10,0,8,24,2,0,54,0,0,"3,00",4,"0,50","6,50",9,2,12,13,0,6
"org.apache.tools.ant.types.resources.JavaConstantResource",2,0,13,92,105,0,5,0,0,4,1,43,11,0,13,31,1,0,77,0,0,"3,00",3,"1,00","17,00",17,1,13,17,0,3
"org.apache.tools.ant.types.resources.JavaResource",9,0,13,97,110,1,5,3,0,5,3,108,46,0,13,76,2,0,76,1,0,"3,80",10,"0,80","8,20",22,3,27,41,0,19
"org.apache.tools.ant.types.resources.Last",7,0,9,70,79,0,6,0,0,3,1,39,11,0,9,27,1,0,57,0,0,"5,00",5,"0,00","20,00",20,1,13,20,0,5
"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper",7,0,9,64,73,294,4,4,2,3,2,47,6,2,7,32,3,1,51,0,0,"2,00",1,"0,33","4,67",1,3,11,14,1,6
"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator",2,1,2,20,22,294,1,1,0,1,2,48,6,2,0,31,2,0,12,1,0,"1,75",3,"0,25","3,50",8,2,11,14,0,7
"org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator",2,1,3,20,23,294,1,1,0,1,2,35,4,3,0,35,2,0,12,1,0,"2,25",5,"0,25","4,25",10,2,8,17,0,9
"org.apache.tools.ant.types.resources.LogOutputResource",6,0,12,83,95,0,4,2,0,5,1,37,2,2,10,18,1,0,64,1,0,"1,00",1,"0,75","1,50",2,2,7,6,0,4
"org.apache.tools.ant.types.resources.MappedResource",9,1,12,107,119,294,5,2,0,4,2,85,26,1,11,51,0,0,70,6,0,"2,14",3,"0,71","3,14",6,5,24,22,0,15
"org.apache.tools.ant.types.resources.MappedResourceCollection",13,7,10,64,74,0,3,0,0,3,1,214,56,5,5,151,11,0,35,4,0,"2,53",6,"0,47","5,27",12,8,49,79,0,38
"org.apache.tools.ant.types.resources.MultiRootFileSet",14,7,19,152,171,1,4,2,2,4,3,140,17,4,15,97,9,1,96,4,0,"2,08",2,"0,54","3,38",2,6,36,44,1,27
"org.apache.tools.ant.types.resources.MultiRootFileSet.SetType",3,0,5,25,30,0,n/a,3,0,2,0,6,n/a,3,2,3,0,n/a,20,0,0,n/a,n/a,"0,00",n/a,n/a,0,0,0,n/a,0
"org.apache.tools.ant.types.resources.MultiRootFileSet.Worker",9,0,16,143,159,1,4,1,0,4,2,37,17,1,15,37,3,0,106,0,0,"2,00",3,"0,75","4,50",9,3,15,18,0,8
"org.apache.tools.ant.types.resources.PropertyResource",9,0,12,91,103,294,4,2,0,4,2,161,55,2,10,90,4,0,54,7,0,"2,14",3,"0,23","3,07",6,11,38,43,0,30
"org.apache.tools.ant.types.resources.ResourceDecorator",10,8,11,100,111,294,4,3,0,4,6,216,n/a,1,10,110,2,2,45,18,0,"1,41",3,"0,55","1,95",7,12,49,43,5,31
"org.apache.tools.ant.types.resources.ResourceList",16,5,10,61,71,0,3,1,0,3,1,183,59,5,5,134,9,0,40,2,0,"2,67",6,"0,67","6,08",20,6,55,73,0,32
