CommitNumber;Entity;Method;Change
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntityTest.testSimpleEntity();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntityTest.testMultipartEntity();BODY_MODIFIED
6c5738180e3ba944864e1cd1dcd927159f4cf23f;METHOD;org.apache.james.mime4j.MimeEntityTest.testRawEntity();BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.MimeBoundaryInputStream.MimeBoundaryInputStream(InputBuffer,String);BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.decoder.DecoderUtil.decodeQ(String,String);BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.decoder.DecoderUtil.decodeEncodedWords(String);BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.message.Header.toString();BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.util.MimeUtil.getHeaderParams(String);BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.MimeEntity.createMimeStream();BODY_MODIFIED
5e5b63bf221f8c343371f2d050290c91e48dfe9d;METHOD;org.apache.james.mime4j.MimeEntity.advanceToBoundary();BODY_MODIFIED
